,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E988_155,,,,0.19297999999999998
E277_536,,0.67043,,
E715_42,,,0.051379999999999995,
E196_644,,,0.80576,
E1961_773,,0.9674200000000001,,
E1988_20,,,,0.023809999999999998
E1993_376,,,0.46992,
E1090_400,0.5,,,
E1353_659,0.8245600000000001,,,
E1220_444,,,0.55514,
E373_12,0.01378,,,
E1544_172,0.21429,,,
E1972_140,,0.17419,,
E1834_424,0.53008,,,
E1038_525,,,,0.65664
E574_712,,,0.8909799999999999,
E1395_91,,0.11277999999999999,,
E656_536,,,,0.67043
E1212_456,0.57018,,,
E413_376,0.46992,,,
E1568_545,,,0.6817,
E646_458,,,0.57268,
E1486_609,0.7619,,,
E1219_677,,,,0.8471200000000001
E317_169,,,0.21053000000000002,
E973_291,0.36341,,,
E1959_63,0.07769,,,
E54_467,0.58396,,,
E156_305,0.38095,,,
E1254_397,0.49623999999999996,,,
E726_315,,,0.39348,
E1401_562,,,0.70301,
E392_72,,,0.08897000000000001,
E390_406,,0.50752,,
E1125_361,0.45113000000000003,,,
E690_387,,,,0.48371000000000003
E1603_646,,,0.8082699999999999,
E539_217,,,0.27068000000000003,
E815_787,,,0.9849600000000001,
E905_234,0.29198,,,
E501_719,,,0.89975,
E735_382,0.47744,,,
E394_614,0.76817,,,
E1902_238,0.29699000000000003,,,
E87_146,,,0.1817,
E1060_406,0.50752,,,
E91_126,,,0.15664,
E853_23,,,,0.027569999999999997
E1085_691,,,,0.86466
E1003_169,0.21053000000000002,,,
E1495_595,,0.74436,,
E506_406,0.50752,,,
E164_10,0.01128,,,
E1881_349,0.43609,,,
E1566_641,,0.80201,,
E503_501,,,0.62657,
E119_373,,,0.46617,
E243_4,0.0037600000000000003,,,
E112_291,,0.36341,,
E1239_469,0.5864699999999999,,,
E1168_696,,0.87093,,
E1104_297,,,0.37093000000000004,
E245_726,0.9085200000000001,,,
E979_172,0.21429,,,
E1847_440,0.55013,,,
E1146_192,,,0.23935,
E1221_90,0.11152999999999999,,,
E1879_349,,,0.43609,
E492_627,0.78446,,,
E586_664,,,,0.83083
E976_39,,0.047619999999999996,,
E469_430,,0.53759,,
E883_320,,0.39975,,
E1550_279,,,,0.34836999999999996
E1790_529,0.66165,,,
E781_640,0.80075,,,
E285_276,0.34460999999999997,,,
E1058_158,,,0.19674,
E349_521,0.65163,,,
E332_700,,,0.8759399999999999,
E193_500,,,,0.62531
E982_439,,,0.54887,
E683_658,0.82331,,,
E6_555,0.69424,,,
E1331_388,0.48496000000000006,,,
E1339_187,0.23308,,,
E1729_432,0.5401,,,
E1208_469,0.5864699999999999,,,
E1280_460,0.57519,,,
E1192_68,,0.08396,,
E829_393,,,0.49123,
E1074_101,,,0.12531,
E617_367,0.45865,,,
E1990_240,,,0.2995,
E1156_354,0.44236000000000003,,,
E1189_266,0.33208000000000004,,,
E1233_174,,,0.21679,
E0_85,0.10525999999999999,,,
E1287_578,0.72306,,,
E33_792,0.9912299999999999,,,
E727_58,,0.07143,,
E1119_617,,,0.77193,
E255_143,,,,0.17794000000000001
E1231_361,,,0.45113000000000003,
E1739_736,,,0.92105,
E502_535,0.6691699999999999,,,
E650_497,,,0.62155,
E313_754,0.9436100000000001,,,
E1275_526,0.65789,,,
E1840_690,,,0.86341,
E1900_3,,,0.00251,
E1727_700,,0.8759399999999999,,
E1288_89,0.11027999999999999,,,
E9_784,,,0.9812,
E821_22,,,,0.02632
E929_789,,,0.9874700000000001,
E1010_384,0.47995,,,
E370_85,,,0.10525999999999999,
E1728_275,,,0.34336,
E1867_21,,0.02506,,
E1429_35,,,0.04261,
E893_136,,0.16917000000000001,,
E881_240,0.2995,,,
E32_589,0.7368399999999999,,,
E306_742,,,,0.9285700000000001
E739_270,,,0.33709,
E939_420,,,,0.5250600000000001
E23_344,,,0.42982,
E1136_437,,0.54637,,
E401_597,,,0.74687,
E111_82,0.1015,,,
E216_326,0.40726999999999997,,,
E203_249,,,,0.31078
E920_314,,,0.39223,
E1246_258,,,0.32206,
E1681_245,0.30576,,,
E772_217,0.27068000000000003,,,
E909_787,0.9849600000000001,,,
E8_614,,0.76817,,
E510_531,0.6641600000000001,,,
E449_423,0.52882,,,
E967_747,,0.93484,,
E475_472,,,0.59023,
E676_325,,,0.40602,
E353_334,,0.41728999999999994,,
E1018_250,,,0.31203000000000003,
E163_347,,,0.43358,
E554_61,0.07518999999999999,,,
E1319_412,,,0.5150399999999999,
E1951_699,0.87469,,,
E435_134,0.16667,,,
E1777_750,0.9386,,,
E769_207,0.25815,,,
E1100_559,0.69925,,,
E718_386,0.48246000000000006,,,
E1424_228,0.28446,,,
E996_370,0.46241000000000004,,,
E637_653,,,0.81704,
E1771_182,,,0.22682,
E189_188,,,0.23434000000000002,
E279_265,,0.33083,,
E882_87,,0.10777,,
E965_708,,,0.8859600000000001,
E981_354,0.44236000000000003,,,
E1797_84,,,0.10400999999999999,
E157_208,,,,0.2594
E846_568,,,0.71053,
E886_481,,,0.6015,
E575_240,,,0.2995,
E440_737,0.9223100000000001,,,
E860_211,,,0.26316,
E741_426,0.53258,,,
E1399_427,0.53383,,,
E1579_423,,,0.52882,
E437_61,,,0.07518999999999999,
E427_488,,,,0.61028
E1765_222,,,0.27694,
E1634_114,,0.1416,,
E300_462,,,,0.5776899999999999
E233_372,0.46491000000000005,,,
E1449_501,0.62657,,,
E220_528,,,0.6604,
E252_194,,,,0.24185
E794_483,,,0.60401,
E897_3,,,0.00251,
E75_384,0.47995,,,
E706_151,,,0.18797,
E1317_564,,,0.7055100000000001,
E1141_591,,,0.73935,
E722_735,,0.9198,,
E452_77,,,0.09523999999999999,
E535_58,,,0.07143,
E480_495,,,0.61905,
E1084_573,,,,0.7167899999999999
E1497_124,,0.15414,,
E524_531,,,0.6641600000000001,
E463_168,0.20926999999999998,,,
E1169_563,,,0.70426,
E1591_420,,,0.5250600000000001,
E1901_90,,,0.11152999999999999,
E766_671,0.8396,,,
E618_652,,,0.81579,
E663_33,,,,0.0401
E953_186,0.23183,,,
E852_791,0.9899700000000001,,,
E326_708,0.8859600000000001,,,
E1810_269,,,0.33584,
E620_29,0.035089999999999996,,,
E1164_113,0.14035,,,
E283_557,,,,0.6967399999999999
E51_141,0.17544,,,
E661_47,,,0.05764,
E1030_735,,,0.9198,
E1218_732,,,0.91604,
E1186_603,0.75439,,,
E1646_474,0.59273,,,
E1198_639,,,0.7995,
E1077_660,,,0.82581,
E832_485,,,,0.60652
E25_704,0.88095,,,
E1683_585,0.73183,,,
E1742_486,,0.60777,,
E35_510,,,,0.63784
E1259_770,,,0.9636600000000001,
E88_736,0.92105,,,
E616_600,,,0.75063,
E1960_104,0.12907000000000002,,,
E1411_442,,,0.5526300000000001,
E1483_103,,,0.12782000000000002,
E264_75,0.09272999999999999,,,
E1054_744,,0.9310799999999999,,
E880_16,,,0.0188,
E1543_734,0.91855,,,
E487_362,,,0.45238,
E1536_280,,0.34962,,
E1270_627,,,0.78446,
E1709_794,0.9937299999999999,,,
E457_57,0.07017999999999999,,,
E404_412,0.5150399999999999,,,
E244_552,0.69048,,,
E1269_672,,,,0.84085
E340_162,,,0.20175,
E1733_752,0.9411,,,
E1210_81,0.10025,,,
E1376_509,,,0.63659,
E936_214,,,0.26692,
E666_505,,,0.63158,
E1640_693,0.8671700000000001,,,
E493_740,,,,0.9260700000000001
E1000_413,0.5162899999999999,,,
E1772_223,0.2782,,,
E1083_739,0.92481,,,
E1538_658,0.82331,,,
E1404_196,0.24436,,,
E26_703,0.8797,,,
E284_419,,0.52381,,
E315_136,,,0.16917000000000001,
E964_780,0.97619,,,
E581_184,0.22931999999999997,,,
E1601_317,0.39599,,,
E241_224,,,0.27945,
E956_375,,0.46867,,
E1177_50,,,0.0614,
E1493_157,0.19549,,,
E1042_241,,,,0.30075
E1230_736,0.92105,,,
E1547_112,,,0.1391,
E900_623,,,0.77945,
E521_664,0.83083,,,
E1811_554,,,,0.69298
E1365_670,0.83835,,,
E1377_229,,,,0.28570999999999996
E1534_350,,,0.43733999999999995,
E552_736,,,,0.92105
E137_343,,,,0.42857
E1822_370,,0.46241000000000004,,
E812_476,,,,0.59524
E669_559,,,0.69925,
E218_415,,,0.5188,
E1079_200,,,0.24936999999999998,
E1969_389,,,,0.48622
E1031_291,0.36341,,,
E549_11,,,0.01253,
E1633_508,,,0.63534,
E687_231,,,0.28822,
E1247_562,0.70301,,,
E1576_700,,0.8759399999999999,,
E1465_80,,0.099,,
E915_269,,,0.33584,
E355_715,0.89474,,,
E79_761,,,,0.9523799999999999
E1715_1,,,0.0,
E280_244,0.30451,,,
E784_218,,,0.27193,
E1863_528,,,0.6604,
E1691_685,,,0.85714,
E345_84,0.10400999999999999,,,
E630_73,,,,0.09022999999999999
E1957_152,0.18922,,,
E1604_6,0.00627,,,
E1730_389,0.48622,,,
E1350_163,,0.20301,,
E1163_523,0.6541399999999999,,,
E696_180,0.22430999999999998,,,
E275_715,0.89474,,,
E485_100,0.12405999999999999,,,
E200_210,,,0.2619,
E155_630,0.78822,,,
E235_363,,0.45363000000000003,,
E1776_744,,,,0.9310799999999999
E1295_283,,,,0.35338
E1435_69,0.08521000000000001,,,
E765_268,,,0.33459,
E1582_220,0.27444,,,
E1720_119,,,0.14787,
E1307_203,,,0.25313,
E863_371,0.46366,,,
E1613_316,0.39474000000000004,,,
E1636_194,,,,0.24185
E659_190,,,0.23684000000000002,
E1649_279,,,,0.34836999999999996
E1819_618,0.77318,,,
E1173_780,0.97619,,,
E1213_490,,0.61278,,
E151_605,0.75689,,,
E1535_691,0.86466,,,
E3_539,0.67419,,,
E1368_446,,,0.5576399999999999,
E1861_167,,0.20801999999999998,,
E1540_485,,,0.60652,
E667_712,0.8909799999999999,,,
E1437_280,,,0.34962,
E1974_445,0.5563899999999999,,,
E1005_535,,,0.6691699999999999,
E1234_600,,0.75063,,
E10_562,,,0.70301,
E538_587,,0.73434,,
E1916_617,,,0.77193,
E1722_111,,,,0.13784000000000002
E1308_260,0.32456,,,
E1504_613,0.7669199999999999,,,
E208_216,0.26942,,,
E173_704,0.88095,,,
E1372_658,0.82331,,,
E1821_333,,,,0.41603999999999997
E701_699,,,0.87469,
E1718_537,,,0.67168,
E1132_284,,,0.35464,
E736_83,0.10275999999999999,,,
E797_264,0.32957,,,
E247_438,,,,0.54762
E1944_482,,,0.6027600000000001,
E1120_179,0.22305999999999998,,,
E1629_658,0.82331,,,
E391_603,0.75439,,,
E100_90,0.11152999999999999,,,
E1606_786,,,0.9837100000000001,
E1593_195,,,0.24311,
E817_697,,,0.87218,
E232_780,0.97619,,,
E912_656,,,0.8208,
E1562_154,0.19172999999999998,,,
E1888_416,,,,0.52005
E117_305,,,0.38095,
E451_99,,,0.12280999999999999,
E1679_292,0.36466,,,
E13_563,0.70426,,,
E1051_623,0.77945,,,
E1950_588,0.73559,,,
E728_346,,0.43233,,
E1346_658,,,0.82331,
E884_96,,,,0.11905
E259_67,,,0.08271,
E406_746,0.93358,,,
E352_476,0.59524,,,
E1455_127,0.15789,,,
E1690_57,,,,0.07017999999999999
E227_778,0.9736799999999999,,,
E1290_394,,,0.49248000000000003,
E857_82,,0.1015,,
E1666_617,,0.77193,,
E429_271,,,0.33835,
E1345_376,0.46992,,,
E1361_257,0.3208,,,
E1096_458,0.57268,,,
E635_274,,,0.34210999999999997,
E946_289,,,,0.3609
E1973_705,0.88221,,,
E916_206,,,0.25689,
E569_60,,,0.07393,
E957_203,0.25313,,,
E60_571,0.71429,,,
E1915_506,,,0.63283,
E455_209,0.26065,,,
E374_169,0.21053000000000002,,,
E1235_344,0.42982,,,
E1991_466,,0.5827100000000001,,
E1656_436,,,,0.54511
E1602_447,,,0.5589,
E40_350,,,0.43733999999999995,
E899_726,0.9085200000000001,,,
E1920_97,,,0.1203,
E1803_221,,0.27569,,
E1355_262,0.32706999999999997,,,
E101_252,0.31454,,,
E132_756,,,0.9461200000000001,
E175_724,0.90602,,,
E557_13,,,,0.015040000000000001
E1675_550,0.68797,,,
E39_474,,,0.59273,
E1362_716,0.89599,,,
E1106_228,,0.28446,,
E1508_658,0.82331,,,
E204_470,0.58772,,,
E1876_412,0.5150399999999999,,,
E131_592,0.7406,,,
E73_533,,,0.66667,
E643_710,0.8884700000000001,,,
E1388_98,0.12155,,,
E1469_345,,0.43108,,
E434_49,,0.06015,,
E330_169,,,0.21053000000000002,
E665_687,,,0.85965,
E660_535,0.6691699999999999,,,
E166_587,,,,0.73434
E1699_291,,0.36341,,
E1619_29,,,0.035089999999999996,
E818_2,0.00125,,,
E47_798,0.99875,,,
E1933_421,,,0.52632,
E861_77,,0.09523999999999999,,
E418_81,0.10025,,,
E133_789,,,0.9874700000000001,
E256_499,,,,0.6240600000000001
E1738_714,0.8934799999999999,,,
E636_114,,,0.1416,
E974_201,0.25063,,,
E307_434,,,0.54261,
E1025_377,0.47118000000000004,,,
E1456_423,,,0.52882,
E952_200,0.24936999999999998,,,
E991_492,,0.61529,,
E1509_403,0.50376,,,
E1943_708,,,,0.8859600000000001
E639_150,0.18672,,,
E1514_319,,,0.3985,
E186_269,0.33584,,,
E633_653,,,0.81704,
E127_250,0.31203000000000003,,,
E254_398,,,0.49749,
E1413_570,0.71303,,,
E533_758,,,0.94862,
E1028_496,0.6203,,,
E1710_172,,0.21429,,
E1138_193,,,0.2406,
E115_444,0.55514,,,
E689_657,,,0.82206,
E551_211,,,0.26316,
E1719_80,,,0.099,
E611_221,0.27569,,,
E631_134,,0.16667,,
E1154_324,0.40476,,,
E1627_359,,0.44861999999999996,,
E1688_674,,,0.84336,
E978_5,,0.0050100000000000006,,
E1334_647,,,0.80952,
E1786_61,0.07518999999999999,,,
E1870_641,,,0.80201,
E1922_596,,,,0.74561
E994_402,0.50251,,,
E519_494,,,0.61779,
E1324_366,0.45738999999999996,,,
E120_581,0.72682,,,
E1936_506,,,0.63283,
E711_196,,,0.24436,
E368_89,,,0.11027999999999999,
E1095_336,,,0.4198,
E221_580,0.72556,,,
E1618_695,,,0.86967,
E1975_535,0.6691699999999999,,,
E1711_791,0.9899700000000001,,,
E993_14,,,0.01629,
E1434_317,,0.39599,,
E1102_274,0.34210999999999997,,,
E1717_113,,,0.14035,
E1662_94,0.11654,,,
E891_589,,,,0.7368399999999999
E265_797,0.99749,,,
E1215_259,,,0.32331,
E1470_196,,0.24436,,
E310_591,,,0.73935,
E1075_349,0.43609,,,
E381_248,0.30951999999999996,,,
E1596_527,0.65915,,,
E122_50,0.0614,,,
E314_750,0.9386,,,
E1806_473,,,0.59148,
E1301_291,0.36341,,,
E1374_211,0.26316,,,
E248_573,0.7167899999999999,,,
E1383_583,,,0.72932,
E477_772,,,0.9661700000000001,
E1903_81,,,0.10025,
E1979_486,0.60777,,,
E987_312,,0.38971999999999996,,
E1224_612,,,0.76566,
E1252_728,,,,0.9110299999999999
E59_242,,,,0.30201
E1841_392,,,,0.48996999999999996
E1078_602,,,,0.75313
E932_336,,0.4198,,
E65_647,0.80952,,,
E960_487,0.60902,,,
E1843_23,,0.027569999999999997,,
E1380_408,,,0.51003,
E174_189,,,0.23559000000000002,
E1746_525,,,0.65664,
E593_614,,,0.76817,
E532_88,,,0.10902,
E432_148,,,0.18420999999999998,
E724_582,,,0.72807,
E1262_68,0.08396,,,
E1854_421,,,0.52632,
E1682_705,0.88221,,,
E662_468,0.58521,,,
E1978_723,0.90476,,,
E579_175,0.21805,,,
E198_542,,,0.67794,
E1360_394,0.49248000000000003,,,
E18_114,,,0.1416,
E954_137,,,0.17043,
E1642_527,,0.65915,,
E1672_14,0.01629,,,
E92_585,0.73183,,,
E1849_584,,0.73058,,
E138_484,,,0.60526,
E1133_365,,0.45614,,
E273_744,,,0.9310799999999999,
E1541_652,0.81579,,,
E1268_479,0.599,,,
E1322_602,,0.75313,,
E303_40,0.04887,,,
E135_316,0.39474000000000004,,,
E680_630,,,0.78822,
E1285_703,0.8797,,,
E822_343,0.42857,,,
E1122_791,,0.9899700000000001,,
E1823_57,,0.07017999999999999,,
E1761_29,,,0.035089999999999996,
E1444_477,,0.59649,,
E621_377,0.47118000000000004,,,
E497_377,,0.47118000000000004,,
E1983_476,0.59524,,,
E223_402,,,0.50251,
E1735_307,0.38345999999999997,,,
E246_345,0.43108,,,
E1817_239,,,0.29825,
E668_404,,0.5050100000000001,,
E1188_723,,,0.90476,
E84_438,,,0.54762,
E640_8,0.00877,,,
E1006_88,0.10902,,,
E1097_429,,,0.5363399999999999,
E1182_653,,0.81704,,
E935_706,,,,0.88346
E408_82,,,0.1015,
E746_352,,0.43985,,
E602_504,,,0.6303300000000001,
E1183_282,,,0.35213,
E919_490,,0.61278,,
E1485_122,,,0.15163,
E1716_38,,,0.04637,
E494_717,,,0.8972399999999999,
E1565_253,,,0.31579,
E271_728,,,,0.9110299999999999
E1741_379,0.47368000000000005,,,
E1422_739,,,0.92481,
E677_478,,,,0.5977399999999999
E641_149,,,0.18545999999999999,
E1586_470,,,,0.58772
E1328_735,,,0.9198,
E1242_200,0.24936999999999998,,,
E1671_730,0.91353,,,
E1036_19,,,0.02256,
E1551_727,,,0.9097700000000001,
E1_777,,0.9724299999999999,,
E1320_265,0.33083,,,
E1276_20,,,0.023809999999999998,
E1564_676,,,,0.8458600000000001
E1165_299,0.37343000000000004,,,
E335_295,,,0.36841999999999997,
E319_528,,,0.6604,
E580_163,,0.20301,,
E1559_121,,,,0.15037999999999999
E1063_724,,,0.90602,
E1369_535,,0.6691699999999999,,
E1302_562,,,,0.70301
E197_366,,,0.45738999999999996,
E890_211,0.26316,,,
E693_650,,,0.81328,
E872_586,,,0.7330800000000001,
E1904_687,,,0.85965,
E1833_219,,0.27318000000000003,,
E358_498,,,0.6228100000000001,
E481_261,,,0.32581,
E1557_488,,,,0.61028
E1865_100,,0.12405999999999999,,
E311_36,,0.04386,,
E212_484,0.60526,,,
E1594_169,0.21053000000000002,,,
E1491_554,0.69298,,,
E347_670,,,0.83835,
E1180_513,0.6416,,,
E1371_20,0.023809999999999998,,,
E1628_416,,,,0.52005
E761_742,,,0.9285700000000001,
E1115_733,0.9172899999999999,,,
E4_52,,,0.06391000000000001,
E1967_382,,0.47744,,
E945_657,,,0.82206,
E782_250,0.31203000000000003,,,
E855_767,0.9599,,,
E906_606,,,0.75815,
E565_219,,,0.27318000000000003,
E713_737,0.9223100000000001,,,
E733_460,0.57519,,,
E768_788,0.9862200000000001,,,
E1555_140,0.17419,,,
E1542_741,,,0.92732,
E1069_516,,,,0.64536
E1273_60,,,0.07393,
E289_258,0.32206,,,
E81_424,,,0.53008,
E1338_550,0.68797,,,
E1061_765,,,0.95739,
E422_123,,,0.15288,
E1333_678,,0.8483700000000001,,
E1452_623,,,0.77945,
E675_199,0.24811999999999998,,,
E747_353,,,0.4411,
E778_637,0.79699,,,
E1318_353,0.4411,,,
E820_500,0.62531,,,
E923_694,0.8684200000000001,,,
E109_235,0.29323,,,
E293_533,0.66667,,,
E69_300,,,,0.37469
E833_242,,0.30201,,
E1874_155,,,0.19297999999999998,
E504_183,0.22807,,,
E1225_56,0.06892000000000001,,,
E1481_382,,,0.47744,
E1986_744,0.9310799999999999,,,
E1048_119,,,,0.14787
E325_356,,,0.44486000000000003,
E1204_168,,,,0.20926999999999998
E1638_88,0.10902,,,
E1496_5,0.0050100000000000006,,,
E600_632,,0.79073,,
E94_679,,,,0.84962
E1753_154,0.19172999999999998,,,
E465_623,,0.77945,,
E1590_656,,,,0.8208
E1868_400,0.5,,,
E1820_412,0.5150399999999999,,,
E292_767,,0.9599,,
E809_606,0.75815,,,
E1311_121,,0.15037999999999999,,
E1098_19,,,0.02256,
E445_229,0.28570999999999996,,,
E589_498,,,0.6228100000000001,
E1583_97,,,0.1203,
E1420_562,0.70301,,,
E959_220,0.27444,,,
