Gene1,Gene2
STAT3,RAD51
STAT3,GCNT2
STAT3,DTL
STAT3,RCC1
STAT3,NCAPG
STAT3,VAMP5
STAT3,COX6A1
STAT3,SH2D4A
STAT3,PLA2G12A
STAT3,CCNF
STAT3,AMPD3
STAT3,TMEM97
STAT3,BMI1
STAT3,ESCO2
STAT3,GYPA
