,PseudoTime1,PseudoTime2
E1572_167,0.33333,
E436_26,0.0502,
E992_53,0.10442,
E834_487,0.9759,
E317_317,0.63454,
E1132_108,0.21486,
E1036_384,0.76908,
E809_417,,0.83534
E1692_489,0.9799200000000001,
E853_402,0.8052199999999999,
E1055_497,0.99598,
E1673_484,0.96988,
E132_465,,0.93173
E271_136,0.27108000000000004,
E655_469,0.93976,
E36_250,,0.5
E314_334,0.66867,
E1240_478,,0.95783
E1875_76,0.1506,
E935_76,0.1506,
E581_330,0.66064,
E98_283,,0.5662699999999999
E550_469,0.93976,
E236_319,0.63855,
E1043_128,,0.25501999999999997
E1213_457,,0.91566
E295_391,0.78313,
E700_59,,0.11647
E1121_266,0.53213,
E1695_269,0.53815,
E1747_427,0.8554200000000001,
E1729_339,0.67871,
E1182_427,0.8554200000000001,
E515_179,,0.35743
E130_169,0.33735,
E1262_261,0.5220899999999999,
E1078_486,,0.9739
E1002_287,,0.5743
E1509_201,0.40160999999999997,
E884_389,0.77912,
E1105_91,,0.18072
E657_42,0.08233,
E73_477,,0.9558200000000001
E88_419,,0.83936
E116_347,0.6947800000000001,
E360_363,0.7269100000000001,
E836_486,0.9739,
E1098_346,0.69277,
E1530_330,0.66064,
E433_364,0.72892,
E1911_349,0.6988,
E1233_406,0.81325,
E1557_24,0.04618,
E390_189,0.37751,
E1550_463,0.92771,
E254_174,0.34739000000000003,
E107_95,,0.18875999999999998
E1556_340,0.68072,
E894_238,0.4759,
E1399_455,0.91165,
E937_57,0.11245,
E902_343,,0.68675
E614_71,0.14056,
E753_111,,0.22088000000000002
E1124_139,0.27710999999999997,
E1453_320,0.64056,
E1892_150,0.2992,
E1903_298,0.59639,
E473_411,0.82329,
E839_1,0.0,
E378_56,0.11044000000000001,
E1755_57,0.11245,
E1126_304,0.60843,
E1012_78,0.15462,
E584_31,0.060239999999999995,
E1159_71,0.14056,
E1261_145,0.28916,
E1753_323,0.64659,
E865_182,,0.36345
E510_436,0.87349,
E1125_141,0.28112,
E1722_377,0.75502,
E1602_63,,0.1245
E248_370,,0.7409600000000001
E1798_245,0.48996000000000006,
E763_382,0.7650600000000001,
E1606_476,0.9538200000000001,
E1101_127,,0.25301
E1748_58,0.11445999999999999,
E1237_410,,0.82129
E1537_46,0.09036,
E1110_350,0.7008,
E1102_465,,0.93173
E1665_199,0.39759,
E910_336,,0.67269
E965_451,0.90361,
E1228_336,0.67269,
E1234_308,0.61647,
E1443_252,,0.50402
E1899_375,0.7509999999999999,
E1663_278,0.5562199999999999,
E1528_404,0.80924,
E233_252,0.50402,
E307_152,0.30321,
E1448_221,0.44177,
E1759_120,0.23895999999999998,
E1926_477,0.9558200000000001,
E41_438,0.87751,
E1248_259,0.51807,
E1505_129,,0.25703000000000004
E346_469,0.93976,
E1140_358,0.71687,
E1439_313,0.62651,
E643_80,0.15863,
E1998_218,0.43573999999999996,
E1289_232,0.46386000000000005,
E533_416,0.8333299999999999,
E1373_494,0.9899600000000001,
E1884_9,,0.016059999999999998
E975_280,,0.56024
E21_104,0.20683,
E782_34,,0.06627000000000001
E519_345,,0.69076
E15_412,,0.8253
E996_446,0.8935700000000001,
E1495_352,0.70482,
E1718_139,0.27710999999999997,
E1490_236,,0.47189
E283_146,,0.29116
E1410_108,,0.21486
E1538_155,0.30924,
E1417_390,0.78112,
E1033_55,0.10843,
E223_385,,0.77108
E444_91,,0.18072
E563_460,,0.92169
E1784_22,0.04217,
E1353_53,0.10442,
E957_480,0.96185,
E169_348,0.6967899999999999,
E1768_270,0.5401600000000001,
E1887_348,,0.6967899999999999
E1544_371,0.74297,
E1920_81,0.16064,
E31_284,0.5682699999999999,
E14_436,0.87349,
E1796_461,,0.92369
E208_337,0.6747,
E1226_154,,0.30723
E1068_240,0.47991999999999996,
E78_40,0.07831,
E1511_249,,0.49799
E1912_10,0.01807,
E1696_340,0.68072,
E337_397,0.79518,
E1267_235,0.46988,
E1084_280,0.56024,
E1025_232,0.46386000000000005,
E1338_16,0.030119999999999997,
E1039_405,0.81124,
E190_466,0.93373,
E872_27,0.05221,
E1935_73,0.14458,
E1263_398,,0.79719
E695_224,0.44778999999999997,
E797_324,,0.64859
E1879_152,0.30321,
E1286_217,0.43373,
E1252_59,0.11647,
E525_54,0.10643,
E535_495,0.99197,
E1290_204,0.40763,
E1161_452,0.9056200000000001,
E1046_468,,0.93775
E1580_499,,1.0
E890_327,0.65462,
E1225_411,0.82329,
E1766_303,0.60643,
E483_398,0.79719,
E1321_394,0.7891600000000001,
E1329_314,0.62851,
E1019_31,0.060239999999999995,
E1191_476,0.9538200000000001,
E1831_405,0.81124,
E196_151,0.3012,
E136_490,0.98193,
E1611_134,0.26707,
E1483_415,,0.8313299999999999
E717_28,0.054220000000000004,
E640_29,0.056220000000000006,
E496_184,0.36746999999999996,
E1535_191,0.38153000000000004,
E534_61,0.12047999999999999,
E30_256,0.51205,
E740_159,0.31727,
E1155_451,,0.90361
E1058_296,0.59237,
E1424_108,0.21486,
E35_101,,0.2008
E596_402,0.8052199999999999,
E405_71,0.14056,
E204_54,0.10643,
E1011_214,0.42771000000000003,
E849_45,0.08835,
E984_1,0.0,
E712_105,0.20884,
E1299_47,0.09237000000000001,
E967_470,0.9417700000000001,
E825_8,0.01406,
E1111_416,0.8333299999999999,
E1340_126,0.251,
E540_26,0.0502,
E1053_410,0.82129,
E1178_113,,0.2249
E1205_31,0.060239999999999995,
E886_416,0.8333299999999999,
E1484_407,0.81526,
E457_165,0.32932,
E1433_449,0.8996,
E1536_158,0.31526,
E1498_451,0.90361,
E1994_269,,0.53815
E1482_79,0.15663,
E115_488,0.9779100000000001,
E1235_237,0.4739,
E1590_376,0.7530100000000001,
E1941_175,,0.3494
E1635_284,0.5682699999999999,
E811_481,0.96386,
E55_274,0.54819,
E358_251,,0.5020100000000001
E1206_361,0.7228899999999999,
E678_469,0.93976,
E561_191,0.38153000000000004,
E679_109,0.21686999999999998,
E1785_417,,0.83534
E267_218,,0.43573999999999996
E1518_101,0.2008,
E406_222,0.44378,
E1782_231,0.46185,
E24_25,0.04819,
E1432_397,0.79518,
E1217_193,0.38554,
E671_491,0.9839399999999999,
E858_317,0.63454,
E498_375,0.7509999999999999,
E1309_280,0.56024,
E1312_21,0.04016,
E397_333,0.66667,
E82_62,0.12249000000000002,
E316_100,,0.1988
E1539_299,0.59839,
E1956_395,0.7911600000000001,
E1622_52,0.10240999999999999,
E1418_432,0.86546,
E1736_374,0.7490000000000001,
E396_24,,0.04618
E439_233,,0.46586000000000005
E200_168,0.33534,
E1148_234,,0.46787
E16_72,,0.14257
E1754_379,0.7590399999999999,
E327_291,0.58233,
E1896_213,0.4257,
E1855_172,0.34337,
E1114_102,,0.20281
E1401_272,0.54418,
E1769_485,0.9718899999999999,
E716_141,0.28112,
E851_1,0.0,
E1944_264,0.5281100000000001,
E1319_26,,0.0502
E185_498,0.9979899999999999,
E1668_66,,0.13052
E1805_18,0.03414,
E1720_486,0.9739,
E1571_335,,0.67068
E1083_310,,0.62048
E122_383,0.76707,
E1390_191,0.38153000000000004,
E1048_416,0.8333299999999999,
E1862_328,0.65663,
E1280_478,0.95783,
E642_313,0.62651,
E771_339,0.67871,
E64_488,0.9779100000000001,
E1961_108,,0.21486
E1711_129,,0.25703000000000004
E1147_349,0.6988,
E1587_173,0.34538,
E1858_146,,0.29116
E1045_272,0.54418,
E1069_22,0.04217,
E512_211,0.42168999999999995,
E1088_421,0.8433700000000001,
E311_13,0.0241,
E1200_306,0.61245,
E646_283,0.5662699999999999,
E628_322,,0.64458
E731_442,0.88554,
E308_402,0.8052199999999999,
E1655_373,,0.7469899999999999
E969_362,0.7249,
E677_389,0.77912,
E1787_13,0.0241,
E1150_205,0.40963999999999995,
E18_92,0.18273,
E1476_59,0.11647,
E803_82,0.16265,
E1817_401,0.8032100000000001,
E239_94,0.18675,
E414_141,0.28112,
E342_117,,0.23293000000000003
E92_334,0.66867,
E1337_250,,0.5
E761_74,0.14659,
E1500_341,0.6827300000000001,
E571_272,0.54418,
E276_383,0.76707,
E1203_422,,0.8453799999999999
E1201_131,,0.26104
E1441_435,,0.87149
E288_440,,0.8815299999999999
E334_60,0.11847,
E1426_133,0.26506,
E1947_414,,0.8293200000000001
E1849_269,,0.53815
E1405_103,0.20481999999999997,
E1575_45,0.08835,
E1281_61,0.12047999999999999,
E920_21,,0.04016
E1192_150,,0.2992
E413_115,0.22891999999999998,
E1885_294,0.58835,
E203_370,0.7409600000000001,
E1016_86,0.17068,
E1497_132,0.26305,
E538_21,0.04016,
E53_42,0.08233,
E470_421,0.8433700000000001,
E1868_149,,0.29719
E1496_310,0.62048,
E67_214,0.42771000000000003,
E1146_427,,0.8554200000000001
E411_409,,0.8192799999999999
E232_183,0.36546,
E1232_442,0.88554,
E859_472,0.94578,
E1389_89,0.17670999999999998,
E790_284,0.5682699999999999,
E128_393,0.78715,
E1907_51,,0.1004
E993_430,0.86145,
E1292_15,0.028110000000000003,
E961_394,,0.7891600000000001
E125_339,0.67871,
E723_256,0.51205,
E615_84,0.16667,
E919_469,,0.93976
E1880_390,0.78112,
E1978_94,0.18675,
E359_447,0.8955799999999999,
E568_9,0.016059999999999998,
E156_117,0.23293000000000003,
E704_243,,0.48594
E37_287,0.5743,
E375_170,0.33936,
E264_47,0.09237000000000001,
E265_119,,0.23695
E1683_178,,0.35541999999999996
E1931_301,0.60241,
E166_60,,0.11847
E701_302,,0.60442
E1042_304,0.60843,
E42_105,0.20884,
E1913_165,0.32932,
E943_257,0.5140600000000001,
E109_238,0.4759,
E1803_343,0.68675,
E108_455,0.91165,
E1810_72,0.14257,
E151_474,0.9498,
E1732_168,,0.33534
E1770_378,0.75703,
E592_37,0.07229,
E401_386,0.7730899999999999,
E817_415,0.8313299999999999,
E305_41,0.08032,
E1872_468,,0.93775
E1446_71,0.14056,
E1391_454,0.90964,
E685_288,0.57631,
E323_84,,0.16667
E1861_33,0.06426,
E474_85,0.16867000000000001,
E1717_167,0.33333,
E1540_73,0.14458,
E1179_247,0.49398000000000003,
E1214_447,0.8955799999999999,
E1693_73,0.14458,
E1597_466,0.93373,
E63_456,0.91365,
E205_111,,0.22088000000000002
E808_50,0.09838999999999999,
E1371_333,0.66667,
E60_136,0.27108000000000004,
E1615_212,0.42368999999999996,
E1197_59,0.11647,
E1794_16,0.030119999999999997,
E1067_193,0.38554,
E906_149,0.29719,
E171_44,0.08635,
E1009_103,0.20481999999999997,
E760_433,0.8674700000000001,
E1778_83,0.16466,
E294_259,,0.51807
E889_46,,0.09036
E1450_436,,0.87349
E987_81,0.16064,
E604_473,0.9477899999999999,
E887_396,0.7931699999999999,
E1938_213,0.4257,
E883_394,0.7891600000000001,
E1316_457,0.91566,
E675_373,0.7469899999999999,
E1691_164,0.32731,
E1020_371,,0.74297
E1301_481,0.96386,
E1466_374,,0.7490000000000001
E54_453,,0.9076299999999999
E1485_3,0.00402,
E1999_453,0.9076299999999999,
E306_73,0.14458,
E66_450,0.90161,
E931_424,,0.8494
E477_304,0.60843,
E1982_86,0.17068,
E282_167,0.33333,
E1486_157,0.31325,
E331_221,0.44177,
E373_176,,0.35141
E33_422,,0.8453799999999999
E807_357,,0.71486
E547_360,0.72088,
E1330_118,0.23494,
E258_227,0.45382,
E23_45,0.08835,
E531_5,0.008029999999999999,
E1689_168,0.33534,
E504_130,0.25904,
E220_469,0.93976,
E1573_214,0.42771000000000003,
E651_111,0.22088000000000002,
E1066_32,0.06225,
E905_268,0.53614,
E11_430,0.86145,
E1623_349,0.6988,
E1843_350,0.7008,
E347_310,,0.62048
E711_180,0.35944,
E762_202,,0.40360999999999997
E988_137,0.27309,
E1802_461,0.92369,
E1648_73,0.14458,
E850_219,0.43775,
E1521_312,0.6245,
E861_8,0.01406,
E1249_24,0.04618,
E579_97,0.19277,
E728_374,0.7490000000000001,
E598_456,0.91365,
E909_8,0.01406,
E446_329,0.65863,
E632_492,0.9859399999999999,
E1350_68,0.13454000000000002,
E338_309,,0.61847
E1593_26,0.0502,
E543_141,0.28112,
E1479_464,0.9297200000000001,
E601_107,,0.21285
E1815_362,,0.7249
E751_164,0.32731,
E1617_113,0.2249,
E946_60,0.11847,
E1266_139,0.27710999999999997,
E274_244,0.48795,
E1627_81,,0.16064
E739_383,0.76707,
E485_350,,0.7008
E1492_174,0.34739000000000003,
E40_21,,0.04016
E22_217,0.43373,
E1085_28,0.054220000000000004,
E532_140,0.27912,
E950_169,0.33735,
E1881_407,0.81526,
E461_20,0.03815,
E792_64,0.12650999999999998,
E885_68,0.13454000000000002,
E460_133,0.26506,
E52_383,,0.76707
E1314_434,0.8694799999999999,
E1960_271,,0.5421699999999999
E263_351,,0.70281
E648_396,0.7931699999999999,
E1974_202,0.40360999999999997,
E665_50,0.09838999999999999,
E1010_92,0.18273,
E997_259,0.51807,
E1830_76,0.1506,
E1384_201,0.40160999999999997,
E1057_97,0.19277,
E707_151,,0.3012
E79_355,0.7108399999999999,
E620_120,0.23895999999999998,
E1129_223,,0.44578
E710_92,,0.18273
E775_313,0.62651,
E1365_179,0.35743,
E1209_151,0.3012,
E1600_175,0.3494,
E1790_96,,0.19075999999999999
E505_414,0.8293200000000001,
E1563_210,,0.41968
E1173_295,0.59036,
E1022_213,0.4257,
E680_451,0.90361,
E1777_488,,0.9779100000000001
E800_38,0.0743,
E1527_232,0.46386000000000005,
E1360_103,0.20481999999999997,
E631_405,0.81124,
E569_399,,0.7992
E1510_397,0.79518,
E1529_108,0.21486,
E424_119,0.23695,
E1870_274,,0.54819
E1502_249,0.49799,
E1612_42,0.08233,
E448_365,0.73092,
E1750_193,,0.38554
E610_36,0.07028,
E1923_396,,0.7931699999999999
E1640_30,,0.05823
E292_219,0.43775,
E319_200,,0.3996
E1517_403,0.80723,
E830_121,0.24095999999999998,
E1469_465,0.93173,
E698_366,0.73293,
E1775_141,0.28112,
E1168_378,0.75703,
E1639_362,,0.7249
E1028_84,,0.16667
E820_292,0.58434,
E48_359,,0.71888
E1095_358,0.71687,
E99_479,0.9598399999999999,
E1807_274,0.54819,
E1288_300,0.6004,
E1250_205,,0.40963999999999995
E818_153,0.30522,
E121_189,0.37751,
E1291_59,0.11647,
E1821_426,,0.85341
E1475_70,0.13855,
E1387_51,0.1004,
E126_372,0.74498,
E1684_99,0.19679000000000002,
E1906_164,0.32731,
E718_206,0.41165,
E486_153,,0.30522
E1327_245,0.48996000000000006,
E180_96,0.19075999999999999,
E1096_231,0.46185,
E217_415,0.8313299999999999,
E1423_250,0.5,
E46_118,0.23494,
E1463_199,0.39759,
E551_481,0.96386,
E345_153,0.30522,
E1618_453,0.9076299999999999,
E1464_3,0.00402,
E852_359,0.71888,
E1212_226,0.45181000000000004,
E1494_18,0.03414,
E737_431,0.86345,
E1331_139,0.27710999999999997,
E183_402,0.8052199999999999,
E1313_393,0.78715,
E801_215,0.42972,
E399_32,0.06225,
E429_25,0.04819,
E828_272,0.54418,
E1236_107,0.21285,
E1641_232,0.46386000000000005,
E927_51,0.1004,
E1349_439,0.8795200000000001,
E1813_265,0.53012,
E45_220,0.43976000000000004,
E1809_370,0.7409600000000001,
E1063_270,0.5401600000000001,
E495_96,0.19075999999999999,
E173_317,0.63454,
E978_378,0.75703,
E333_123,,0.24498000000000003
E1922_166,,0.33133
E381_94,,0.18675
E298_499,,1.0
E34_481,0.96386,
E388_254,0.50803,
E1359_260,0.52008,
E1746_282,0.56426,
E1678_424,0.8494,
E1793_316,0.63253,
E1699_57,0.11245,
E812_321,0.64257,
E1704_399,0.7992,
E1145_224,0.44778999999999997,
E917_47,0.09237000000000001,
E285_212,,0.42368999999999996
E827_298,0.59639,
E1522_291,0.58233,
E310_432,0.86546,
E374_479,0.9598399999999999,
E638_418,,0.83735
E658_177,0.35341,
E163_334,,0.66867
E1436_450,0.90161,
E554_140,0.27912,
E1081_60,,0.11847
E7_352,0.70482,
E1029_33,0.06426,
E1585_80,0.15863,
E866_400,0.8012,
E1945_210,0.41968,
E1515_46,0.09036,
E1133_205,0.40963999999999995,
E1139_85,0.16867000000000001,
E1091_133,0.26506,
E284_364,0.72892,
E1164_228,0.45582,
E1940_425,0.85141,
E1171_471,0.94378,
E343_499,1.0,
E870_194,0.38755,
E1305_44,0.08635,
E630_67,0.13253,
E1474_496,0.99398,
E644_332,0.66466,
E940_317,0.63454,
E1659_298,,0.59639
E1348_474,0.9498,
E622_473,0.9477899999999999,
E188_309,0.61847,
E335_425,0.85141,
E1710_305,0.61044,
E1908_436,0.87349,
E676_388,0.7771100000000001,
E880_66,,0.13052
E1525_310,,0.62048
E1553_320,0.64056,
E1356_479,0.9598399999999999,
E1690_477,0.9558200000000001,
E597_133,0.26506,
E137_284,0.5682699999999999,
E442_252,0.50402,
E1996_153,0.30522,
E590_384,0.76908,
E1143_243,0.48594,
E242_467,0.93574,
E734_64,,0.12650999999999998
E981_206,0.41165,
E1808_299,0.59839,
E443_235,0.46988,
E89_6,,0.01004
E325_414,0.8293200000000001,
E1586_210,,0.41968
E478_16,0.030119999999999997,
E1278_441,0.8835299999999999,
E683_193,0.38554,
E241_328,0.65663,
E1196_243,0.48594,
E1311_188,0.3755,
E221_433,,0.8674700000000001
E1646_232,0.46386000000000005,
E869_215,0.42972,
E583_170,0.33936,
E1565_340,0.68072,
E101_341,0.6827300000000001,
E94_370,0.7409600000000001,
E682_488,0.9779100000000001,
E228_469,0.93976,
E1667_381,0.76305,
E158_387,0.7751,
E490_350,,0.7008
E1986_375,,0.7509999999999999
E1959_499,,1.0
E186_253,,0.50602
E12_44,0.08635,
E1738_472,0.94578,
E1320_265,0.53012,
E1973_26,0.0502,
E745_47,0.09237000000000001,
E1413_406,,0.81325
E1771_257,,0.5140600000000001
E97_111,0.22088000000000002,
E1238_381,0.76305,
E1376_272,0.54418,
E529_89,0.17670999999999998,
E1642_129,0.25703000000000004,
E118_81,,0.16064
E991_282,0.56426,
E382_188,0.3755,
E324_286,0.57229,
E1694_24,0.04618,
E1581_227,0.45382,
E541_474,0.9498,
E182_453,0.9076299999999999,
E1152_248,0.49598000000000003,
E256_107,,0.21285
E1847_380,0.7610399999999999,
E1378_425,0.85141,
E286_393,,0.78715
E269_64,0.12650999999999998,
E1598_255,0.5100399999999999,
E1404_114,0.22691,
E434_132,0.26305,
E353_289,0.57831,
E1003_153,0.30522,
E1018_187,0.37349,
E1272_358,0.71687,
E555_20,0.03815,
E1964_169,0.33735,
E1624_282,0.56426,
E1154_104,0.20683,
E756_326,0.65261,
E1357_271,0.5421699999999999,
E1987_472,,0.94578
E1420_96,0.19075999999999999,
E1243_177,,0.35341
E253_67,0.13253,
E1422_32,0.06225,
E1452_57,0.11245,
E394_260,0.52008,
E766_362,0.7249,
E645_293,,0.58635
E215_447,0.8955799999999999,
E735_85,0.16867000000000001,
E1533_260,0.52008,
E862_307,0.61446,
E1396_168,,0.33534
E1459_228,0.45582,
E398_296,,0.59237
E506_298,0.59639,
E216_396,,0.7931699999999999
E419_462,0.9257,
E1561_443,0.88755,
E1758_35,0.06827000000000001,
E1865_79,0.15663,
E1859_427,,0.8554200000000001
E280_74,0.14659,
E218_313,,0.62651
E1728_460,0.92169,
E613_312,0.6245,
E293_387,0.7751,
E389_4,0.00602,
E860_497,0.99598,
E595_35,0.06827000000000001,
E1336_401,0.8032100000000001,
E1773_355,,0.7108399999999999
E1073_27,0.05221,
E1980_482,0.96586,
E1716_28,0.054220000000000004,
E1491_166,0.33133,
E1268_133,0.26506,
E224_429,0.85944,
E1027_171,0.34137,
E57_145,0.28916,
E226_23,0.044180000000000004,
E1898_419,,0.83936
E1902_53,0.10442,
E449_284,0.5682699999999999,
E938_413,0.82731,
E1614_437,0.8755,
E1000_86,0.17068,
E1411_251,0.5020100000000001,
E1774_354,0.7088399999999999,
E350_85,0.16867000000000001,
E131_98,0.19478,
E1570_250,0.5,
E1524_38,0.0743,
E1988_459,0.9196799999999999,
E974_146,,0.29116
E774_491,0.9839399999999999,
E1190_87,0.17269,
E1160_114,0.22691,
E1551_94,0.18675,
E633_247,0.49398000000000003,
E266_401,,0.8032100000000001
E962_218,0.43573999999999996,
E1427_152,0.30321,
E1719_404,0.80924,
E26_30,0.05823,
