Gene1,Gene2
BHLHE40,STAT2
BHLHE40,BTNL10
BHLHE40,ANGPT1
BHLHE40,SLC16A10
BHLHE40,COX4I1
BHLHE40,CCNB1
BHLHE40,AQP1
BHLHE40,STARD10
BHLHE40,GOLM1
BHLHE40,UBASH3A
BHLHE40,CENPF
BHLHE40,YBX3
BHLHE40,UQCR11
BHLHE40,PPM1G
BHLHE40,SNRPB
BHLHE40,CCNE1
BHLHE40,FIGNL1
BHLHE40,MYC
BHLHE40,BLVRB
BHLHE40,LEPROT
BHLHE40,USP46
BHLHE40,ETS1
BHLHE40,SPC25
BHLHE40,SCRN3
BHLHE40,NCAPD2
BHLHE40,HBA-A1
BHLHE40,NR4A1
BHLHE40,SDSL
BHLHE40,EEF1E1
BHLHE40,CCNF
BHLHE40,POLE3
BHLHE40,HNRNPLL
BHLHE40,TSPAN8
BHLHE40,TMSB4X
BMI1,EBF1
BMI1,GATA2
BMI1,BMI1
BMI1,ATP7B
BMI1,GOLM1
BMI1,ASNS
BMI1,TMEM56
BMI1,SPHK1
BMI1,GATM
BMI1,PLCG2
BMI1,ETS1
BMI1,ANGPT1
BMI1,EPDR1
BMI1,GCNT2
CBFB,EGR2
CBFB,HEMGN
CBFB,DNAJC11
CBFB,PSMD7
CBFB,RANGAP1
CBFB,HSPD1
CBFB,PKM
CBFB,PGLYRP2
CBFB,ATAD2
CBFB,POLE3
CBFB,FIGNL1
CBFB,CLIC4
CBFB,PHF5A
CBFB,COX7A2
CBFB,MRPL20
CBFB,PIK3R2
CBFB,NUDT9
CBFB,CENPE
CBFB,SLC14A1
CBFB,CKS2
CBFB,PPM1G
CBFB,UBAC1
CBFB,SCRN3
CBFB,ELF1
CBFB,CDCA5
CBFB,CACYBP
CBFB,ZBTB20
CBFB,ATP7B
CBFB,IFRD2
CBFB,GPR171
CBFB,GYPA
CBFB,MCM7
CBFB,AURKA
CBFB,RAD21
CBFB,STAT3
CBFB,HARS
CBFB,PTCD3
CBFB,RAG1
CBFB,CDCA8
CBFB,STAT2
CBFB,GLRX5
CBFB,SATB1
CBFB,NDC1
CBFB,CBFB
CBFB,VIM
CBFB,DUT
CBFB,CCT6A
CBFB,NDUFB9
CBFB,NCAPD2
CBFB,NR4A1
CBFB,UBASH3A
CBFB,TIMM50
CBFB,PHB2
CBFB,TPX2
CBFB,ABCB4
CBFB,SHCBP1
CBFB,CANX
CBFB,FKBP1A
CBFB,NCAPG2
CBFB,DNAJC9
CBFB,KNL1
CBFB,AP1B1
CBFB,KLF1
CBFB,ACAA2
CBFB,WDHD1
CBFB,LONP1
CBFB,CENPF
CBFB,STEAP3
CBFB,HNRNPLL
CBFB,LYRM4
CBFB,COX4I1
CBFB,FBXO5
CBFB,ODC1
CBFB,PITRM1
CBFB,CENPA
CBFB,RAN
CBFB,IRF1
CBFB,MCM3
CBFB,NASP
CBFB,UHRF1
CBFB,GM2A
CBFB,PRELID3B
CBFB,GFM1
CBFB,CCNF
CBFB,UROD
CBFB,MRPL37
CBFB,SNRPB
CBFB,PTDSS2
CBFB,BHLHE40
CBFB,LDHB
CBFB,MCM5
CBFB,NAA50
CBFB,PLK1
CBFB,REXO2
CBFB,SPC25
CBFB,CASP3
CBFB,HMGB2
CBFB,MKI67
CBFB,BUB1B
CBFB,DLST
CBFB,MBOAT2
CBFB,ANLN
CBFB,PRIM2
CBFB,CBX7
CBFB,EEF1E1
CBFB,SSX2IP
CBFB,SPTB
CBFB,CCT2
CBFB,RPL41
CBFB,LEPROT
CBFB,SLC16A10
CBFB,SLC16A1
CBFB,BSG
CBFB,STARD10
CBFB,UBE2C
CBFB,RAD51
CBFB,ATP1B2
CBFB,YBX3
CBFB,PFAS
CBFB,SPPL2B
CBFB,TMEM14C
CBFB,2210016F16RIK
CBFB,TANGO2
CBFB,TIPIN
CBFB,E2F4
CBFB,ELL2
CBFB,KDM6A
CBFB,GPX1
CBFB,MT1
CBFB,CES2G
CBFB,RPA1
CBFB,BLVRB
CBFB,MCM2
CBFB,USP46
CBFB,CCNB1
CBFB,SPHK1
CBFB,MCM10
CBFB,TMEM176B
CBFB,TMEM176A
CBFB,CAR1
CBFB,CCNE1
CBFB,CCNB2
CBFB,STOM
CBFB,JUN
CBFB,MNS1
CBFB,MFNG
CBFB,UGCG
CBFB,FTSJ1
CBFB,CAR2
CBFB,GPSM2
CBFB,TRIM10
CBFB,BMI1
CBFB,GOLM1
CBFB,GCNT2
CBFB,KIF22
CBFB,TMSB4X
CBFB,ETS1
CBFB,TMEM56
CBFB,UQCR11
CBFB,ST3GAL5
CBFB,SNCA
CBFB,COX6A1
CBFB,ANGPT1
CBFB,TK1
CBFB,SLC41A3
CBFB,EMB
CBFB,PLA2G12A
CBFB,CTLA2B
CBFB,EBF1
CBFB,MYL10
CBFB,MYC
CBFB,ASNS
CBFB,PLCG2
CBFB,NXPE2
CBFB,HBA-A1
CBFB,ABCG4
CBFB,MEIS1
CBFB,TSPAN8
CBX7,TMEM56
CBX7,SATB1
CBX7,EMILIN2
CBX7,ATP1B2
CBX7,COL5A1
CBX7,ABCG4
CBX7,VIM
CBX7,SPHK1
CBX7,EBF1
CBX7,JUN
CBX7,BMI1
CBX7,AP1B1
CBX7,ABCB4
CBX7,EGR2
CBX7,ETS1
CBX7,SPTB
CBX7,ATP7B
CBX7,GATM
CBX7,SH2D4A
CBX7,MT1
CBX7,BHLHE40
CBX7,ANGPT1
CBX7,STARD10
CBX7,MEIS1
CBX7,PLCG2
CBX7,MYC
CBX7,SNCA
CBX7,STEAP3
CBX7,SLC16A10
CBX7,GATA2
CBX7,BSG
CBX7,LDHB
CBX7,CAR2
CBX7,NCAPG2
CBX7,MBOAT2
CBX7,ASNS
CBX7,SPPL2B
CBX7,WDHD1
CBX7,NUDT9
CBX7,IFRD2
CBX7,TMSB4X
CBX7,EPDR1
CBX7,PRELID3B
CBX7,STOM
CBX7,DLST
CBX7,RPA1
CBX7,KDM6A
CBX7,ELF1
CBX7,ATAD2
CBX7,FKBP1A
CBX7,TIMM50
CBX7,TIPIN
CBX7,PROCR
CBX7,HSPD1
CBX7,CENPF
CBX7,PITRM1
CBX7,IRF1
CBX7,SCRN3
CBX7,DNAJC11
CBX7,CCNE1
EBF1,FIGNL1
EBF1,PLCG2
EBF1,STEAP3
EBF1,PIK3R2
EBF1,WDHD1
EBF1,IRF1
EBF1,TK1
EBF1,IFITM1
EBF1,NAA50
EBF1,VIM
EBF1,BHLHE40
EBF1,CELA1
EBF1,USP46
EBF1,STARD10
EBF1,PPM1G
EBF1,ACAA2
EBF1,DLST
EBF1,COL5A1
EBF1,PTDSS2
EBF1,LONP1
EBF1,SCRN3
EBF1,TANGO2
EBF1,GOLM1
EBF1,UHRF1
EBF1,LEPROT
EBF1,AP1B1
EBF1,KLF1
EBF1,HBA-A1
EBF1,EBF1
EBF1,TIMM50
EBF1,SPHK1
EBF1,GATA1
EBF1,KNL1
EBF1,ABCG4
EBF1,CKS2
EBF1,MCM7
EBF1,PRTN3
EBF1,PLA2G12A
EBF1,NDC1
EBF1,BLVRB
EBF1,SNCA
EBF1,RPL41
EBF1,CACYBP
EBF1,HSPD1
EGR2,NCAPG2
EGR2,HSPD1
EGR2,TANGO2
EGR2,TIPIN
EGR2,BLVRB
EGR2,CKS2
EGR2,FBXO5
EGR2,LEPROT
EGR2,RAD21
EGR2,TIMM50
EGR2,CLIC4
EGR2,MT1
EGR2,MCM2
EGR2,CCT6A
EGR2,ACAA2
EGR2,CCNF
EGR2,CCNE1
EGR2,CCNB1
EGR2,JUN
EGR2,REXO2
EGR2,LONP1
EGR2,CDCA5
EGR2,NDC1
EGR2,POLE3
EGR2,NUDT9
EGR2,BHLHE40
EGR2,PFAS
EGR2,SLC16A1
EGR2,DNAJC11
EGR2,ETS1
EGR2,TK1
EGR2,EMB
EGR2,IRF1
EGR2,ANLN
EGR2,RAN
EGR2,LYRM4
EGR2,ATAD2
EGR2,MCM7
EGR2,PTCD3
EGR2,BUB1B
EGR2,VIM
EGR2,CANX
EGR2,STOM
EGR2,CBFB
EGR2,PPM1G
EGR2,UHRF1
EGR2,GCNT2
EGR2,EGR2
EGR2,RPA1
EGR2,CASP3
EGR2,PKM
EGR2,SPTB
EGR2,STAT2
EGR2,AP1B1
EGR2,ELF1
EGR2,GOLM1
EGR2,WDHD1
EGR2,MYC
EGR2,CBX7
EGR2,PTDSS2
EGR2,PLA2G12A
EGR2,CACYBP
EGR2,SATB1
EGR2,SPHK1
EGR2,PHF5A
EGR2,CELA1
EGR2,NASP
EGR2,NR4A1
EGR2,EEF1E1
EGR2,PRIM2
EGR2,SNRPB
EGR2,ATP7B
EGR2,DUT
EGR2,RANGAP1
EGR2,COX4I1
EGR2,PHB2
EGR2,GPSM2
EGR2,IFRD2
EGR2,COX6A1
EGR2,CENPE
EGR2,UBE2C
EGR2,NDUFB9
EGR2,NAA50
EGR2,AURKA
EGR2,HMGB2
EGR2,STAT3
EGR2,C1QTNF12
EGR2,ODC1
EGR2,E2F4
EGR2,MKI67
EGR2,UBASH3A
EGR2,SSX2IP
EGR2,HNRNPLL
EGR2,SPPL2B
EGR2,PIK3R2
EGR2,UROD
EGR2,BMI1
EGR2,PITRM1
EGR2,ABCB4
EGR2,SCRN3
EGR2,NCAPD2
EGR2,HARS
EGR2,GLRX5
EGR2,USP46
EGR2,PRELID3B
EGR2,TMEM176B
EGR2,TMEM176A
EGR2,CCT2
EGR2,ATP1B2
EGR2,DNAJC9
EGR2,BSG
EGR2,YBX3
EGR2,ELL2
EGR2,MCM5
EGR2,FIGNL1
EGR2,FKBP1A
EGR2,MFNG
EGR2,CNN2
EGR2,CENPF
EGR2,DLST
EGR2,GM2A
EGR2,UGCG
EGR2,PLCG2
EGR2,KDM6A
EGR2,CENPA
EGR2,ASNS
EGR2,MRPL20
EGR2,UQCR11
EGR2,2210016F16RIK
EGR2,COX7A2
EGR2,PLK1
EGR2,ST3GAL5
EGR2,MRPL37
EGR2,MNS1
EGR2,MBOAT2
EGR2,LDHB
EGR2,TMSB4X
EGR2,RPL41
EGR2,KIF22
EGR2,UBAC1
EGR2,TPX2
EGR2,PSMD7
EGR2,NR1H3
EGR2,RAD51
EGR2,COL5A1
ELF1,NDUFB9
ELF1,CDCA5
ELF1,E2F4
ELF1,WDHD1
ELF1,AURKA
ELF1,CANX
ELF1,PRELID3B
ELF1,TANGO2
ELF1,2210016F16RIK
ELF1,PIK3R2
ELF1,CACYBP
ELF1,ATP7B
ELF1,RANGAP1
ELF1,PHB2
ELF1,RAD21
ELF1,MEIS1
ELF1,MCM7
ELF1,SCRN3
ELF1,COX7A2
ELF1,EEF1E1
ELF1,GFM1
ELF1,RAD51
ELF1,NASP
ELF1,PPM1G
ELF1,SNRPB
ELF1,UQCR11
ELF1,HARS
ELF1,LEPROT
ELF1,GLRX5
ELF1,CENPA
ELF1,CCT2
ELF1,HSPD1
ELF1,MCM3
ELF1,PSMD7
ELF1,LYRM4
ELF1,COX6A1
ELF1,TMEM14C
ELF1,STEAP3
ELF1,ATAD2
ELF1,MRPL20
ELF1,JUN
ELF1,DNAJC11
ELF1,FKBP1A
ELF1,TPX2
ELF1,IRF1
ELF1,KIF22
ELF1,GPX1
ELF1,NAA50
ELF1,NDC1
ELF1,UROD
ELF1,HNRNPLL
ELF1,CENPE
ELF1,STAT3
ELF1,PHF5A
ELF1,CBFB
ELF1,NUDT9
ELF1,PRIM2
ELF1,FBXO5
ELF1,MCM10
ELF1,NCAPD2
ELF1,RPL41
ELF1,COX4I1
ELF1,CCT6A
ELF1,CENPF
ELF1,STAT2
ELF1,MKI67
ELF1,CCNB2
ELF1,MCM2
ELF1,IFRD2
ELF1,KNL1
ELF1,MT1
ELF1,UHRF1
ELF1,CCNE1
ELF1,RAN
ELF1,CTLA2B
ELF1,CBX7
ELF1,CDCA8
ELF1,EGR2
ELF1,TMSB4X
ELF1,SPC25
ELF1,POLE3
ELF1,DLST
ELF1,AP1B1
ELF1,REXO2
ELF1,TIMM50
ELF1,FIGNL1
ELF1,SPPL2B
ELF1,MCM5
ELF1,SLC41A3
ELF1,PKM
ELF1,PITRM1
ELF1,VIM
ELF1,EPDR1
ELF1,DUT
ELF1,BUB1B
ELF1,PGLYRP2
ELF1,GPR171
ELF1,ABCB4
ELF1,MNS1
ELF1,RPA1
ELF1,NCAPG2
ELF1,CCNF
ELF1,PFAS
ELF1,UBASH3A
ETS1,CACYBP
ETS1,COX7A2
ETS1,PHB2
ETS1,DNAJC11
ETS1,MRPL20
ETS1,RANGAP1
ETS1,IFRD2
ETS1,CDCA5
ETS1,FKBP1A
ETS1,HSPD1
ETS1,RAD21
ETS1,STAT3
ETS1,NDC1
ETS1,NUDT9
ETS1,MCM7
ETS1,ATAD2
ETS1,NDUFB9
ETS1,HARS
ETS1,PSMD7
ETS1,AURKA
ETS1,CCT6A
ETS1,PIK3R2
ETS1,NCAPG2
ETS1,E2F4
ETS1,GFM1
ETS1,REXO2
ETS1,AP1B1
ETS1,ELF1
ETS1,GPX1
ETS1,KNL1
ETS1,SNRPB
ETS1,RAD51
ETS1,UHRF1
ETS1,PPM1G
ETS1,SCRN3
ETS1,CKS2
ETS1,GLRX5
ETS1,CENPA
ETS1,LONP1
ETS1,PGLYRP2
ETS1,RPL41
ETS1,PHF5A
ETS1,HEMGN
ETS1,RAN
ETS1,EGR2
ETS1,LYRM4
ETS1,CDCA8
ETS1,PKM
ETS1,WDHD1
ETS1,CASP3
ETS1,UBAC1
ETS1,POLE3
ETS1,PTDSS2
ETS1,UROD
ETS1,DLST
ETS1,FIGNL1
ETS1,TIMM50
ETS1,MCM3
ETS1,PFAS
ETS1,SHCBP1
ETS1,CCT2
ETS1,BUB1B
ETS1,GM2A
ETS1,CLIC4
ETS1,SPPL2B
ETS1,BHLHE40
ETS1,COX4I1
ETS1,NAA50
ETS1,CENPE
ETS1,IRF1
ETS1,ATP7B
ETS1,COX6A1
ETS1,CENPF
ETS1,ODC1
ETS1,ANLN
ETS1,STEAP3
ETS1,CBFB
ETS1,BSG
ETS1,SPC25
ETS1,CBX7
ETS1,DUT
ETS1,MCM5
ETS1,FBXO5
ETS1,TPX2
ETS1,TIPIN
ETS1,NASP
ETS1,NCAPD2
ETS1,PRELID3B
ETS1,PRIM2
ETS1,DNAJC9
ETS1,HNRNPLL
ETS1,MFNG
ETS1,SLC16A1
ETS1,UQCR11
ETS1,RAG1
ETS1,MCM2
ETS1,PTCD3
ETS1,EEF1E1
ETS1,CCNE1
ETS1,HMGB2
ETS1,PITRM1
ETS1,ETS1
ETS1,UGCG
ETS1,ACAA2
ETS1,RPA1
ETS1,STAT2
ETS1,PLA2G12A
ETS1,FTSJ1
ETS1,KIF22
ETS1,BLVRB
ETS1,TMEM14C
ETS1,STOM
ETS1,JUN
ETS1,SLC16A10
ETS1,TK1
ETS1,GYPA
ETS1,TANGO2
ETS1,CANX
ETS1,GPR171
ETS1,TMSB4X
ETS1,SSX2IP
ETS1,MKI67
ETS1,CCNF
ETS1,IL1RL1
ETS1,SATB1
ETS1,UBE2C
ETS1,KLF1
ETS1,PLK1
ETS1,MRPL37
ETS1,ABCB4
ETS1,MNS1
ETS1,LEPROT
ETS1,MCM10
ETS1,SLC14A1
ETS1,SPTB
ETS1,USP46
ETS1,TRIM10
ETS1,MYC
ETS1,GPSM2
ETS1,ATP1B2
ETS1,CES2G
ETS1,CAR1
ETS1,UBASH3A
ETS1,CCNB1
ETS1,YBX3
ETS1,ANGPT1
ETS1,ELL2
ETS1,KDM6A
ETS1,SNCA
ETS1,SLC41A3
ETS1,CELA1
ETS1,CCNB2
ETS1,VIM
ETS1,ABCG4
ETS1,SPHK1
ETS1,MEIS1
ETS1,TSPAN8
ETS1,GATA1
ETS1,BTNL10
ETS1,2210016F16RIK
ETS1,MT1
ETS1,ZBTB20
ETS1,LDHB
ETS1,PLCG2
ETS1,BMI1
ETS1,NR4A1
ETS1,GCNT2
ETS1,EBF1
ETS1,STARD10
ETS1,ST3GAL5
ETS1,EPDR1
ETS1,ASNS
ETS1,RBPMS
ETS1,HBA-A1
ETS1,GOLM1
ETS1,SDSL
ETS1,EMILIN2
ETS1,AQP1
ETS1,CTLA2B
ETS1,NR1H3
ETS1,TMEM176B
ETS1,TMEM176A
ETS1,MYL10
ETS1,CAR2
GATA2,PIK3R2
GATA2,GATA1
GATA2,DNAJC11
GATA2,IFRD2
GATA2,PSMD7
GATA2,AURKA
GATA2,EGR2
GATA2,NR4A1
GATA2,JUN
GATA2,SLC41A3
GATA2,SPTB
GATA2,HEMGN
GATA2,RANGAP1
GATA2,PHF5A
GATA2,GLRX5
GATA2,MKI67
GATA2,MCM7
GATA2,IL1RL1
GATA2,TRIM10
GATA2,ELF1
GATA2,SNCA
GATA2,ABCB4
GATA2,STARD10
GATA2,CCT2
GATA2,ANGPT1
GATA2,SLC14A1
GATA2,KDM6A
GATA2,BLVRB
GATA2,FBXO5
GATA2,UROD
GATA2,TIMM50
GATA2,STEAP3
GATA2,GYPA
GATA2,PKM
GATA2,CES2G
GATA2,POLE3
GATA2,STOM
GATA2,EEF1E1
GATA2,MT1
GATA2,SLC16A10
GATA2,EBF1
GATA2,KLF1
GATA2,CASP3
GATA2,ATP1B2
GATA2,PLA2G12A
GATA2,COX6A1
GATA2,CAR1
GATA2,ANLN
GATA2,ABCG4
GATA2,CDCA5
GATA2,RAD51
GATA2,LONP1
GATA2,RBPMS
GATA2,IRF1
GATA2,MRPL20
GATA2,PHB2
GATA2,PITRM1
GATA2,SLC16A1
GATA2,STAT2
GATA2,UBE2C
GATA2,NUDT9
GATA2,RPL41
GATA2,HNRNPLL
GATA2,RPA1
GATA2,FIGNL1
GATA2,BSG
GATA2,TIPIN
GATA2,PTDSS2
GATA2,DUT
GATA2,PRELID3B
GATA2,NCAPD2
GATA2,CKS2
GATA2,CENPA
GATA2,BHLHE40
GATA2,KNL1
GATA2,GPR171
GATA2,CBFB
GATA2,GPX1
GATA2,ST3GAL5
GATA2,COX7A2
GATA2,CACYBP
GATA2,NASP
GATA2,ATAD2
GATA2,CANX
GATA2,E2F4
GATA2,LEPROT
GATA2,SHCBP1
GATA2,STAT3
GATA2,GCNT2
GATA2,VIM
GATA2,RAN
GATA2,UQCR11
GATA2,LYRM4
GATA2,DLST
GATA2,GM2A
GATA2,TMSB4X
GATA2,ACAA2
GATA2,GFM1
GATA2,CENPE
GATA2,ATP7B
GATA2,NAA50
GATA2,NCAPG2
GATA2,WDHD1
GATA2,HARS
GATA2,ODC1
GATA2,CCT6A
GATA2,PTCD3
GATA2,TANGO2
GATA2,MNS1
GATA2,MCM10
GATA2,MCM2
GATA2,AP1B1
GATA2,GPSM2
GATA2,SPPL2B
GATA2,PPM1G
GATA2,NDUFB9
GATA2,SPC25
GATA2,PLCG2
GATA2,EMILIN2
GATA2,RAD21
GATA2,HBA-A1
GATA2,GOLM1
GATA2,MCM5
GATA2,MEIS1
GATA2,PLK1
GATA2,ELL2
GATA2,EMB
GATA2,KIF22
GATA2,HSPD1
GATA2,SCRN3
GATA2,SH2D4A
GATA2,MCM3
GATA2,FTSJ1
GATA2,TMEM14C
GATA2,RAG1
GATA2,CCNB2
GATA2,SNRPB
GATA2,2210016F16RIK
GATA2,CAR2
GATA2,SPHK1
GATA2,LDHB
GATA2,PFAS
GATA2,SATB1
GATA2,BUB1B
GATA2,MYC
GATA2,PRIM2
GATA2,MBOAT2
GATA2,TPX2
GATA2,ZBTB20
GATA2,CLIC4
GATA2,MMRN1
GATA2,FKBP1A
GATA2,AQP1
GATA2,HMGB2
GATA2,CDCA8
GATA2,UGCG
GATA2,COL5A1
GATA2,CTLA2B
GATA2,ETS1
GATA2,NDC1
GATA2,NR1H3
GATA2,CCNF
IRF1,STAT2
IRF1,BLVRB
IRF1,ANGPT1
IRF1,PTCD3
IRF1,CENPE
IRF1,KNL1
IRF1,ELF1
IRF1,DLST
IRF1,CACYBP
IRF1,DUT
IRF1,ETS1
IRF1,COX7A2
IRF1,GCNT2
IRF1,STOM
IRF1,MEIS1
IRF1,NUDT9
IRF1,SHCBP1
IRF1,IFRD2
IRF1,CLIC4
IRF1,DNAJC11
IRF1,BUB1B
IRF1,TANGO2
IRF1,POLE3
IRF1,STAT3
IRF1,EGR2
IRF1,CBFB
IRF1,RANGAP1
IRF1,E2F4
IRF1,BHLHE40
IRF1,CDCA8
IRF1,ACAA2
IRF1,NCAPD2
IRF1,ZBTB20
JUN,JUN
JUN,CLIC4
JUN,NCAPG2
JUN,VIM
JUN,CELA1
JUN,ELF1
JUN,CTLA2B
JUN,RANGAP1
JUN,FIGNL1
JUN,RBPMS
JUN,MT1
JUN,CDCA5
JUN,CENPA
JUN,HSPD1
JUN,EMILIN2
JUN,LONP1
JUN,NUDT9
JUN,SHCBP1
JUN,RPL41
JUN,STAT3
JUN,STAT2
JUN,NR4A1
JUN,SCRN3
JUN,UHRF1
JUN,NAA50
JUN,BHLHE40
JUN,AURKA
JUN,GPX1
JUN,LDHB
JUN,STARD10
JUN,TIMM50
JUN,PHF5A
JUN,PHB2
JUN,CENPE
JUN,GCNT2
JUN,BLVRB
JUN,IFRD2
JUN,PITRM1
JUN,SPHK1
JUN,PROCR
JUN,CCT6A
JUN,ATP7B
JUN,KNL1
JUN,MKI67
JUN,ETS1
JUN,PIK3R2
JUN,TSPAN8
JUN,IRF1
JUN,ABCB4
JUN,CKS2
JUN,ELL2
JUN,CCNF
JUN,RAD51
JUN,WDHD1
JUN,NDUFB9
JUN,DLST
JUN,PPM1G
JUN,TMSB4X
JUN,GM2A
JUN,LEPROT
JUN,ODC1
JUN,ACAA2
JUN,BMI1
JUN,HARS
JUN,CCT2
JUN,RAD21
JUN,CBFB
JUN,CACYBP
JUN,RAN
JUN,GLRX5
JUN,COX7A2
JUN,REXO2
JUN,PSMD7
JUN,PRIM2
JUN,PTDSS2
JUN,E2F4
JUN,CASP3
JUN,DNAJC11
JUN,BSG
JUN,STEAP3
JUN,CANX
JUN,PTCD3
JUN,UROD
JUN,HNRNPLL
JUN,UQCR11
JUN,ATAD2
JUN,PFAS
JUN,DUT
JUN,COX6A1
JUN,PRELID3B
JUN,MCM5
JUN,COX4I1
JUN,MRPL20
JUN,ST3GAL5
JUN,DNAJC9
JUN,SLC16A10
JUN,FBXO5
JUN,MCM2
JUN,TIPIN
JUN,STOM
JUN,CDCA8
JUN,TPX2
JUN,TANGO2
JUN,PLK1
JUN,FKBP1A
JUN,ANGPT1
JUN,MCM10
JUN,C1QTNF12
JUN,RPA1
JUN,GFM1
JUN,MCM7
JUN,POLE3
JUN,UBAC1
JUN,EGR2
JUN,AP1B1
JUN,HMGB2
JUN,SATB1
JUN,SLC41A3
JUN,EEF1E1
JUN,KDM6A
JUN,MEIS1
JUN,LYRM4
JUN,CCNE1
JUN,TMEM14C
JUN,MRPL37
JUN,PKM
JUN,NCAPD2
JUN,ASNS
JUN,YBX3
JUN,BUB1B
JUN,MYC
JUN,SLC14A1
JUN,SSX2IP
JUN,HEMGN
JUN,BTNL10
JUN,ANLN
JUN,GATM
JUN,UGCG
JUN,CCNB2
JUN,NASP
JUN,SLC16A1
JUN,CENPF
JUN,MCM3
JUN,KIF22
JUN,SNRPB
JUN,SPPL2B
JUN,NR1H3
JUN,ATP1B2
JUN,GPR171
JUN,FTSJ1
JUN,MNS1
JUN,USP46
JUN,EBF1
JUN,GOLM1
JUN,PLCG2
JUN,ZBTB20
JUN,PLA2G12A
JUN,TMEM56
JUN,TK1
JUN,SPC25
JUN,CCNB1
JUN,EPDR1
JUN,UBE2C
JUN,AQP1
JUN,MFNG
JUN,TMEM176B
JUN,TMEM176A
JUN,GYPA
JUN,NDC1
JUN,CBX7
JUN,2210016F16RIK
JUN,EMB
JUN,SH2D4A
JUN,GPSM2
JUN,PGLYRP2
KDM6A,CCT6A
KDM6A,MRPL20
KDM6A,CACYBP
KDM6A,POLE3
KDM6A,CDCA5
KDM6A,NDC1
KDM6A,RANGAP1
KDM6A,PHB2
KDM6A,IFRD2
KDM6A,SPPL2B
KDM6A,TIMM50
KDM6A,BUB1B
KDM6A,SNRPB
KDM6A,CDCA8
KDM6A,COX7A2
KDM6A,ELF1
KDM6A,RAD51
KDM6A,ODC1
KDM6A,ATAD2
KDM6A,REXO2
KDM6A,PHF5A
KDM6A,PSMD7
KDM6A,RPL41
KDM6A,FKBP1A
KDM6A,LONP1
KDM6A,AURKA
KDM6A,DLST
KDM6A,RAD21
KDM6A,SPC25
KDM6A,FIGNL1
KDM6A,MCM3
KDM6A,KNL1
KDM6A,HSPD1
KDM6A,FTSJ1
KDM6A,LYRM4
KDM6A,CANX
KDM6A,TIPIN
KDM6A,PRELID3B
KDM6A,LEPROT
