Gene1,Gene2
DR1,IHH
DR1,SHTN1
DR1,SPP1
DR1,MSX2
DR1,ZFP42
DR1,DKC1
DR1,PDGFRA
DR1,PDE4DIP
DR1,WDR11
DR1,COPG1
DR1,TDH
DR1,HS3ST1
DR1,SNURF
DR1,ILDR1
DR1,ANXA4
DR1,MED23
DR1,DPF2
DR1,FOXA2
DR1,NR0B1
DR1,AGPAT4
DR1,RBBP5
DR1,2200002D01RIK
DR1,NMNAT2
DR1,OTX2
DR1,VAMP8
DR1,MYC
DR1,MYMX
DR1,NUCB1
DR1,TCL1
DROSHA,FN1
E2F1,SMARCAD1
E2F1,TCF3
E2F1,EZH2
E2F1,EPOP
E2F1,ETV5
E2F1,PTP4A1
E2F1,EED
E2F1,WDR5
E2F1,E2F1
E2F1,BRD4
E2F1,FKBP5
E2F1,LTBP4
E2F1,NACC1
E2F1,JARID2
E2F1,FZD5
E2F1,UBTF
E2F1,CBX7
E2F1,FKBP9
E2F1,ZFP281
E2F1,N4BP3
E2F1,TM9SF3
E2F1,SUZ12
E2F1,NFYA
E2F1,SMC3
E2F1,SFRP1
E2F1,CHD1
E2F1,ZBTB2
E2F1,COBL
E2F1,PKNOX1
E2F1,SLC39A7
E2F1,BMPR2
E2F1,EHMT2
E2F1,CKAP4
E2F1,SLC16A1
E2F1,GORASP2
E2F1,DICER1
E2F1,GNAS
E2F1,BNC2
E2F1,SAP18
E2F1,CLN6
E2F1,SMARCA4
E2F1,RRAS2
E2F1,CHD7
E2F1,RAB2A
E2F1,TPD52
E2F1,GXYLT1
E2F1,RAP1GDS1
E2F1,CHCHD10
E2F1,MVB12B
E2F1,IGFBP2
E2F1,ALPL
E2F1,PDCD6IP
E2F1,NOTUM
E2F1,CDC16
E2F1,ARF4
E2F1,TRAM1
E2F1,ARPC2
E2F1,ME1
E2F1,NIPBL
E2F1,SALL4
E2F1,KDELR3
E2F1,SS18
E2F1,PDIA3
E2F1,EP400
E4F1,EED
E4F1,E4F1
ELL2,TDH
ELL2,FN1
EP400,OTX2
EP400,NPM1
EP400,FOXA2
EP400,DKC1
EP400,GATA6
EP400,SUZ12
EP400,DCTPP1
EP400,EZH2
EP400,XRCC5
EP400,CDK7
EP400,TDH
EP400,APEX1
EP400,PTP4A1
EP400,ZFP979
EP400,MYMX
EP400,HDLBP
EP400,EIF2S2
EP400,RPN1
EP400,SLC16A1
EP400,PDIA3
EP400,EHMT2
EP400,RAD23B
EP400,SS18
EP400,METTL3
EP400,SMARCAD1
EP400,MED23
EP400,EED
EP400,ZYX
EP400,WDR5
EP400,TMEM30A
EP400,P4HB
EPOP,SUZ12
EPOP,EPOP
EPOP,NPM1
EPOP,FZD5
EPOP,EED
EPOP,PDIA3
EPOP,P4HB
EPOP,EP400
EPOP,SMC3
EPOP,POFUT2
EPOP,SLC16A1
EPOP,E4F1
EPOP,LRPAP1
EPOP,SAP18
EPOP,TDH
EPOP,GORASP2
EPOP,RRAS2
EPOP,SPP1
EPOP,FN1
EPOP,DCTPP1
EPOP,BSG
EPOP,DR1
EPOP,ARPC2
EPOP,XRCC5
EPOP,HDLBP
EPOP,MED26
EPOP,ARF4
EPOP,TGOLN1
EPOP,TALDO1
EPOP,DDOST
EPOP,CDC16
EPOP,IGFBP2
EPOP,BRD4
EPOP,EZH2
EPOP,HS3ST1
EPOP,MED23
EPOP,UBTF
EPOP,RAF1
EPOP,GNAI3
EPOP,APEX1
EPOP,KDELR1
EPOP,OSTC
EPOP,PTP4A1
EPOP,RAB11A
EPOP,KDM4A
EPOP,GCNT1
EPOP,ELL2
EPOP,GNB2
EPOP,TRAM1
EPOP,LMF2
EPOP,WDR11
EPOP,GLDC
EPOP,ARPC5
EPOP,MYH9
EPOP,EIF2S2
EPOP,HDAC1
EPOP,GXYLT1
EPOP,ANXA4
EPOP,TMEM30A
EPOP,TMEM214
EPOP,LY75
EPOP,BMPR2
EPOP,B4GALT1
EPOP,DPF2
EPOP,NFXL1
EPOP,DROSHA
EPOP,FKBP5
EPOP,PSEN1
EPOP,KDM5A
EPOP,SS18
EPOP,PDCD6IP
EPOP,RAD23B
EPOP,GOT1
EPOP,SMARCA4
EPOP,CDK7
EPOP,JARID2
EPOP,SIRT6
EPOP,ZFP979
EPOP,SSR4
EPOP,RBBP5
EPOP,NIPBL
EPOP,MYC
EPOP,CBX1
EPOP,RPN1
EPOP,TMBIM6
EPOP,SARAF
EPOP,CTSD
EPOP,ETV5
EPOP,COPG1
EPOP,ZFP281
EPOP,PFKP
EPOP,RAP1GDS1
EPOP,ZFP42
EPOP,CPD
EPOP,PLOD2
EPOP,MYCN
EPOP,E2F1
EPOP,METTL3
EPOP,HAP1
EPOP,PDGFRA
EPOP,TCF3
EPOP,DKC1
EPOP,EFEMP2
EPOP,GSN
EPOP,TAX1BP3
EPOP,APOBEC3
EPOP,TCL1
EPOP,GNAS
EPOP,PITPNC1
EPOP,TM9SF3
EPOP,PDE4DIP
EPOP,NFYA
EPOP,CBX7
EPOP,NUCB1
EPOP,SMARCAD1
EPOP,LPAR2
EPOP,TGFBR3
EPOP,MYMX
EPOP,DAXX
EPOP,DICER1
EPOP,ATRX
EPOP,CTSZ
EPOP,VAMP8
EPOP,AGPAT4
EPOP,KAT8
EPOP,SLC39A1
EPOP,PKNOX1
EPOP,ALPL
EPOP,ILDR1
EPOP,DERL1
EPOP,IHH
EPOP,TRH
EPOP,SALL4
EPOP,CEMIP
EPOP,GLI2
EPOP,NR0B1
EPOP,FGF3
EPOP,ZBTB2
EPOP,SHTN1
EPOP,DPPA2
EPOP,FKBP9
EPOP,ETV1
EPOP,PCOLCE
EPOP,NACC1
EPOP,TTC39B
EPOP,APP
EPOP,PTH1R
EPOP,PML
EPOP,MSX2
EPOP,SLC39A7
EPOP,SNURF
EPOP,NMNAT2
EPOP,BNC2
EPOP,SOAT1
EPOP,ZYX
EPOP,ANO10
EPOP,MAX
EZH2,FGF3
EZH2,IHH
EZH2,PTH1R
EZH2,TGFBR3
EZH2,PDGFRA
EZH2,ANO10
EZH2,GNAS
EZH2,COL4A1
EZH2,MSX2
EZH2,SFRP1
EZH2,CPD
EZH2,CRTC3
EZH2,APP
EZH2,SHTN1
EZH2,NOTUM
EZH2,FOXA2
EZH2,PARVA
EZH2,ANK
EZH2,PDE4DIP
EZH2,FAM114A1
EZH2,HS3ST1
EZH2,KHDC3
EZH2,MCAM
EZH2,GSN
EZH2,CEMIP
EZH2,KDELR3
EZH2,OTX2
EZH2,NMNAT2
EZH2,GHR
EZH2,ME1
EZH2,EPOP
EZH2,RAP1GDS1
EZH2,BNC2
EZH2,HDLBP
EZH2,SLC39A7
EZH2,ZYX
EZH2,GLDC
EZH2,ARPC5
EZH2,DAP
EZH2,RRAS2
EZH2,CHD7
EZH2,LY75
EZH2,LAMA1
EZH2,PLOD2
EZH2,TPD52
EZH2,SALL4
EZH2,NFXL1
EZH2,MVB12B
EZH2,EFEMP2
EZH2,PTP4A1
EZH2,GORASP2
EZH2,BMPR2
EZH2,ELL2
EZH2,PDIA3
EZH2,LTBP4
EZH2,RAB11A
EZH2,CKAP4
EZH2,GXYLT1
EZH2,GATA6
EZH2,PDCD6IP
EZH2,SOAT1
EZH2,ALPL
EZH2,EP400
EZH2,PSEN1
EZH2,ILDR1
EZH2,IGFBP2
EZH2,DR1
EZH2,POFUT2
EZH2,SARAF
EZH2,SS18
EZH2,ETV5
EZH2,B4GALT1
EZH2,TRAM1
EZH2,SLC16A1
EZH2,GLI2
EZH2,TMEM30A
EZH2,RAF1
EZH2,NPM1
EZH2,SAP18
EZH2,DDOST
EZH2,ARPC2
EZH2,SEC24D
EZH2,E4F1
EZH2,HAP1
EZH2,SMC3
EZH2,TTC39B
EZH2,DROSHA
EZH2,RAD23B
EZH2,CLN6
EZH2,P4HB
EZH2,TM9SF3
EZH2,ARF4
EZH2,DERL1
EZH2,GNAI3
EZH2,MED23
EZH2,EED
EZH2,N4BP3
EZH2,RAB2A
EZH2,MYCN
EZH2,CBX7
EZH2,ARID3A
EZH2,SMARCAD1
EZH2,MYH9
EZH2,GCNT1
EZH2,DICER1
EZH2,CDC16
EZH2,CBX1
EZH2,NFYA
EZH2,TAX1BP3
EZH2,BRD4
EZH2,SMARCA4
EZH2,FKBP5
EZH2,MED26
EZH2,CHD1
EZH2,NIPBL
EZH2,FN1
EZH2,HDAC1
EZH2,COBL
EZH2,TCF3
EZH2,CHCHD10
EZH2,SUZ12
EZH2,RPN1
EZH2,E2F1
EZH2,PITPNC1
EZH2,GNB2
EZH2,EZH2
EZH2,FKBP9
EZH2,UBTF
EZH2,WDR5
EZH2,NACC1
EZH2,NR0B1
EZH2,APEX1
EZH2,CTSZ
EZH2,TRH
EZH2,ANXA4
EZH2,WDR11
EZH2,PKNOX1
EZH2,TGOLN1
EZH2,VAMP8
EZH2,MYMX
EZH2,EHMT2
EZH2,RARA
EZH2,TDH
EZH2,LPAR2
EZH2,TALDO1
EZH2,EIF2S2
HDAC1,DDOST
HDAC1,MED23
HDAC1,POFUT2
HDAC1,GORASP2
HDAC1,CDK7
HDAC1,EZH2
HDAC1,TMEM30A
HDAC1,SMARCAD1
HDAC1,HDLBP
HDAC1,PSEN1
HDAC1,PDIA3
HDAC1,TRAM1
HDAC1,E2F1
HDAC1,SMC3
HDAC1,XRCC5
HDAC1,TCF3
HDAC1,TALDO1
HDAC1,RAB2A
HDAC1,PKNOX1
HDAC1,TMEM214
HDAC1,MED26
HDAC1,EED
HDAC1,NPM1
HDAC1,ARF4
HDAC1,GNAI3
HDAC1,MAX
HDAC1,DERL1
HDAC1,RPN1
HDAC1,TTC39B
HDAC1,CDC16
HDAC1,WDR5
HDAC1,NACC1
HDAC1,SARAF
HDAC1,ARPC5
HDAC1,DCTPP1
HDAC1,CBX1
HDAC1,DICER1
HDAC1,ANO10
HDAC1,GSN
HDAC1,N4BP3
HDAC1,PDCD6IP
HDAC1,RAB11A
HDAC1,RARA
HDAC1,DR1
HDAC1,MYH9
HDAC1,SEC24D
HDAC1,LY75
HDAC1,DAP
HDAC1,ZBTB2
HDAC1,LRPAP1
HDAC1,ALPL
HDAC1,BNC2
HDAC1,CKAP4
HDAC1,APP
HDAC1,ETV1
HDAC1,LAMA1
HDAC1,COBL
HDAC1,MYMX
HDAC1,SPP1
HDAC1,GLDC
JARID2,FGF3
JARID2,IHH
JARID2,TGFBR3
JARID2,GNAS
JARID2,COL4A1
JARID2,PTH1R
JARID2,MSX2
JARID2,APP
JARID2,SHTN1
JARID2,CRTC3
JARID2,PDGFRA
JARID2,ANO10
JARID2,SFRP1
JARID2,FOXA2
JARID2,HS3ST1
JARID2,PARVA
JARID2,ANK
JARID2,PDE4DIP
JARID2,CPD
JARID2,KHDC3
JARID2,FAM114A1
JARID2,GSN
JARID2,RAP1GDS1
JARID2,GHR
JARID2,MED23
JARID2,NOTUM
JARID2,GLDC
JARID2,ZYX
JARID2,NMNAT2
JARID2,CEMIP
JARID2,OTX2
JARID2,PLOD2
JARID2,LAMA1
JARID2,TRAM1
JARID2,ME1
JARID2,DDOST
JARID2,DAP
JARID2,GCNT1
JARID2,GORASP2
JARID2,BMPR2
JARID2,ARPC5
JARID2,CHD7
JARID2,MVB12B
JARID2,SARAF
JARID2,GATA6
JARID2,MYCN
JARID2,CDC16
JARID2,ALPL
JARID2,KDELR1
JARID2,IGFBP2
JARID2,EP400
JARID2,MCAM
JARID2,2200002D01RIK
JARID2,SOAT1
JARID2,ANXA4
JARID2,MAX
JARID2,SNURF
JARID2,FN1
JARID2,EZH2
JARID2,PTP4A1
JARID2,GLI2
JARID2,EFEMP2
JARID2,DERL1
JARID2,NFXL1
JARID2,TMEM214
JARID2,TM9SF3
JARID2,CBX7
JARID2,ARF4
JARID2,RBBP5
JARID2,RPN1
JARID2,MYMX
JARID2,HAP1
JARID2,DR1
JARID2,COPG1
JARID2,SLC16A1
JARID2,LY75
JARID2,WDR11
JARID2,EED
JARID2,SMARCAD1
JARID2,POFUT2
JARID2,BSG
JARID2,TRH
JARID2,TDH
JARID2,TALDO1
JARID2,TMBIM6
JARID2,RAD23B
JARID2,BNC2
JARID2,N4BP3
KAT8,CDC16
KAT8,POFUT2
KAT8,MED23
KAT8,E4F1
KAT8,TMEM30A
KAT8,SMARCAD1
KAT8,DDOST
KAT8,WDR11
KAT8,SARAF
KAT8,SAP18
KAT8,CDK7
KAT8,SIRT6
KAT8,TGOLN1
KAT8,GNAI3
KAT8,NPM1
KAT8,GORASP2
KAT8,ARF4
KAT8,DERL1
KAT8,KDM5A
KAT8,EP400
KAT8,MAX
KAT8,ZFP979
KAT8,BSG
KAT8,APEX1
KAT8,ARPC2
KAT8,SS18
KAT8,DAP
KAT8,COPG1
KAT8,METTL3
KAT8,ARPC5
KAT8,PSEN1
KAT8,PDIA3
KAT8,PTP4A1
KAT8,P4HB
KAT8,TMEM214
KAT8,HDLBP
KAT8,NIPBL
KAT8,EIF2S2
KAT8,EZH2
KAT8,BMPR2
KAT8,SSR4
KAT8,IGFBP2
KAT8,GNAS
KAT8,DPF2
KAT8,MYMX
KAT8,WDR5
KAT8,UBTF
KAT8,RAD23B
KAT8,DAXX
KAT8,TDH
KAT8,TMBIM6
KAT8,XRCC5
KAT8,SOAT1
KAT8,SUZ12
KAT8,ATRX
KAT8,GCNT1
KAT8,SPP1
KDM4A,WDR11
KDM4A,PLOD2
KDM4A,RAP1GDS1
KDM4A,APP
KDM4A,SOAT1
KDM4A,SARAF
KDM4A,NFXL1
KDM4A,COL4A1
KDM4A,CDC16
KDM4A,SEC24D
KDM4A,ZYX
KDM4A,GCNT1
KDM4A,ANK
KDM4A,SHTN1
KDM4A,N4BP3
KDM4A,TGFBR3
KDM4A,NMNAT2
KDM5A,KAT8
KDM5A,MED23
KDM5A,TGOLN1
KDM5A,DDOST
KDM5A,LMF2
KDM5A,EZH2
KDM5A,RBBP5
KDM5A,WDR11
KDM5A,SMARCAD1
KDM5A,TMEM30A
KDM5A,KDM5A
KDM5A,COPG1
KDM5A,SIRT6
KDM5A,POFUT2
KDM5A,TAX1BP3
KDM5A,HDLBP
KDM5A,XRCC5
KDM5A,CDC16
KDM5A,APEX1
KDM5A,DROSHA
KDM5A,EP400
KDM5A,PDCD6IP
KDM5A,DPF2
KDM5A,SLC39A7
KDM5A,CDK7
KDM5A,GNAI3
KDM5A,SARAF
KDM5A,GORASP2
KDM5A,SAP18
KDM5A,SSR4
KDM5A,RAF1
KDM5A,TMEM214
KDM5A,CTSD
KDM5A,E4F1
KDM5A,ARPC2
KDM5A,RAB11A
KDM5A,ARF4
KDM5A,PSEN1
KDM5A,GNB2
KDM5A,HSF2BP
MAX,RBBP5
MAX,CDK7
MAX,APEX1
MAX,NPM1
MAX,PDCD6IP
MAX,LTBP4
MAX,SS18
MAX,GNAS
MAX,EZH2
MAX,XRCC5
MAX,DDOST
MAX,SUZ12
MAX,DCTPP1
MAX,FKBP5
MAX,RAP1GDS1
MAX,P4HB
MAX,GORASP2
MAX,APOBEC3
MAX,ALPL
MAX,TRAM1
MAX,EPOP
MAX,GNAI3
MAX,PFKP
MAX,MED26
MAX,DICER1
MAX,ARPC2
MAX,N4BP3
MAX,CTSZ
MAX,B4GALT1
MAX,PCOLCE
MAX,TDH
MAX,TCL1
MAX,PLOD2
MAX,COBL
MED12,MYMX
MED12,KAT8
MED12,GNB2
MED12,PSEN1
MED12,MED23
MED12,KDM5A
MED12,GORASP2
MED12,DDOST
MED12,ARF4
MED12,RAF1
MED12,EP400
MED12,TCF3
MED12,ETV1
MED12,ZBTB2
MED12,ZC3H11A
MED12,EED
MED12,HDLBP
MED12,SPP1
MED12,TRAM1
MED12,EZH2
MED12,SS18
MED12,SMC3
MED12,E2F1
MED12,SUZ12
MED12,PKNOX1
MED12,PTP4A1
MED12,CLN6
MED12,PDIA3
