,PseudoTime1,PseudoTime2
E1919_230,,0.45983999999999997
E917_445,,0.8915700000000001
E1475_342,,0.68474
E1277_386,0.7730899999999999,
E217_54,,0.10643
E1897_31,,0.060239999999999995
E338_10,,0.01807
E739_108,,0.21486
E1291_455,,0.91165
E908_494,0.9899600000000001,
E835_314,,0.62851
E1504_150,,0.2992
E903_450,0.90161,
E134_199,,0.39759
E1593_221,,0.44177
E85_131,,0.26104
E143_262,0.5241,
E1838_67,0.13253,
E845_236,,0.47189
E1453_375,,0.7509999999999999
E18_38,0.0743,
E1326_328,0.65663,
E979_113,,0.2249
E1976_64,,0.12650999999999998
E859_184,,0.36746999999999996
E527_257,0.5140600000000001,
E919_412,,0.8253
E594_266,,0.53213
E1098_343,,0.68675
E477_12,,0.022090000000000002
E1298_426,0.85341,
E436_275,0.5502,
E698_16,,0.030119999999999997
E1939_12,,0.022090000000000002
E1968_258,0.5160600000000001,
E202_294,0.58835,
E247_151,,0.3012
E1529_212,,0.42368999999999996
E454_104,0.20683,
E1543_300,,0.6004
E1322_142,,0.28313
E362_179,0.35743,
E1640_8,,0.01406
E640_247,,0.49398000000000003
E781_264,0.5281100000000001,
E1928_443,0.88755,
E834_301,,0.60241
E178_378,,0.75703
E176_216,,0.43173
E1175_326,,0.65261
E124_237,,0.4739
E1510_242,,0.48394
E1659_79,,0.15663
E1624_183,,0.36546
E315_426,,0.85341
E1918_328,0.65663,
E1575_133,,0.26506
E981_141,,0.28112
E985_327,0.65462,
E1719_410,,0.82129
E1107_239,,0.47791000000000006
E991_315,,0.63052
E1073_320,0.64056,
E1688_110,,0.21888000000000002
E95_471,0.94378,
E415_329,,0.65863
E1867_245,,0.48996000000000006
E21_259,,0.51807
E1393_171,,0.34137
E1992_397,,0.79518
E614_322,,0.64458
E387_128,,0.25501999999999997
E71_204,,0.40763
E161_343,,0.68675
E103_497,,0.99598
E987_324,,0.64859
E1128_244,,0.48795
E335_241,,0.48193
E1498_321,,0.64257
E250_200,0.3996,
E876_328,,0.65663
E120_63,0.1245,
E1784_392,0.78514,
E1720_406,,0.81325
E1820_151,0.3012,
E1743_269,0.53815,
E162_61,,0.12047999999999999
E692_53,,0.10442
E1731_319,,0.63855
E582_232,0.46386000000000005,
E832_311,,0.62249
E428_370,,0.7409600000000001
E60_197,,0.39357
E1807_238,,0.4759
E1548_301,0.60241,
E1920_129,,0.25703000000000004
E1390_167,,0.33333
E192_247,,0.49398000000000003
E475_2,0.00201,
E1332_157,,0.31325
E1394_120,0.23895999999999998,
E1708_89,0.17670999999999998,
E1425_442,0.88554,
E19_327,0.65462,
E1666_203,,0.40562
E1353_460,,0.92169
E1905_275,0.5502,
E945_335,,0.67068
E1831_215,,0.42972
E1613_349,,0.6988
E1203_371,,0.74297
E1417_245,,0.48996000000000006
E1746_473,0.9477899999999999,
E1267_186,0.37149,
E1753_126,,0.251
E126_157,,0.31325
E585_95,,0.18875999999999998
E223_351,,0.70281
E417_219,0.43775,
E1455_295,,0.59036
E1909_363,,0.7269100000000001
E1457_423,,0.84739
E293_189,,0.37751
E1032_394,0.7891600000000001,
E959_89,,0.17670999999999998
E1967_470,0.9417700000000001,
E645_177,0.35341,
E1776_452,,0.9056200000000001
E1189_124,,0.24699000000000002
E986_383,,0.76707
E1662_457,,0.91566
E1914_295,,0.59036
E1862_322,0.64458,
E1038_413,,0.82731
E1344_126,,0.251
E246_188,,0.3755
E1423_402,,0.8052199999999999
E1611_294,,0.58835
E1430_229,,0.45783
E165_103,0.20481999999999997,
E445_133,,0.26506
E1082_338,,0.67671
E1603_404,,0.80924
E121_18,,0.03414
E814_147,,0.29317
E1485_330,0.66064,
E1366_350,,0.7008
E617_27,,0.05221
E1404_256,0.51205,
E1284_454,,0.90964
E1913_83,,0.16466
E179_370,,0.7409600000000001
E1422_245,,0.48996000000000006
E695_17,0.03213,
E888_414,0.8293200000000001,
E630_271,,0.5421699999999999
E30_240,0.47991999999999996,
E334_420,,0.8413700000000001
E1959_92,0.18273,
E1272_324,0.64859,
E1282_278,,0.5562199999999999
E1092_461,,0.92369
E619_496,,0.99398
E1794_463,,0.92771
E281_424,0.8494,
E419_444,,0.88956
E273_425,,0.85141
E1328_30,,0.05823
E1182_489,0.9799200000000001,
E1217_50,,0.09838999999999999
E1195_403,0.80723,
E205_14,,0.0261
E1253_151,,0.3012
E328_41,,0.08032
E844_464,0.9297200000000001,
E402_369,0.7389600000000001,
E804_53,0.10442,
E367_85,,0.16867000000000001
E204_315,0.63052,
E1625_10,,0.01807
E76_152,,0.30321
E1822_78,,0.15462
E197_95,0.18875999999999998,
E1285_471,,0.94378
E1573_47,,0.09237000000000001
E1998_158,,0.31526
E1424_484,,0.96988
E1971_302,,0.60442
E332_223,0.44578,
E1860_374,0.7490000000000001,
E1990_421,,0.8433700000000001
E769_186,,0.37149
E949_478,0.95783,
E1091_199,,0.39759
E313_354,,0.7088399999999999
E1757_111,,0.22088000000000002
E1079_154,,0.30723
E1428_434,0.8694799999999999,
E829_113,,0.2249
E1371_187,,0.37349
E118_253,0.50602,
E1618_363,0.7269100000000001,
E504_257,,0.5140600000000001
E1501_119,0.23695,
E1047_233,,0.46586000000000005
E184_289,,0.57831
E1395_120,,0.23895999999999998
E1526_448,,0.89759
E305_361,,0.7228899999999999
E613_248,0.49598000000000003,
E1104_365,,0.73092
E578_119,,0.23695
E1622_247,,0.49398000000000003
E1070_63,,0.1245
E1139_443,,0.88755
E962_173,,0.34538
E465_63,,0.1245
E577_460,0.92169,
E530_286,,0.57229
E1293_77,,0.15261
E1955_98,,0.19478
E90_405,0.81124,
E1200_442,,0.88554
E1515_52,,0.10240999999999999
E942_483,,0.9678700000000001
E416_69,0.13655,
E137_43,0.08434,
E44_35,,0.06827000000000001
E1434_430,0.86145,
E1365_366,,0.73293
E469_261,0.5220899999999999,
E1136_335,,0.67068
E1619_260,,0.52008
E483_27,,0.05221
E1167_178,,0.35541999999999996
E82_144,,0.28715
E1568_383,,0.76707
E1537_405,0.81124,
E654_91,,0.18072
E1081_94,,0.18675
E420_212,,0.42368999999999996
E649_389,0.77912,
E705_222,,0.44378
E1024_210,,0.41968
E1789_328,,0.65663
E772_119,,0.23695
E1401_382,,0.7650600000000001
E952_238,,0.4759
E546_290,,0.58032
E1655_482,,0.96586
E1431_459,0.9196799999999999,
E947_379,0.7590399999999999,
E1202_209,,0.41767
E1836_21,0.04016,
E868_180,0.35944,
E1984_103,0.20481999999999997,
E1907_123,0.24498000000000003,
E1610_97,,0.19277
E858_339,0.67871,
E1978_232,,0.46386000000000005
E1_180,,0.35944
E1171_345,0.69076,
E1338_484,,0.96988
E1751_277,,0.5542199999999999
E1774_419,0.83936,
E523_78,,0.15462
E107_284,,0.5682699999999999
E400_105,0.20884,
E1840_120,,0.23895999999999998
E673_79,,0.15663
E1153_272,,0.54418
E1227_381,,0.76305
E1077_21,,0.04016
E1692_103,,0.20481999999999997
E1383_277,,0.5542199999999999
E339_186,,0.37149
E1755_67,0.13253,
E1780_343,,0.68675
E1639_81,,0.16064
E274_95,,0.18875999999999998
E1355_483,0.9678700000000001,
E407_346,,0.69277
E1321_379,0.7590399999999999,
E1170_83,0.16466,
E824_223,0.44578,
E600_154,,0.30723
E410_411,,0.82329
E1850_97,,0.19277
E1420_52,,0.10240999999999999
E290_69,,0.13655
E1232_299,,0.59839
E1304_253,0.50602,
E58_47,,0.09237000000000001
E226_215,,0.42972
E1698_258,0.5160600000000001,
E664_465,,0.93173
E1670_332,0.66466,
E522_313,0.62651,
E229_226,0.45181000000000004,
E815_257,,0.5140600000000001
E1443_486,,0.9739
E1129_370,,0.7409600000000001
E1039_155,,0.30924
E1348_49,0.09639,
E953_268,,0.53614
E337_187,,0.37349
E1432_357,,0.71486
E1046_478,,0.95783
E147_188,,0.3755
E1361_480,,0.96185
E438_423,,0.84739
E1929_442,,0.88554
E1231_127,0.25301,
E731_147,0.29317,
E701_347,,0.6947800000000001
E1149_108,,0.21486
E1699_360,,0.72088
E1000_46,0.09036,
E1105_342,,0.68474
E1270_397,,0.79518
E302_108,,0.21486
E262_327,,0.65462
E264_46,0.09036,
E66_28,,0.054220000000000004
E784_98,,0.19478
E451_31,,0.060239999999999995
E36_482,0.96586,
E1358_413,,0.82731
E35_455,0.91165,
E245_451,,0.90361
E1808_208,0.41566000000000003,
E1482_435,,0.87149
E1442_313,0.62651,
E1824_47,,0.09237000000000001
E1723_50,0.09838999999999999,
E1970_314,,0.62851
E519_68,,0.13454000000000002
E1888_177,,0.35341
E743_353,0.7068300000000001,
E679_185,,0.36948000000000003
E1935_22,,0.04217
E1061_144,,0.28715
E925_490,0.98193,
E1315_337,,0.6747
E652_230,,0.45983999999999997
E265_273,,0.54618
E263_416,,0.8333299999999999
E1689_206,0.41165,
E447_119,,0.23695
E1379_403,0.80723,
E1086_482,0.96586,
E1525_303,,0.60643
E806_268,,0.53614
E1356_5,,0.008029999999999999
E1533_240,0.47991999999999996,
E32_479,,0.9598399999999999
E1310_153,,0.30522
E810_432,0.86546,
E798_445,,0.8915700000000001
E1051_161,0.32129,
E110_400,,0.8012
E446_39,0.07631,
E173_179,,0.35743
E1074_66,,0.13052
E1351_188,0.3755,
E1932_25,,0.04819
E1538_373,0.7469899999999999,
E1683_217,,0.43373
E1026_334,,0.66867
E1762_455,,0.91165
E1732_93,,0.18474000000000002
E878_134,0.26707,
E676_413,,0.82731
E598_157,,0.31325
E1937_273,,0.54618
E1494_356,,0.71285
E1727_45,,0.08835
E521_283,,0.5662699999999999
E817_361,0.7228899999999999,
E1766_82,,0.16265
E1648_24,,0.04618
E1886_499,,1.0
E1933_376,,0.7530100000000001
E1199_216,,0.43173
E970_387,,0.7751
E1174_400,,0.8012
E1288_121,,0.24095999999999998
E1236_427,0.8554200000000001,
E766_52,,0.10240999999999999
E243_428,0.8574299999999999,
E863_26,0.0502,
E1542_137,0.27309,
E81_330,,0.66064
E1029_71,,0.14056
E41_408,,0.8172699999999999
E1546_273,0.54618,
E1458_280,,0.56024
E803_300,,0.6004
E1947_125,0.249,
E282_165,,0.32932
E1045_179,0.35743,
E1137_92,0.18273,
E591_447,,0.8955799999999999
E1274_284,,0.5682699999999999
E193_250,0.5,
E1198_62,,0.12249000000000002
E384_96,,0.19075999999999999
E901_347,,0.6947800000000001
E277_29,,0.056220000000000006
E272_218,,0.43573999999999996
E969_110,0.21888000000000002,
E122_272,,0.54418
E408_93,,0.18474000000000002
E865_40,0.07831,
E1527_339,,0.67871
E409_229,0.45783,
E748_299,,0.59839
E1880_128,0.25501999999999997,
E303_263,,0.5261
E1165_301,,0.60241
E568_258,,0.5160600000000001
E455_54,0.10643,
E1065_137,0.27309,
E208_25,,0.04819
E495_44,,0.08635
E1520_77,,0.15261
E1336_312,0.6245,
E1868_204,,0.40763
E154_107,,0.21285
E1460_298,,0.59639
E392_95,,0.18875999999999998
E1661_79,,0.15663
E1790_43,0.08434,
E1740_89,,0.17670999999999998
E1309_136,,0.27108000000000004
E1961_330,,0.66064
E11_323,,0.64659
E1963_113,,0.2249
E336_197,,0.39357
E1621_174,,0.34739000000000003
E1854_259,0.51807,
E499_287,,0.5743
E841_470,,0.9417700000000001
E1994_3,,0.00402
E471_340,,0.68072
E39_312,,0.6245
E310_476,,0.9538200000000001
E300_369,0.7389600000000001,
E896_290,,0.58032
E1931_102,0.20281,
E365_398,0.79719,
E1887_106,,0.21084
E1499_469,0.93976,
E995_124,0.24699000000000002,
E1903_152,,0.30321
E980_60,,0.11847
E1863_5,,0.008029999999999999
E368_179,,0.35743
E923_363,,0.7269100000000001
E386_62,,0.12249000000000002
E218_111,0.22088000000000002,
E1295_181,0.36145,
E1421_388,,0.7771100000000001
E1255_488,,0.9779100000000001
E1237_441,,0.8835299999999999
E531_387,0.7751,
E1832_65,,0.12850999999999999
E884_2,,0.00201
E1214_375,,0.7509999999999999
E89_118,0.23494,
E1884_264,,0.5281100000000001
E936_30,0.05823,
E242_216,0.43173,
E406_128,0.25501999999999997,
E486_327,0.65462,
E1859_222,,0.44378
E439_159,,0.31727
E1878_375,,0.7509999999999999
E1646_107,0.21285,
E813_459,,0.9196799999999999
E1989_411,,0.82329
E1687_155,,0.30924
E314_124,,0.24699000000000002
E1004_75,,0.14859
E1555_269,,0.53815
E1281_288,0.57631,
E1748_473,0.9477899999999999,
E473_296,,0.59237
E1294_358,0.71687,
E493_376,,0.7530100000000001
E327_340,,0.68072
E62_278,0.5562199999999999,
E1030_321,0.64257,
E1059_353,,0.7068300000000001
E627_223,0.44578,
E349_196,,0.39157
E584_1,0.0,
E77_397,,0.79518
E1930_347,0.6947800000000001,
E1531_71,,0.14056
E1881_185,,0.36948000000000003
E4_115,,0.22891999999999998
E1249_73,0.14458,
E1206_420,,0.8413700000000001
E1701_329,,0.65863
E1672_287,,0.5743
E191_21,0.04016,
E586_230,,0.45983999999999997
E510_239,,0.47791000000000006
E1952_10,0.01807,
E1707_387,,0.7751
E656_376,,0.7530100000000001
E960_314,,0.62851
E1299_260,0.52008,
E660_63,0.1245,
E1478_431,0.86345,
E1626_143,,0.28514
E1146_22,0.04217,
E453_444,,0.88956
E1540_144,,0.28715
E1055_232,0.46386000000000005,
E1567_176,0.35141,
E1513_259,,0.51807
E1418_73,,0.14458
E73_358,,0.71687
E276_324,,0.64859
E1474_37,,0.07229
E711_451,,0.90361
E1142_460,0.92169,
E393_487,0.9759,
E1125_48,,0.09437999999999999
E1893_270,,0.5401600000000001
E1896_282,,0.56426
E898_480,,0.96185
E623_58,0.11445999999999999,
E1564_299,,0.59839
E1511_454,0.90964,
E1861_230,,0.45983999999999997
E299_136,0.27108000000000004,
E1563_344,,0.68876
E1254_475,0.95181,
E1927_77,0.15261,
E730_23,,0.044180000000000004
E583_215,0.42972,
E160_99,0.19679000000000002,
E159_125,,0.249
E889_35,,0.06827000000000001
E668_228,,0.45582
E1871_372,,0.74498
E1717_193,0.38554,
E1385_176,0.35141,
E429_41,,0.08032
E782_113,,0.2249
E65_233,,0.46586000000000005
E612_172,,0.34337
E637_217,0.43373,
E267_111,0.22088000000000002,
E1902_141,,0.28112
E289_118,,0.23494
E79_404,0.80924,
E385_140,,0.27912
E1271_127,0.25301,
E1742_131,0.26104,
E675_395,,0.7911600000000001
E1722_276,,0.5522100000000001
E1612_412,,0.8253
E703_39,0.07631,
E1763_497,0.99598,
E1122_312,,0.6245
E811_347,,0.6947800000000001
E793_15,,0.028110000000000003
E1682_484,0.96988,
E1674_319,,0.63855
E1411_141,,0.28112
E536_288,,0.57631
E366_148,,0.29518
E1523_216,,0.43173
E1287_396,0.7931699999999999,
E729_29,,0.056220000000000006
E341_239,0.47791000000000006,
E950_56,,0.11044000000000001
E1329_428,0.8574299999999999,
E1938_4,,0.00602
E548_60,,0.11847
E1317_76,,0.1506
E84_242,0.48394,
E587_64,0.12650999999999998,
E655_12,,0.022090000000000002
E211_232,,0.46386000000000005
E1508_393,,0.78715
E624_263,0.5261,
E662_412,0.8253,
E259_256,,0.51205
E517_340,0.68072,
E1163_270,,0.5401600000000001
E101_468,,0.93775
E422_494,,0.9899600000000001
E1483_459,,0.9196799999999999
E633_465,,0.93173
E1452_29,,0.056220000000000006
E476_482,0.96586,
E156_262,0.5241,
E1301_209,,0.41767
E153_238,,0.4759
E691_71,,0.14056
E1489_399,,0.7992
E221_37,,0.07229
E726_90,,0.17870999999999998
E257_374,0.7490000000000001,
E1660_279,,0.55823
E946_81,,0.16064
E1892_448,0.89759,
E185_238,0.4759,
E1771_177,,0.35341
E390_393,,0.78715
E1847_257,,0.5140600000000001
E592_494,,0.9899600000000001
E1250_374,,0.7490000000000001
E1181_298,,0.59639
E697_154,0.30723,
E1916_8,,0.01406
E1419_382,,0.7650600000000001
E848_29,0.056220000000000006,
E167_50,,0.09838999999999999
E732_25,,0.04819
E355_450,,0.90161
E930_387,0.7751,
E369_157,,0.31325
E326_363,,0.7269100000000001
E1552_144,,0.28715
E377_355,,0.7108399999999999
E1549_474,0.9498,
E1477_232,,0.46386000000000005
E1638_301,,0.60241
E696_10,0.01807,
E1566_321,,0.64257
E1084_138,,0.2751
E1145_163,,0.3253
E1545_191,,0.38153000000000004
E866_259,,0.51807
E1609_251,0.5020100000000001,
E1954_342,,0.68474
E802_137,,0.27309
E1111_338,0.67671,
E1433_108,,0.21486
E1375_133,0.26506,
E1437_78,,0.15462
E1476_203,,0.40562
E239_1,,0.0
E883_35,,0.06827000000000001
E891_414,,0.8293200000000001
E261_33,,0.06426
E1034_299,,0.59839
E926_445,,0.8915700000000001
E389_157,,0.31325
E196_362,,0.7249
E1953_202,0.40360999999999997,
E574_75,,0.14859
E253_413,,0.82731
E1471_39,,0.07631
E647_488,,0.9779100000000001
E25_294,0.58835,
E759_183,,0.36546
E244_419,,0.83936
E1063_270,0.5401600000000001,
E994_294,,0.58835
E241_294,0.58835,
E727_298,,0.59639
E285_498,,0.9979899999999999
E383_219,0.43775,
E1982_169,,0.33735
E1225_310,,0.62048
E1911_264,,0.5281100000000001
E163_35,,0.06827000000000001
E728_385,,0.77108
E539_399,0.7992,
E1135_474,0.9498,
E641_192,0.38353000000000004,
E1387_154,,0.30723
E1710_96,,0.19075999999999999
E1713_185,,0.36948000000000003
E1999_10,0.01807,
E1601_420,,0.8413700000000001
E1155_362,,0.7249
E1172_179,,0.35743
E709_446,0.8935700000000001,
E547_458,0.9176700000000001,
E779_310,0.62048,
E1530_259,,0.51807
E894_224,,0.44778999999999997
E651_326,0.65261,
E1096_48,0.09437999999999999,
E1370_7,0.01205,
E807_423,,0.84739
E965_430,,0.86145
E1588_248,,0.49598000000000003
E505_480,,0.96185
E461_364,,0.72892
E1645_473,,0.9477899999999999
E1617_47,0.09237000000000001,
E933_296,,0.59237
E1760_183,,0.36546
E266_180,0.35944,
E1675_57,,0.11245
E131_218,,0.43573999999999996
E1057_36,,0.07028
E1161_482,0.96586,
E1386_120,,0.23895999999999998
E1238_483,,0.9678700000000001
E234_150,,0.2992
E1917_101,0.2008,
E755_393,0.78715,
E102_57,,0.11245
E507_114,0.22691,
E508_443,0.88755,
E270_291,,0.58233
E1194_257,0.5140600000000001,
E168_45,,0.08835
E1413_265,0.53012,
E403_445,0.8915700000000001,
E348_207,,0.41365
E1703_42,,0.08233
E105_227,0.45382,
E671_209,0.41767,
E100_298,,0.59639
E292_95,,0.18875999999999998
E558_326,,0.65261
E171_256,0.51205,
E53_282,0.56426,
E1340_442,0.88554,
E1239_87,,0.17269
E1669_272,0.54418,
E1599_106,,0.21084
E1462_327,0.65462,
E809_481,,0.96386
E860_109,,0.21686999999999998
E777_458,,0.9176700000000001
E437_127,0.25301,
E1781_335,,0.67068
E1050_26,0.0502,
E1117_378,,0.75703
E1257_349,,0.6988
E363_42,,0.08233
E745_478,0.95783,
E1266_322,,0.64458
E361_437,0.8755,
E398_172,,0.34337
E856_165,0.32932,
E1374_154,,0.30723
E1558_397,,0.79518
E481_416,0.8333299999999999,
E1725_139,,0.27710999999999997
E397_175,,0.3494
E1716_263,,0.5261
E1068_204,0.40763,
E717_227,0.45382,
E1602_57,,0.11245
E643_388,,0.7771100000000001
E1769_162,,0.32329
E1115_21,0.04016,
E1663_177,,0.35341
E203_157,,0.31325
E1359_119,,0.23695
E1480_4,,0.00602
E1586_467,,0.93574
E1391_261,,0.5220899999999999
E606_240,,0.47991999999999996
E1936_392,0.78514,
E1307_311,0.62249,
E689_36,0.07028,
E870_464,,0.9297200000000001
E874_350,,0.7008
E1002_27,0.05221,
E1296_157,,0.31325
E544_401,0.8032100000000001,
E1764_68,0.13454000000000002,
E1539_470,,0.9417700000000001
E768_145,,0.28916
E67_320,,0.64056
E1778_387,,0.7751
E1178_102,,0.20281
E1064_338,,0.67671
E564_420,,0.8413700000000001
E322_176,0.35141,
E1245_297,,0.59438
E741_328,,0.65663
E256_93,,0.18474000000000002
E340_61,,0.12047999999999999
E1505_32,0.06225,
E1680_366,,0.73293
E1025_361,,0.7228899999999999
E136_99,,0.19679000000000002
E1456_156,,0.31124
E1770_209,,0.41767
E1210_241,,0.48193
E1891_212,,0.42368999999999996
E721_256,,0.51205
E1134_387,,0.7751
E1127_203,0.40562,
E997_347,,0.6947800000000001
E934_499,1.0,
E607_490,,0.98193
E774_249,0.49799,
E1251_421,0.8433700000000001,
E787_51,,0.1004
E1637_102,,0.20281
E1584_310,,0.62048
E1179_245,0.48996000000000006,
E1551_225,0.4498,
E1686_214,0.42771000000000003,
E963_345,,0.69076
E1848_127,,0.25301
E838_114,0.22691,
E421_329,,0.65863
E458_458,,0.9176700000000001
E1966_233,,0.46586000000000005
E1339_258,0.5160600000000001,
E1040_474,,0.9498
E1120_302,,0.60442
E958_486,0.9739,
E506_391,,0.78313
E1369_120,0.23895999999999998,
E1378_117,,0.23293000000000003
E904_305,,0.61044
E1883_466,,0.93373
E206_5,,0.008029999999999999
E489_488,0.9779100000000001,
E1335_266,0.53213,
E1110_317,0.63454,
E1191_332,,0.66466
E298_217,0.43373,
E1180_287,0.5743,
E912_358,0.71687,
E113_499,,1.0
E396_420,,0.8413700000000001
E895_264,,0.5281100000000001
E258_4,,0.00602
E935_199,0.39759,
E1436_109,0.21686999999999998,
E1133_404,,0.80924
E295_373,,0.7469899999999999
E1312_85,,0.16867000000000001
E556_140,,0.27912
E532_488,0.9779100000000001,
E1256_169,0.33735,
E850_115,,0.22891999999999998
E374_291,,0.58233
E500_388,,0.7771100000000001
E812_79,,0.15663
E329_136,0.27108000000000004,
E1557_246,,0.49196999999999996
E562_314,,0.62851
E38_407,0.81526,
E581_148,,0.29518
E92_229,,0.45783
E1553_277,,0.5542199999999999
E1362_306,0.61245,
E1439_303,,0.60643
E1208_160,,0.31928
E1752_184,,0.36746999999999996
E1143_329,,0.65863
E144_317,,0.63454
E424_269,,0.53815
E1745_115,0.22891999999999998,
E892_157,,0.31325
E1842_310,,0.62048
E380_11,,0.02008
E820_29,,0.056220000000000006
E1915_441,,0.8835299999999999
E1095_248,,0.49598000000000003
E27_366,0.73293,
E1159_480,,0.96185
E401_108,0.21486,
E1444_121,,0.24095999999999998
E875_227,,0.45382
E1435_263,0.5261,
E646_223,0.44578,
E1737_290,0.58032,
E467_350,0.7008,
E961_235,,0.46988
E1561_238,,0.4759
E1895_33,,0.06426
E685_452,,0.9056200000000001
E1730_347,,0.6947800000000001
E1579_79,,0.15663
E1097_484,,0.96988
E1977_328,,0.65663
E1597_498,,0.9979899999999999
E237_91,,0.18072
E885_31,0.060239999999999995,
E1869_359,,0.71888
E135_395,,0.7911600000000001
E1627_301,,0.60241
E352_376,0.7530100000000001,
E1138_414,0.8293200000000001,
E1690_402,,0.8052199999999999
E773_169,,0.33735
E1224_178,0.35541999999999996,
E1031_210,,0.41968
E9_298,,0.59639
E238_332,,0.66466
E836_287,,0.5743
E1512_31,,0.060239999999999995
E839_175,,0.3494
E1904_51,,0.1004
E1275_100,,0.1988
E1278_452,,0.9056200000000001
E575_129,,0.25703000000000004
E236_422,0.8453799999999999,
E1744_151,,0.3012
E1343_209,,0.41767
E151_303,,0.60643
E1010_208,0.41566000000000003,
E1706_116,0.23092,
E1019_433,,0.8674700000000001
E1109_96,0.19075999999999999,
E1075_117,,0.23293000000000003
E1407_22,0.04217,
E872_1,,0.0
E434_204,,0.40763
E444_65,0.12850999999999999,
E1724_307,0.61446,
E658_430,,0.86145
E931_481,,0.96386
E1583_86,0.17068,
E307_333,,0.66667
E1207_66,,0.13052
E1658_42,,0.08233
E854_167,0.33333,
E1797_157,,0.31325
E563_59,,0.11647
E1043_283,,0.5662699999999999
E1016_423,,0.84739
E902_67,0.13253,
E201_138,0.2751,
E1631_191,,0.38153000000000004
E1017_340,,0.68072
E789_263,,0.5261
E968_266,,0.53213
E715_234,,0.46787
E957_479,,0.9598399999999999
E681_452,,0.9056200000000001
E999_470,,0.9417700000000001
E353_162,,0.32329
E448_444,,0.88956
E625_53,0.10442,
E922_51,0.1004,
E1775_378,,0.75703
E821_151,,0.3012
E414_452,,0.9056200000000001
E45_310,,0.62048
E648_408,,0.8172699999999999
E1759_455,0.91165,
E358_490,,0.98193
E842_346,0.69277,
E1147_65,0.12850999999999999,
E1641_37,,0.07229
E1559_276,,0.5522100000000001
E1853_396,,0.7931699999999999
E1704_174,0.34739000000000003,
E1830_6,,0.01004
E1801_26,,0.0502
E1083_350,,0.7008
E395_461,,0.92369
E431_390,0.78112,
E127_110,,0.21888000000000002
E818_225,0.4498,
E108_40,0.07831,
E595_465,,0.93173
E1634_249,0.49799,
E827_321,,0.64257
E1709_377,,0.75502
E1240_400,0.8012,
E1734_222,,0.44378
E1957_463,0.92771,
E1799_82,,0.16265
E855_391,,0.78313
E1571_63,,0.1245
E460_284,,0.5682699999999999
E632_363,0.7269100000000001,
E1943_332,,0.66466
E1761_318,,0.63655
E360_166,0.33133,
E1556_400,0.8012,
E1814_165,,0.32932
E533_408,,0.8172699999999999
E1268_119,0.23695,
E830_108,,0.21486
E1547_332,0.66466,
E1986_30,,0.05823
E1700_349,0.6988,
E638_309,0.61847,
E1325_25,0.04819,
E1528_187,,0.37349
E881_66,,0.13052
E1087_185,,0.36948000000000003
E572_488,,0.9779100000000001
E1341_453,,0.9076299999999999
E456_106,,0.21084
E1241_346,0.69277,
E515_104,0.20683,
E1090_312,,0.6245
E795_230,,0.45983999999999997
E851_180,,0.35944
E324_95,0.18875999999999998,
E723_215,,0.42972
