Gene1,Gene2
BACH2,PSMC4
BACH2,STAT6
BACH2,TOR1AIP2
BACH2,CIPC
BACH2,LPIN2
BACH2,HSPE1
BACH2,HSPD1
BACH2,GPX1
BACH2,NMD3
BACH2,NFAT5
BACH2,XRCC2
BACH2,GFI1
BACH2,IFITM1
BACH2,BYSL
BACH2,STAT1
BACH2,IMMT
BACH2,CYP20A1
BACH2,TOMM22
BACH2,MTREX
BACH2,CDC7
BACH2,MGST3
BACH2,LARS2
BACH2,CSE1L
BACH2,NDUFA10
BACH2,RAD51AP1
BACH2,PSMD6
BACH2,SLC35G1
BACH2,POLA2
BACH2,CTPS
BACH2,EIF5A
BACH2,CCL4
BACH2,RCSD1
BACH2,GNG2
BACH2,NT5C2
BACH2,SLBP
BACH2,RABGGTB
BACH2,PADI4
BACH2,RETREG2
BACH2,CCT8
BACH2,SERPINA3G
BACH2,PCNA
BACH2,DDX21
BACH2,TNFAIP8
BACH2,MEMO1
BACH2,CAD
BACH2,TEX10
BACH2,DHFR
BACH2,ZBTB20
BACH2,HAT1
BACH2,NARF
BACH2,GJA1
BACH2,FARSB
BACH2,TMEM14C
BACH2,NUP107
BACH2,TRMT11
BACH2,PLCG2
BACH2,CBX5
BACH2,GMNN
BACH2,RGS19
BACH2,JPT2
BACH2,SLC25A3
BACH2,LPCAT3
BACH2,CENPK
BACH2,RB1
BACH2,CD82
BACH2,UROS
BACH2,IRF1
BACH2,DNAJC11
BACH2,CKS2
BACH2,GANAB
BACH2,WDR62
BACH2,SUPV3L1
BACH2,MCM4
BACH2,ERCC8
BMI1,MECOM
BMI1,GFI1
BMI1,EBF1
BMI1,OASL1
BMI1,GATA2
BMI1,ESR1
BMI1,BMI1
BMI1,ATP7B
BMI1,H2-Q6
BMI1,MYO1D
BMI1,RETREG1
BMI1,GOLM1
BMI1,LCP1
BMI1,ASNS
BMI1,MEF2C
BMI1,ITGA5
BMI1,NARS
BMI1,TUBA4A
BMI1,STX11
BMI1,GFI1B
BMI1,PLCG2
BMI1,SGO1
BMI1,KLHL12
BMI1,ANGPT1
BMI1,RAB38
BMI1,JPT1
BMI1,EPDR1
BMI1,NPM1
BMI1,RCOR1
BMI1,IFNGR1
BMI1,MYCN
BMI1,GJA1
EBF1,POLD1
EBF1,GFI1B
EBF1,SDC4
EBF1,FIGNL1
EBF1,CDT1
EBF1,EZR
EBF1,SHISA5
EBF1,PLCG2
EBF1,STEAP3
EBF1,POU2AF1
EBF1,STAT1
EBF1,SPPL2A
EBF1,CBX5
EBF1,RETREG2
EBF1,PIK3R2
EBF1,WDHD1
EBF1,IRF1
EBF1,ZDHHC13
EBF1,NAPSA
EBF1,TK1
EBF1,AURKB
EBF1,JPT2
EBF1,PSMC4
EBF1,FARSB
EBF1,IFITM1
EBF1,NAA50
EBF1,RAB37
EBF1,CELA1
EBF1,OASL1
EBF1,FOXO1
EBF1,RUVBL2
EBF1,ADK
EBF1,NEK2
EBF1,ATP2A3
EBF1,CD82
EBF1,DENND1C
EBF1,IFNGR1
EBF1,STARD10
EBF1,PPM1G
EBF1,EIF1AD
EBF1,HID1
EBF1,ADSL
EBF1,PRKAA1
EBF1,LRRC8C
EBF1,PDCD4
EBF1,BID
EBF1,DLST
EBF1,NARF
EBF1,SGO1
EBF1,CDC7
EBF1,ELOVL1
EBF1,NPTN
EBF1,NFAT5
EBF1,RCSD1
EBF1,TNS2
EBF1,RETREG1
EBF1,IL15
EBF1,PIGQ
EBF1,CLPTM1L
EBF1,RGS19
EBF1,TGTP2
EBF1,TRMT11
EBF1,DMTN
EBF1,GOLM1
EBF1,UHRF1
EBF1,IL21R
EBF1,SERPINA3G
EBF1,HSPA8
EBF1,SCARB1
EBF1,TNFAIP8
EBF1,HAT1
EBF1,FAM126A
EBF1,CLTC
EBF1,APEH
EBF1,SLC25A3
EBF1,KLF1
EBF1,HBA-A2
EBF1,EBF1
EBF1,DHFR
EBF1,NUP107
EBF1,SDF2L1
EBF1,CORO1A
EBF1,LIMD2
EBF1,ELF4
EBF1,VAMP5
EBF1,LPCAT3
EBF1,SLBP
EBF1,CTSE
EBF1,FADS3
EBF1,MS4A6B
EBF1,ABCB8
EBF1,NUSAP1
EBF1,GNL3
EBF1,GATA1
EBF1,CNN3
EBF1,CYP2J9
EBF1,UTP4
EBF1,ABCG4
EBF1,ASF1B
EBF1,ERP29
EBF1,DUSP1
EBF1,RFESD
EBF1,CKS2
EBF1,SUN1
EBF1,UMPS
EBF1,RPN2
EBF1,HSPA4
EBF1,CISH
EBF1,RCOR1
EBF1,SEH1L
EBF1,TMEM9B
EBF1,UROS
EBF1,PTGS1
EBF1,H2-Q6
EBF1,NDC1
EBF1,PRC1
EBF1,MECOM
EBF1,ATL2
EBF1,STX11
EBF1,CD63
EBF1,RAD51AP1
EBF1,IFT140
EBF1,EIF5A
EBF1,CITED4
EBF1,CAD
EBF1,ZFP467
EBF1,SPNS2
EBF1,CDK6
EBF1,NOLC1
EBF1,PSEN2
EBF1,SGPP1
EBF1,USP15
EBF1,CACYBP
EBF1,HSPE1
EBF1,HSPD1
EBF1,RB1
EBF1,ZYX
EBF1,LPIN2
EBF1,CYTH4
EBF1,KLF3
EBF1,TACC3
EGR2,TNFAIP8
EGR2,ERCC8
EGR2,PCNA
EGR2,CLTC
EGR2,RABGGTB
EGR2,NUBP2
EGR2,EIF2B1
EGR2,EIF5A
EGR2,SLC25A3
EGR2,STX11
EGR2,HSPE1
EGR2,HSPD1
EGR2,NSUN2
EGR2,TXNRD2
EGR2,TMEM97
EGR2,PACSIN2
EGR2,MORF4L2
EGR2,UROS
EGR2,TIPIN
EGR2,PTPN7
EGR2,HSPA4L
EGR2,CDCA4
EGR2,CKS2
EGR2,PSMD5
EGR2,ZYX
EGR2,USP14
EGR2,ALDH18A1
EGR2,DDIAS
EGR2,JPT2
EGR2,MT1
EGR2,GANAB
EGR2,TOR1AIP2
EGR2,TACC3
EGR2,TTF2
EGR2,MCM2
EGR2,ORC5
EGR2,UBXN2B
EGR2,CENPK
EGR2,ERP29
EGR2,TOMM22
EGR2,BIN2
EGR2,EIF1AD
EGR2,MFSD14B
EGR2,USP10
EGR2,SMIM13
EGR2,RGS2
EGR2,NOLC1
EGR2,CCNF
EGR2,CDT1
EGR2,SPCS3
EGR2,LPCAT3
EGR2,PSEN2
EGR2,ADK
EGR2,ANXA5
EGR2,SF3B3
EGR2,CCNB1
EGR2,TRMT11
EGR2,POLR2B
EGR2,REXO2
EGR2,MINPP1
EGR2,L2HGDH
EGR2,ALAD
EGR2,LCP1
EGR2,CAMSAP2
EGR2,ZDHHC13
EGR2,TRIM59
EGR2,BYSL
EGR2,NT5C2
EGR2,SLC25A5
EGR2,NMD3
EGR2,FOXO1
EGR2,HSPA8
EGR2,SEH1L
EGR2,TOMM70A
EGR2,JUNB
EGR2,NDC1
EGR2,OTUD4
EGR2,BUB1
EGR2,KPNA3
EGR2,RFESD
EGR2,FAM126A
EGR2,NPM1
EGR2,CENPO
EGR2,MAD2L1
EGR2,SCARB1
EGR2,GFI1
EGR2,PPAT
EGR2,SLC16A1
EGR2,IFNGR1
EGR2,DNAJC11
EGR2,FAM136A
EGR2,HSPA4
EGR2,RCSD1
EGR2,VDAC2
EGR2,TK1
EGR2,CKAP2
EGR2,RAB37
EGR2,CDC6
EGR2,ASF1B
EGR2,CERS5
EGR2,IRF1
EGR2,DCAF4
EGR2,JPT1
EGR2,DUSP1
EGR2,PRC1
EGR2,ANLN
EGR2,MTREX
EGR2,KIF18A
EGR2,MAT2A
EGR2,RCOR1
EGR2,RUVBL2
EGR2,CD82
EGR2,TUBA4A
EGR2,MGST3
EGR2,MCM4
EGR2,SUN1
EGR2,RAN
EGR2,ELOVL1
EGR2,ELAC2
EGR2,PPP2R1B
EGR2,NFAT5
EGR2,MARCH6
EGR2,SDHAF2
EGR2,RNF141
EGR2,CIPC
EGR2,LYRM4
EGR2,CBX5
EGR2,CYTH3
EGR2,PTCD3
EGR2,MYCN
EGR2,API5
EGR2,BUB1B
EGR2,NPTN
EGR2,WDSUB1
EGR2,DHFR
EGR2,GMNN
EGR2,CANX
EGR2,PRKAA1
EGR2,ASPM
EGR2,CDK1
EGR2,ZDHHC6
EGR2,PPM1G
EGR2,SLC19A1
EGR2,CSE1L
EGR2,CORO1A
EGR2,UTP4
EGR2,RPRD1B
EGR2,SEPT6
EGR2,LIG1
EGR2,PIGQ
EGR2,NUP107
EGR2,CDK6
EGR2,SUMO3
EGR2,NFE2L2
EGR2,TCF19
EGR2,MDH2
EGR2,PSMD9
EGR2,TALDO1
EGR2,XPNPEP1
EGR2,UHRF1
EGR2,ATL2
EGR2,SGO1
EGR2,EGR2
EGR2,SHISA5
EGR2,HMMR
EGR2,HAT1
EGR2,SDC4
EGR2,SSR1
EGR2,TES
EGR2,SPTB
EGR2,ATP1B3
EGR2,TEX10
EGR2,GOLM1
EGR2,WDHD1
EGR2,RETREG2
EGR2,ETF1
EGR2,MEMO1
EGR2,CS
EGR2,UMPS
EGR2,RB1
EGR2,LARS2
EGR2,POLD1
EGR2,PDCD4
EGR2,PSMC4
EGR2,NEK2
EGR2,CACYBP
EGR2,HDAC2
EGR2,SUPV3L1
EGR2,SLC31A1
EGR2,RANBP3
EGR2,EZR
EGR2,DENND1C
EGR2,PHF5A
EGR2,NUDT19
EGR2,KNSTRN
EGR2,NHP2
EGR2,TBCD
EGR2,CELA1
EGR2,CCT8
EGR2,FGFR1OP
EGR2,SDF2L1
EGR2,ATG4B
EGR2,CYTH4
EGR2,PTGS1
EGR2,AP3S1
EGR2,MIOS
EGR2,APPL2
EGR2,SPPL2A
EGR2,EFTUD2
EGR2,IFT140
EGR2,NR4A1
EGR2,RAMP1
EGR2,EEF1E1
EGR2,CYP20A1
EGR2,UBA2
EGR2,PRIM2
EGR2,SOD1
EGR2,RGS19
EGR2,HID1
EGR2,NOC4L
EGR2,CISH
EGR2,APEH
EGR2,SNRPB
EGR2,STAT1
EGR2,KLHL12
EGR2,OASL1
EGR2,ATP7B
EGR2,WDR5
EGR2,RETREG1
EGR2,DUT
EGR2,ATP5F1
EGR2,RANGAP1
EGR2,ATP2A3
EGR2,COX4I1
EGR2,GNL3
EGR2,GPSM2
EGR2,IFRD2
EGR2,ADSL
EGR2,LRRC8C
EGR2,NUSAP1
EGR2,COX6A1
EGR2,USP15
EGR2,LPIN2
EGR2,AFG3L2
EGR2,CREG1
EGR2,CENPE
EGR2,PHACTR2
EGR2,NDUFB9
EGR2,NARF
EGR2,NAA50
EGR2,POLA2
EGR2,FTSJ3
EGR2,SRM
EGR2,STAT3
EGR2,NADK
EGR2,DDX39
EGR2,DUS1L
EGR2,C1QTNF12
EGR2,DMTN
EGR2,IL21R
EGR2,BTAF1
EGR2,AURKB
EGR2,ENDOD1
EGR2,ODC1
EGR2,UBASH3A
EGR2,C1QBP
EGR2,SLBP
EGR2,SSX2IP
EGR2,WDR62
EGR2,SFXN1
EGR2,CLPTM1L
EGR2,FKBP4
EGR2,UBL4A
EGR2,PIK3R2
EGR2,H2-Q6
EGR2,VAMP5
EGR2,FECH
EGR2,HSDL1
EGR2,BMI1
EGR2,PRKAR2B
EGR2,HARS
EGR2,SMC2
EGR2,MFGE8
EGR2,SPNS2
EGR2,HCFC1
EGR2,HSPH1
EGR2,SLC39A8
EGR2,TMEM9B
EGR2,XRCC5
EGR2,IMMT
EGR2,USP25
EGR2,DENND2D
EGR2,EIF3A
EGR2,FOS
EGR2,TBC1D10C
EGR2,NEIL3
EGR2,CCT4
EGR2,LIMD2
EGR2,RCC1
EGR2,YBX3
EGR2,ELL2
EGR2,FIGNL1
EGR2,PLPPR3
EGR2,LAPTM5
EGR2,CRIP1
EGR2,CNIH1
EGR2,GIMAP5
EGR2,F11R
EGR2,MYO1D
EGR2,SLC25A44
EGR2,CMPK2
EGR2,MFNG
EGR2,ATP5A1
EGR2,CDC7
EGR2,CNN2
EGR2,KIF2C
EGR2,CENPF
EGR2,SLC35G1
EGR2,ALDH9A1
EGR2,RPN2
EGR2,DLST
EGR2,PLCG2
EGR2,WLS
EGR2,FARSB
EGR2,KDM6A
EGR2,DDX21
EGR2,WDR55
EGR2,CENPA
EGR2,BID
EGR2,PSMD6
EGR2,ASNS
EGR2,PHF10
EGR2,CHCHD2
EGR2,ME2
EGR2,FAM234B
EGR2,INCENP
EGR2,COX7A2
EGR2,TMEM33
EGR2,CTPS
EGR2,PLK1
EGR2,PSMD1
EGR2,ST3GAL5
EGR2,GARS
EGR2,NUDT4
EGR2,PRPF4
EGR2,STAT6
EGR2,LDHB
EGR2,NARS
EGR2,CPOX
EGR2,NDUFA10
EGR2,SGPP1
EGR2,KIF22
EGR2,UBAC1
EGR2,TPX2
EGR2,PLXDC2
EGR2,NCLN
EGR2,SSR2
EGR2,MARCH8
EGR2,ELF4
EGR2,TSC22D3
EGR2,S100A6
EGR2,HELLS
ELF4,NUBP2
ELF4,PNO1
ELF4,ELAC2
ELF4,INCENP
ELF4,PIK3R2
ELF4,HSPA4
ELF4,CENPO
ELF4,MEIS1
ELF4,RANGAP1
ELF4,HSPH1
ELF4,MAD2L1
ELF4,TACC3
ELF4,SEC23IP
ELF4,SF3B3
ELF4,MDH2
ELF4,SDHAF2
ELF4,TTF2
ELF4,NUP107
ELF4,ZDHHC6
ELF4,MCM3
ELF4,NDUFB9
ELF4,CDC45
ELF4,NCLN
ELF4,WDR55
ELF4,ETF1
ELF4,RFESD
ELF4,GARS
ELF4,STAT6
ELF4,LYRM4
ELF4,UBXN2B
ELF4,EIF1AD
ELF4,COX7A2
ELF4,WDR5
ELF4,CENPA
ELF4,FTSJ3
ELF4,DCAF4
ELF4,PSMC4
ELF4,TMEM14C
ELF4,NARS
ELF4,APEH
ELF4,HARS
ELF4,CHCHD2
ELF4,SNRPB
ELF4,SLC31A1
ELF4,HAT1
ELF4,CACYBP
ELF4,NHP2
ELF4,UROS
ELF4,PHF5A
ELF4,TRMT11
ELF4,CANX
ELF4,WDHD1
ELF4,TMEM33
ELF4,GFM1
ELF4,SLC25A3
ELF4,EEF1E1
ELF4,MCM4
ELF4,AP3S1
ELF4,ATP5F1
ELF4,AMPD3
ELF4,NAA50
ELF4,BYSL
ELF4,ATP7B
ELF4,TOMM70A
ELF4,SPI1
ELF4,NSUN2
ELF4,SHISA5
ELF4,ASPM
ELF4,TFEC
ELF4,KIF22
ELF4,HSPA8
ELF4,DDX39
ELF4,PPM1G
ELF4,LAPTM5
ELF4,CCT4
ELF4,JUNB
ELF4,CENPE
ELF4,ZDHHC13
ELF4,PCNA
ELF4,TPX2
ELF4,STAT1
ELF4,RAD51AP1
ELF4,STEAP3
ELF4,API5
ELF4,KIF2C
ELF4,ASF1B
ELF4,CLTC
ELF4,MS4A6B
ELF4,ALAD
ELF4,DHFR
ELF4,NDUFA10
ELF4,UMPS
ELF4,STAT3
ELF4,SPPL2A
ELF4,CYTH4
ELF4,CCNB2
ELF4,SLC25A44
ELF4,TOMM22
ELF4,GSTM1
ELF4,FOS
ELF4,TCF19
ELF4,TEX10
ELF4,CDC6
ELF4,ATP5A1
ELF4,IMMT
ELF4,ESCO2
ELF4,NOLC1
ELF4,CDT1
ELF4,TMEM9B
ELF4,SUMO3
ELF4,EIF3A
ELF4,NDC1
ELF4,CD82
ELF4,RETREG2
ELF4,SSR2
ELF4,ALDH18A1
ELF4,EGR2
ELF4,CCL4
ELF4,WDR62
ELF4,CTLA2B
ELF4,SDF2L1
ELF4,NUSAP1
ELF4,RTEL1
ELF4,TBCD
ELF4,CCT8
ELF4,MCM2
ELF4,ANXA5
ELF4,PRIM2
ELF4,NARF
ELF4,MT1
ELF4,NPTN
ELF4,OASL1
ELF4,RPN2
ELF4,RGS19
ELF4,KNSTRN
ELF4,PSMD9
ELF4,PRPF4
ELF4,CENPK
ELF4,UBA7
ELF4,PSEN2
ELF4,JPT1
ELF4,TBC1D10C
ELF4,BID
ELF4,PRPS1
ELF4,SLBP
ELF4,JPT2
ELF4,NADK
ELF4,GPX1
ELF4,OTUD4
ELF4,SEH1L
ELF4,MORF4L2
ELF4,COX7B
ELF4,RUVBL2
ELF4,NFAT5
ELF4,ELOVL1
ELF4,ABCB8
ELF4,TMEM173
ELF4,SMC2
ELF4,ME2
ELF4,DENND1C
ELF4,FARSB
ELF4,MGST3
ELF4,RBPMS
ELF4,TOR1AIP2
ELF4,CLPTM1L
ELF4,CTSE
ELF4,ADSL
ELF4,CDK1
ELF4,DDX21
ELF4,IFT140
ELF4,PSMD5
ELF4,SUPV3L1
ELF4,SLC39A8
ELF4,IFI203
ELF4,MARCH6
ELF4,CENPF
ELF4,MFSD14B
ELF4,IFRD2
ELF4,EIF2B1
ELF4,AURKB
ELF4,HCFC1
ELF4,TES
ELF4,PPAT
ELF4,COX6A1
ELF4,KIF18A
ELF4,LPCAT3
ELF4,LIMD2
ELF4,TALDO1
ELF4,XPNPEP1
ELF4,ORC5
ELF4,METAP2
ELF4,SULT1A1
ELF4,CPOX
ELF4,BUB1
ELF4,TNFAIP2
ELF4,RGS1
ELF4,LGALS9
ELF4,ANXA1
ELF4,GANAB
ELF4,STX11
ELF4,CS
ELF4,RCC1
ELF4,CISH
ELF4,HSPE1
ELF4,HSPD1
ELF4,HPN
ELF4,PSMD6
ELF4,UHRF1
ELF4,IARS
ELF4,APPL2
ELF4,ALDH9A1
ELF4,SGO1
ELF4,EIF5A
ELF4,DENND2D
ELF4,VDAC2
ELF4,USP15
ELF4,DPY19L1
ELF4,CDCA8
ELF4,CCNF
ELF4,EFTUD2
ELF4,SLC25A5
ELF4,CYP20A1
ELF4,UTP4
ELF4,NUDT19
ELF4,NT5C2
ELF4,RPRD1B
ELF4,LIG1
ELF4,TOP2A
ELF4,ADK
ELF4,ELF4
ELF4,POLD1
ELF4,CKAP2
ELF4,SERPINA3G
ELF4,TNFAIP8
ELF4,BUB1B
ELF4,PTPN7
ELF4,RANBP3
ELF4,FGFR1OP
ELF4,IRF1
ELF4,CASP12
ELF4,RAN
ELF4,FECH
ELF4,WLS
ELF4,CSF3R
ELF4,ESR1
ELF4,USP14
ELF4,TNIP3
ELF4,NOC4L
ELF4,CBX5
ELF4,SPCS3
ELF4,POLA2
ELF4,MAT2A
ELF4,CERS5
ELF4,TPP1
ELF4,ERCC8
ELF4,FAM136A
ELF4,DUS1L
ELF4,XRCC5
ELF4,IL15
ELF4,MINPP1
ELF4,CCNB1
ELF4,CDCA4
ELF4,ATP2A3
ELF4,TBXAS1
ELF4,LCP1
ELF4,ATP1B3
ELF4,CTPS
ELF4,SRM
ELF4,GNG2
ELF4,RGS18
ELF4,CKS2
ELF4,NMD3
ELF4,MFNG
ELF4,UBA2
ELF4,RCOR1
ELF4,DLST
ELF4,ARHGEF6
ELF4,WDSUB1
ELF4,VAMP5
ELF4,UBL4A
ELF4,HMMR
ELF4,DNAJC11
ELF4,PRC1
ELF4,TXNRD2
ELF4,POLR2B
ELF4,CYTH3
ELF4,GMNN
ELF4,DUSP1
ELF4,S100A6
ELF4,CSE1L
ELF4,FIGNL1
ELF4,PTCD3
ELF4,NFE2L2
ELF4,CELA1
ELF4,CDK6
ELF4,ZYX
ELF4,SMIM13
ELF4,CDC7
ELF4,LRRC8C
ELF4,LPIN2
ELF4,SSR1
ELF4,PDCD4
ELF4,SLC19A1
ELF4,PLK1
ELF4,CORO1A
ELF4,PIGQ
ELF4,LARS2
ESR1,MAD2L1
ESR1,DUS1L
ESR1,FKBP4
ESR1,PHF5A
ESR1,OASL1
ESR1,PSEN2
ESR1,TNFAIP2
ESR1,KPNA3
ESR1,KLF3
ESR1,ISG20
ESR1,TOR1AIP2
ESR1,PCP4L1
ESR1,CACYBP
ESR1,CHCHD2
ESR1,SH3TC2
ESR1,L2HGDH
ESR1,ATP5F1
ESR1,CLTC
ESR1,CKS2
ESR1,UBA7
ESR1,RETREG1
ESR1,LARS2
ESR1,UMPS
ESR1,MT1
ESR1,TNS2
ESR1,NARF
ESR1,CIPC
ESR1,CTSE
ESR1,DDX39
ESR1,NARS
ESR1,ATP1B3
ESR1,EIF2B1
ESR1,TBC1D10C
ESR1,VDAC2
ESR1,ADK
ESR1,LYRM4
ESR1,FGFR1OP
ESR1,SPPL2A
ESR1,NOLC1
ESR1,DUT
ESR1,ANXA5
ESR1,C1QBP
ESR1,PADI4
ESR1,CDC7
ESR1,SMIM13
ESR1,RABGGTB
ESR1,DUSP1
ESR1,NDUFA10
ESR1,EIF1AD
ESR1,TNFAIP8
ESR1,PNO1
ESR1,NFAT5
ESR1,CLPTM1L
ESR1,IFRD2
ESR1,SLC25A3
ESR1,NFE2L2
ESR1,SUPV3L1
ESR1,APPL2
ESR1,BYSL
ESR1,RANGAP1
ESR1,STEAP3
ESR1,MARCH8
ESR1,DNAJC11
ESR1,FAM136A
ESR1,XRCC5
ESR1,PCNA
ESR1,SLBP
ESR1,HSPA4
ESR1,SLC16A1
ESR1,PDCD4
ESR1,P2RY1
ESR1,STAT3
ESR1,NCLN
ESR1,CNN3
ESR1,NSUN2
ESR1,FARSB
ESR1,SMC2
ESR1,CBX5
ESR1,CCT4
ESR1,ZYX
ESR1,COX7A2
ESR1,PPAT
ESR1,ZBTB20
ESR1,NUBP2
ESR1,SLC43A1
ESR1,RGS2
ESR1,H2-Q6
ESR1,RETREG2
ESR1,OTUD4
ESR1,HSPH1
ESR1,PIGQ
ESR1,CENPK
ESR1,NOC4L
ESR1,CCT8
ESR1,UBXN2B
ESR1,SERPINF1
ESR1,NT5C2
ESR1,SEH1L
ESR1,GNL3
ESR1,EFTUD2
ESR1,TACC3
ESR1,HSPE1
ESR1,HSPD1
ESR1,RPN2
ESR1,MCM4
ESR1,NHP2
ESR1,SGO1
ESR1,ZDHHC6
ESR1,RTEL1
ESR1,PACSIN2
ESR1,HSPA8
ESR1,SSR2
ESR1,ANLN
ESR1,ELL2
ESR1,RBPMS
ESR1,EIF5A
ESR1,MTREX
ESR1,ATP5A1
ESR1,ELF4
ESR1,NDC1
ESR1,ASF1B
ESR1,MAT2A
ESR1,GSTM1
ESR1,HDAC2
ESR1,ATP7B
ESR1,AP3S1
ESR1,WDSUB1
ESR1,DLST
ESR1,KIF2C
ESR1,ATG4B
ESR1,USP14
ESR1,UROS
ESR1,MIOS
ESR1,ATL2
ESR1,GM4951
ESR1,KLHL12
ESR1,MDH2
ESR1,DMTN
ESR1,SDC4
ESR1,RFESD
ESR1,CS
ESR1,TBCD
ESR1,FECH
ESR1,MINPP1
ESR1,JUNB
ESR1,LBP
ESR1,CDT1
ESR1,SNRPB
ESR1,SF3B3
ESR1,IL15
ESR1,CENPE
ESR1,JPT2
ESR1,CDK1
ESR1,ALAD
ESR1,PSMD9
ESR1,ERP29
ESR1,LPCAT3
ESR1,MEIS1
ESR1,SOD1
ESR1,PRPF4
ESR1,CD63
ESR1,CYP2J9
ESR1,NPTN
ESR1,BTAF1
ESR1,HSPA4L
ESR1,NUP107
ESR1,EGR2
ESR1,NUDT19
ESR1,USP10
ESR1,SLC25A5
ESR1,SDHAF2
ESR1,RNF141
ESR1,ENDOD1
ESR1,ABCB8
ESR1,CENPA
ESR1,NR4A1
ESR1,IMMT
ESR1,XPNPEP1
ESR1,LGALS9
ESR1,CENPO
ESR1,RUVBL2
ESR1,PTCD3
ESR1,RAN
ESR1,MORF4L2
ESR1,IRF1
ESR1,EIF3A
ESR1,PSMD1
ESR1,IFT140
ESR1,SDSL
ESR1,IFNGR1
ESR1,WDHD1
ESR1,ORC5
ESR1,SSR1
ESR1,NPM1
ESR1,CYP20A1
ESR1,TOMM22
ESR1,CANX
ESR1,SSX2IP
ESR1,RGS19
ESR1,API5
ESR1,TXNRD2
ESR1,PSMC4
ESR1,NADK
ESR1,SLC31A1
ESR1,CSE1L
ESR1,FIGNL1
ESR1,SPNS2
ESR1,CISH
ESR1,SEC23IP
ESR1,TMEM14C
ESR1,PSMD5
ESR1,AMPD3
ESR1,ZFP467
ESR1,HAT1
ESR1,REXO2
ESR1,WDR5
ESR1,ODC1
ESR1,EEF1E1
ESR1,BUB1B
ESR1,PRC1
ESR1,SUN1
ESR1,DDIAS
ESR1,PPM1G
ESR1,WDR62
ESR1,NAA50
ESR1,IFITM1
ESR1,TIPIN
ESR1,KDM6A
ESR1,MECOM
ESR1,ETF1
ESR1,SHISA5
ESR1,ADSL
ESR1,UBA2
ESR1,JPT1
ESR1,AFG3L2
ESR1,ALDH9A1
ESR1,LDHB
ESR1,TOMM70A
ESR1,CDCA4
ESR1,SGPP1
ESR1,CDC45
ESR1,RAD51AP1
ESR1,CREG1
ESR1,GFM1
ESR1,ELOVL1
ESR1,POLR2B
ESR1,TPP1
ESR1,PIK3R2
ESR1,GANAB
ESR1,RANBP3
ESR1,NEK2
ESR1,ME2
ESR1,FAM234B
ESR1,TMEM33
ESR1,CAMSAP2
ESR1,ST3GAL5
ESR1,RPRD1B
ESR1,DHFR
ESR1,PRKAA1
ESR1,GMNN
ESR1,RCC1
ESR1,CNIH1
ESR1,PHACTR2
ESR1,GPX1
ESR1,STAT6
ESR1,GARS
ESR1,POLD1
ESR1,IARS
ESR1,SPCS3
ESR1,CITED4
ESR1,GPSM2
ESR1,CD82
ESR1,CDCA8
ESR1,FOS
ESR1,FTSJ3
ESR1,MFGE8
ESR1,KIF18A
