Gene1,Gene2
BRD9,ASPH
BRD9,SOCS2
BRD9,CBX1
BRD9,ARF4
BRD9,PARP1
BRD9,TMEM30A
BRD9,GLIPR2
BRD9,KDELR2
BRD9,HELB
BRD9,FDPS
BRD9,PTTG1IP
BRD9,CXXC1
BRD9,CNNM2
BRD9,IRF2BPL
BRD9,CBX5
BRD9,GALK1
BRD9,RAD21
BRD9,COPB2
BRD9,MPHOSPH8
BRD9,MED1
BRD9,ST5
BRD9,DDOST
BRD9,UBE2H
BRD9,PDIA5
BRD9,PDK1
BRD9,XPNPEP1
BRD9,HEXIM1
BRD9,TCF3
BRD9,CDK9
BRD9,BRD4
BRD9,MSL2
BRD9,CARHSP1
BRD9,ARHGAP1
BRD9,DERL1
BRD9,UCHL1
BRD9,ETNK1
BRD9,SNX1
BRD9,2410141K09RIK
BRD9,SELENOK
BRD9,FERMT2
BRD9,WDR82
BRD9,RNF24
BRD9,GNG5
BRD9,WDFY1
BRD9,BCLAF3
BRD9,RIT1
BRD9,TCOF1
BRD9,TMOD3
BRD9,GCNT1
BRD9,RRN3
BRD9,THAP11
BRD9,SLC25A4
BRD9,YY1
BRD9,KLHDC3
BRD9,GPAT4
BRD9,CST3
BRD9,SOD1
BRD9,KLF3
BRD9,TBP
BRD9,ABHD5
BRD9,METTL3
BRD9,USP28
BRD9,SLC25A22
BRD9,GAPDH
BRD9,VKORC1
BRD9,PHF5A
BRD9,PAFAH1B3
BRD9,STIP1
BRD9,P4HA1
BRD9,STT3B
BRD9,LMAN2
BRD9,H13
BRD9,MYDGF
BRD9,SELENOS
BRD9,PTPN14
BRD9,ZFP217
BRD9,HDAC1
BRD9,SELENOF
BRD9,CPOX
BRD9,MTA2
BRD9,TMEM150A
BRD9,ATXN10
BRD9,LSR
BRD9,IFITM1
BRD9,ZYX
BRD9,PACS1
BRD9,GGA2
BRD9,NOL6
BRD9,HIRIP3
BRD9,HELLS
BRD9,GFPT1
BRD9,ZCCHC24
BRD9,HNRNPL
BRD9,CYTH3
BRD9,PURB
BRD9,CHMP2B
BRD9,ZFP984
BRD9,SSR3
BRD9,MAPKAPK2
BRD9,ITGA6
BRD9,AARS
BRD9,KMT2D
BRD9,EXOSC5
BRD9,SMARCC1
BRD9,APAF1
BRD9,KAT2A
BRD9,QDPR
BRD9,MDN1
BRD9,GTF3C1
BRD9,PTP4A1
BRD9,F3
BRD9,RPA1
BRD9,SNX2
BRD9,COPA
BRD9,TLE4
BRD9,PHC2
BRD9,EPHA1
BRD9,MCFD2
BRD9,RPLP1
BRD9,CNOT3
BRD9,SETD1A
BRD9,TRIM28
BRD9,RAB3IL1
BRD9,MKRN1
BRD9,SEC24A
BRD9,MED12
BRD9,KIF1C
BRD9,KLF10
BRD9,CERS4
BRD9,SERPINH1
BRD9,NCOR2
BRD9,IQSEC1
BRD9,MYCN
BRD9,TBRG1
BRD9,CDC73
BRD9,RHOU
BRD9,TM9SF3
BRD9,CUL7
BRD9,1700019D03RIK
BRD9,MMGT1
BRD9,ALDH2
BRD9,NRG2
BRD9,2200002D01RIK
BRD9,TDGF1
BRD9,SIRT6
BRD9,MOB3B
BRD9,KDM5B
BRD9,MBNL2
BRD9,PRDX4
BRD9,GNPTAB
BRD9,ADAM23
BRD9,EPAS1
BRD9,MYC
BRD9,LOXL2
BRD9,MYLPF
BRD9,SELENOW
BRD9,CTR9
BRD9,HMGA1
BRD9,CDK8
BRD9,SLC7A6
BRD9,HSPA5
BRD9,FABP3
CBFA2T2,LAMP1
CBFA2T2,GATA4
CBFA2T2,TBRG1
CBFA2T2,PAFAH1B3
CBFA2T2,E4F1
CBFA2T2,PRKCSH
CBFA2T2,STMN1
CBFA2T2,CXXC1
CBFA2T2,IFITM1
CBFA2T2,GSE1
CBFA2T2,USP28
CBFA2T2,UPP1
CBFA2T2,PTP4A1
CBFA2T2,IGFBP2
CBFA2T2,YY1
CBFA2T2,POFUT2
CBFA2T2,MYLPF
CBFA2T2,CLTC
CBFA2T2,NELFA
CBFA2T2,SERF2
CBFA2T2,MKRN1
CBFA2T2,FOXP1
CBFA2T2,EPS8L2
CBFA2T2,CENPV
CBFA2T2,ADIPOR2
CBFA2T2,1700019D03RIK
CBFA2T2,RPLP1
CBFA2T2,PTMA
CBFA2T2,MED12
CBFA2T2,CST3
CBFA2T2,METTL3
CBFA2T2,GLIPR2
CBFA2T2,CNNM2
CBFA2T2,KDM4C
CBFA2T2,FABP3
CBFA2T2,CHD4
CBFA2T2,DROSHA
CBFA2T2,SH3GLB1
CBFA2T2,SERBP1
CBFA2T2,HDAC1
CBFA2T2,ANKRD33B
CBFA2T2,PFKP
CBFA2T2,PARVB
CBFA2T2,ADNP
CBX1,HDAC2
CBX1,MED23
CBX1,TMED3
CBX1,KDM4C
CBX1,DDOST
CBX1,PTP4A1
CBX1,ZFP984
CBX1,WDR11
CBX1,2410141K09RIK
CBX1,CLTC
CBX1,RAP1GDS1
CBX1,SLC25A4
CBX1,TOR1AIP2
CBX1,FKBP5
CBX1,ARHGAP1
CBX1,AKR1B3
CBX1,NSL1
CBX1,CALM1
CBX1,ZFP217
CBX1,SIRT6
CBX1,ADNP
CBX1,SELENOS
CBX1,TRIM28
CBX1,MAN1A2
CBX1,SLC7A6
CBX1,ARF4
CBX1,STAG1
CBX1,PTPN21
CBX1,CNNM2
CBX1,CASKIN2
CBX1,TBRG1
CBX1,TBP
CBX1,RBBP5
CBX1,MED1
CBX1,GORASP2
CBX1,CHST12
CBX1,SUZ12
CBX1,SLC35E1
CBX1,MICAL2
CBX1,MDN1
CBX1,CHN2
CBX1,ABCG2
CBX1,SS18
CBX1,XRCC5
CBX1,KCNQ5
CBX1,ATP6V0A1
CBX1,TMEM51
CBX1,COTL1
CBX1,PRDX1
CBX1,DAB2
CBX1,NOL6
CBX1,GNAI3
CBX1,POLR3D
CBX1,ZFP979
CBX5,HDAC2
CDK8,UPP1
CDK8,ACP6
CDK8,LRP2
CDK8,1700019D03RIK
CDK8,LAMP1
CDK8,RBPJ
CDK8,STMN1
CDK8,MBD3
CDK8,HMGA1
CDK8,CST3
CDK8,CLTC
CDK8,TDGF1
CDK8,ZFHX3
CDK8,ADNP
CDK8,LMNB1
CDK8,CALM1
CDK8,POU5F1
CDK8,KLF3
CDK8,PEG3
CDK8,PRDX1
CDK8,NANOG
CDK8,FABP3
CDK8,RAD23B
CDK8,IRF2BPL
CDK8,HSPA4
CDK8,TBRG1
CDK8,FZD10
CDK8,SOCS2
CDK8,SH3GLB1
CDK8,RYBP
CDK8,POLK
CDK8,ABCG2
CDK8,SUZ12
CDK8,KDM1A
CDK8,PTPN14
CDK8,MAPKAPK2
CDK8,NRF1
CDK8,RARA
CDK8,IFITM1
CDK8,LRRC58
CDK8,PATJ
CDK8,TFE3
CDK8,GORASP2
CDK8,SEC24A
CDK8,SOX2
CDK8,KLF10
CDK8,TCEA3
CDK8,SLC25A39
CDK8,MED23
CDK8,ETV1
CDK8,LAMC1
CDK8,HELLS
CDK8,PTMA
CDK8,KMT2D
CDK8,CTCF
CDK8,NAP1L1
CDK8,SS18
CDK8,PPIA
CDK8,SEPT1
CDK8,GLIPR2
CDK8,XRCC5
CDK8,TLE4
CDK8,PDK1
CDK8,HSP90AA1
CDK8,MPHOSPH8
CDK8,MSI2
CDK8,TMEM165
CDK8,MED26
CDK8,MSL2
CDK8,DDOST
CDK8,RAB11A
CDK8,RER1
CDK8,SMARCA4
CDK8,PTPN21
CDK8,RRN3
CDK8,POLE4
CDK8,BRD4
CDK8,MED12
CDK8,FERMT2
CDK8,KLF4
CDK8,FGF4
CDK8,SOD1
CDK8,LRRC2
CDK8,ELF3
CDK8,STAG1
CDK8,SCYL1
CDK8,CBX5
CDK8,WDFY1
CDK8,MED1
CDK8,NISCH
CDK8,LAMB2
CDK8,PURB
CDK8,CALR
CDK8,NOC3L
CDK8,CASKIN2
CDK8,ACO1
CDK8,RAF1
CDK8,NFYB
CDK8,SINHCAF
CDK8,TRIM28
CDK8,PAFAH1B3
CDK8,TGOLN1
CDK8,HDAC2
CDK8,CDC73
CDK8,ZFP819
CDK8,TNK2
CDK8,SLC7A6
CDK8,ETV4
CDK8,ELL
CDK8,LAPTM4A
CDK8,SMARCC1
CDK8,PDIA5
CDK8,COPA
CDK8,SMC3
CDK8,KDM5B
CDK8,FRS2
CDK8,UCHL1
CDK8,SLC35E1
CDK8,ALG5
CDK8,SERF2
CDK8,CHST12
CDK8,PACS1
CDK8,ITGA6
CDK8,TAF3
CDK8,BARD1
CDK8,MYCN
CDK8,PPP1R9A
CDK8,GABBR1
CDK8,BSG
CDK8,RAD21
CDK8,ATP6V0A1
CDK8,KDM4C
CDK8,BCLAF3
CDK8,SAP30
CDK8,ARHGAP1
CDK8,RNF2
CDK8,GSE1
CDK8,H13
CDK8,MTA2
CDK8,SLC25A5
CDK8,DAP
CDK8,ZC3H11A
CDK8,GNG5
CDK8,MYLPF
CDK8,SLC25A4
CDK8,OSTC
CDK8,MYC
CDK8,CDK9
CDK8,TMEM128
CDK8,SELENOK
CDK8,POLR3D
CDK8,GNPTAB
CDK8,2410141K09RIK
CDK8,GFPT1
CDK8,SELENOF
CDK8,PRKCSH
CDK8,COPG1
CDK8,TMEM30A
CDK8,GGA2
CDK8,FADS2
CDK8,SLC7A7
CDK8,TCF3
CDK8,SETDB1
CDK8,SELENOM
CDK8,CALU
CDK8,MKRN1
CDK8,GPAT4
CDK8,DNAJC21
CDK8,DERL1
CDK8,MRPS5
CDK8,GNAI3
CDK8,GCNT1
CDK8,LOXL2
CDK8,IER2
CDK8,ADAM23
CDK8,METTL3
CDK8,GTF3C1
CDK8,ARPC5
CDK8,ZSWIM1
CDK8,ST5
CDK8,ARID1A
CDK8,ADGRA2
CDK8,PSAP
CDK8,HEXIM1
CDK8,FDPS
CDK8,ILK
CDK8,P4HA1
CDK8,GLMP
CDK8,UBQLN2
CDK8,KCNQ5
CDK8,APAF1
CDK8,RUVBL2
CDK8,RHOU
CDK8,MSH2
CDK8,CDYL2
CDK8,MOB3B
CDK8,KDM6A
CDK8,CTSD
CDK8,ZFP428
CDK8,MOV10
CDK8,CTNNBIP1
CDK8,STAG2
CDK8,RRP12
CDK8,LMNB2
CDK8,DOCK5
CDK8,RBBP5
CDK8,GLO1
CDK8,GLDC
CDK8,IRAK3
CDK8,ERP29
CDK9,IER2
CDK9,HSPA5
CDK9,GORASP2
CDK9,CLTC
CDK9,PRDX1
CDK9,POLE4
CDK9,SETDB1
CDK9,MED23
CDK9,RAF1
CDK9,POFUT2
CDK9,ARF4
CDK9,P4HA1
CDK9,NELFA
CDK9,MYH9
CDK9,HEATR1
CDK9,ADNP
CDK9,CBX5
CDK9,GAPDH
CDK9,CDC42SE2
CDK9,IRF2BPL
CDK9,WDR11
CDK9,HSPA4
CDK9,LAMP1
CDK9,ACP6
CDK9,PDK1
CDK9,GXYLT1
CDK9,RBPJ
CDK9,CALR
CDK9,TMEM30A
CDK9,HELB
CDK9,MBD3
CDK9,GNAI3
CDK9,ARID1A
CDK9,IMPAD1
CDK9,ADIPOR2
CDK9,METTL3
CDK9,XRCC5
CDK9,SMC3
CDK9,KMT2D
CDK9,MTA2
CDK9,ELL
CDK9,TMEM59
CDK9,ATP6V0A1
CDK9,ASPH
CDK9,SOX2
CDK9,CTNNBIP1
CDK9,XPNPEP1
CDK9,SH3GLB1
CDK9,PTPN21
CDK9,POLK
CDK9,TBRG1
CDK9,LAMC1
CDK9,GCNT1
CDK9,NRG2
CDK9,PTMA
CDK9,LMNB1
CDK9,ADAM19
CDK9,NANOG
CDK9,L1TD1
CDK9,USP28
CDK9,TDGF1
CDK9,PAFAH1B3
CDK9,KDM5B
CDK9,FNDC3B
CDK9,CYTH3
CDK9,KDM1A
CDK9,FLNB
CDK9,ELF3
CDK9,OGT
CDK9,IFITM1
CDK9,FGF4
CDK9,DDOST
CDK9,SELENOM
CDK9,PLA2G16
CDK9,2410141K09RIK
CDK9,RNF2
CDK9,CASKIN2
CDK9,MBD2
CDK9,USP7
CDK9,UPP1
CDK9,CERS4
CDK9,MED26
CDK9,MDN1
CDK9,FABP3
CDK9,FDPS
CDK9,LSR
CDK9,NOC3L
CDK9,CUL7
CDK9,KIF1C
CDK9,LMAN2
CDK9,PACS1
CDK9,MKRN1
CDK9,SNX1
CDK9,ACO1
CDK9,CBFA2T2
CDK9,ALDH2
CDK9,ARHGAP1
CDK9,PHC2
CDK9,WDFY1
CDK9,ABCG2
CDK9,TAF3
CDK9,GTF3C1
CHD4,MED23
CHD4,ADNP
CHD4,SIRT6
CHD4,SH3GLB1
CHD4,CTCF
CHD4,MED1
CHD4,GORASP2
CHD4,DAP
CHD4,POLE4
CHD4,XRCC5
CHD4,DDOST
CHD4,CALU
CHD4,WDR11
CHD4,CLTC
CHD4,ITPK1
CHD4,NOC3L
CHD4,NSL1
CHD4,ALG5
CHD4,TOR1AIP2
CHD4,SNX2
CHD4,CDC73
CHD4,CYTH3
CHD4,RUVBL2
CHD4,PRDX1
CHD4,ZC3H11A
CHD4,PTPN21
CHD4,CHST12
CHD4,POFUT2
CHD4,KMT2D
CHD4,CBFA2T2
CHD4,CHMP2B
CHD4,STIP1
CHD4,EXOSC5
CHD4,SUZ12
CHD4,TBRG1
CHD4,CDK8
CHD4,MYLPF
CHD4,SCYL1
CHD4,MSI2
CHD4,ACP6
CHD4,TCF3
CHD4,SLC25A22
CHD4,STMN1
CHD4,SLC7A6
CHD4,SLC25A4
CHD4,HNRNPL
CHD4,RCC2
CHD4,SELENOM
CHD4,STT3A
CHD4,CNOT3
CHD4,GNG5
CHD4,TMEM51
CHD4,PHC2
CHD4,MKRN1
CHD4,HDAC2
CHD4,EML3
CHD4,TGFBR3
CHD4,ADAM19
CHD4,CALM1
CHD4,TM9SF3
CHD4,FNDC3B
CHD4,SMARCA4
CHD4,PATJ
CHD4,TEX264
CHD4,LAMP1
CHD4,CNNM2
CHD4,FKBP5
CHD4,GLIPR2
CHD4,ZFP984
CHD4,TRIM28
CHD4,FADS2
CHD4,TRPS1
CHD4,NISCH
CHD4,LAMC1
CHD4,HMGA1
CHD4,TMEM150A
CHD4,SMAD2
CHD4,LRRC58
CHD4,FNDC3A
