Gene1,Gene2
IKZF1,TOMM40
IKZF1,NUP93
IKZF1,NUP155
IKZF1,ARHGDIB
IKZF1,SLC25A38
IKZF1,EIF2S1
IKZF1,HSPA8
IKZF1,POLD1
IKZF1,NUF2
IKZF1,EIF5A
IKZF1,SLC39A8
IKZF1,CDC20
IKZF1,DTL
IKZF1,MDH2
IKZF1,IKZF1
IKZF1,CKAP2L
IKZF1,BIRC5
IKZF1,POU2AF1
IKZF1,CCNA2
IKZF1,ORC5
IKZF1,ME2
IKZF1,PBK
IKZF1,NUP107
IKZF1,ACSS1
IKZF1,PPAT
IKZF1,CIP2A
IKZF1,CDT1
IKZF1,CDC7
IKZF1,METTL8
IKZF1,TXNL1
IKZF1,RANBP1
IKZF1,LIMD2
IKZF1,SLBP
IKZF1,KIF20B
IKZF1,TUBA1B
IKZF1,SERPINA3G
IKZF1,ECT2
IKZF1,DDIAS
IKZF1,GTF2F1
IKZF1,STAT6
IKZF1,TBC1D10C
IKZF1,GIMAP5
IKZF1,PRC1
IKZF1,SMC2
IKZF1,ANXA5
IKZF1,CBX5
IKZF1,SOD1
IKZF1,TNFAIP8
IKZF1,RRM1
IKZF1,ELMO1
IKZF1,TMEM173
IKZF1,RFESD
IKZF1,GFI1
IKZF1,ADGRG1
IKZF1,PLCB2
IKZF1,GFI1B
IKZF1,CTLA2A
IKZF1,DCK
IKZF1,FPGS
IKZF1,AP3S1
IKZF1,PSMD9
IKZF1,EIF3G
IKZF1,CKAP2
IKZF1,RAG2
IKZF1,CORO1A
IKZF1,PNO1
IKZF1,CKS1B
IKZF1,HSP90AA1
IKZF1,CENPK
IKZF1,LSP1
IKZF1,VKORC1L1
IKZF1,LARS2
IKZF1,GIMAP1
IKZF1,SLC43A1
IKZF1,PCLAF
IKZF1,FAM126A
IKZF1,ESCO2
IKZF1,NOLC1
IKZF1,PRKAR2B
IKZF1,SMC4
IKZF1,REEP6
IKZF1,NPM1
IKZF1,PPM1L
IKZF1,LGALS9
IKZF1,TUBB4B
IKZF1,LIG1
IKZF1,C1QBP
IKZF1,D1ERTD622E
IKZF1,HSPE1
IKZF1,FECH
IKZF1,NUP85
IKZF1,INCENP
IKZF1,GMNN
IKZF1,HDAC2
IKZF1,FOXO1
IKZF1,PIGQ
IKZF1,TACC3
IKZF1,UROS
IKZF1,H2AFX
IKZF1,XPNPEP1
IKZF1,ATP5G1
IKZF1,CDC45
IKZF1,SLC25A3
IKZF1,RRM2
IKZF1,ORC2
IKZF1,RPS27L
IKZF1,PHF10
IKZF1,JUNB
IKZF1,FTH1
IKZF1,HNRNPAB
IKZF1,RCC1
IKZF1,DDX39
IKZF1,CCNE2
IKZF1,VAMP5
IKZF1,MTHFD1
IKZF1,CS
IKZF1,ADK
IKZF1,PIK3IP1
IKZF1,PRIM1
IKZF1,CARHSP1
IKZF1,CAD
IKZF1,DDX21
IKZF1,ALDH18A1
IKZF1,SLC25A5
IKZF1,MYH10
IKZF1,HAGH
IKZF1,PSME3
IKZF1,CRIP2
IKZF1,MGST3
IKZF1,BIN2
IKZF1,NECAP2
IKZF1,HDGF
IKZF1,LYZ2
IKZF1,HLF
IKZF1,AURKB
IKZF1,MNDAL
IKZF1,HCFC1
IKZF1,SLC20A1
IKZF1,CDC6
IKZF1,SPC24
IKZF1,IDH3A
IKZF1,COX6B1
IKZF1,POLA2
IKZF1,CDCA3
IKZF1,NCL
IKZF1,ARHGEF6
IKZF1,STT3B
IKZF1,KNSTRN
IKZF1,IRF8
IKZF1,LTB
IKZF1,DHFR
IKZF1,TOMM22
IKZF1,PLPP1
IKZF1,ESR1
IKZF1,CYTH3
IKZF1,CYC1
IKZF1,ARHGAP19
IKZF1,FAM234B
IKZF1,ATP5B
IKZF1,IFITM3
IKZF1,SLC29A1
IKZF1,HMMR
IKZF1,TSPAN33
IKZF1,BCL11B
IKZF1,TUBB5
IKZF1,PRSS50
IKZF1,SPIRE1
IKZF1,COX7B
IKZF1,HACD4
IKZF1,CD27
IKZF1,NFIA
IKZF1,TXNRD2
IKZF1,EPOR
IKZF1,LY6A
IRF8,LSP1
IRF8,PLPP1
IRF8,ELMO1
IRF8,ARHGEF6
IRF8,RFESD
IRF8,ME2
IRF8,IKZF1
IRF8,HAGH
IRF8,HSPE1
IRF8,BIN2
IRF8,TNFAIP8
IRF8,TBC1D10C
IRF8,ARHGDIB
IRF8,MNDAL
IRF8,RANBP1
IRF8,TMEM173
IRF8,IFITM3
IRF8,GFI1B
IRF8,SERPINA3G
