Gene1,Gene2
DPY30,INO80
DPY30,EPAS1
DPY30,SUPT5
DPY30,RNF138
DPY30,MPHOSPH8
DPY30,LAMC1
DPY30,UBQLN2
DPY30,DNAJC10
DPY30,TBP
DPY30,PDIA5
DPY30,RARG
DPY30,TAF3
DPY30,DMAP1
DPY30,CALU
DPY30,PAFAH1B3
DPY30,SLC7A6
DPY30,TGIF2
DPY30,SSR1
DPY30,ZFP384
DPY30,ATF7IP
DPY30,ARFIP1
DPY30,PRDX4
DPY30,TLE4
DPY30,KCTD10
DPY30,SEC23A
DPY30,KMT2D
DPY30,SELENOM
DPY30,FUT8
DPY30,CBX3
DPY30,CDK9
DPY30,KDELR2
DPY30,SLC25A4
DPY30,ERP29
DPY30,RYBP
DPY30,NCAPH2
DPY30,PPIB
DPY30,SLC35F5
DPY30,SUMO2
DPY30,LEO1
DPY30,UTF1
DPY30,MORC3
DPY30,TMEM9B
DPY30,COPB1
DPY30,AFF3
DPY30,ZFHX3
DPY30,MSL2
DPY30,COPA
DPY30,MOB3B
DPY30,PTPN14
DPY30,QSOX1
DPY30,TET3
DPY30,PNP
DPY30,HELB
DPY30,GPC6
DPY30,UPP1
DPY30,RBMXL2
DPY30,KDM4C
DPY30,CDC42SE2
DPY30,ARID1A
DPY30,HSPA4
DPY30,HEXIM1
DPY30,SEC11A
DPY30,LRRC59
DPY30,CTDSPL
DPY30,HDAC3
DPY30,SPNS2
DPY30,REEP5
DPY30,BTAF1
DPY30,USP16
DPY30,P3H2
DPY30,ZFP143
DPY30,GABARAP
ELL,SUPT5
ELL,CHMP4B
ESRRB,UPP1
ESRRB,CALU
ESRRB,NR5A2
ESRRB,SLC25A4
ESRRB,MYLPF
ESRRB,SUMO2
ESRRB,MSH6
ESRRB,FBLIM1
ESRRB,HSPA4
ESRRB,RASGRP2
ESRRB,JUN
ESRRB,POU5F1
ESRRB,OAT
ESRRB,HSPB1
ESRRB,SEC11A
ESRRB,CAR2
ESRRB,MBD3
ESRRB,ZIC3
ESRRB,ZFP57
ESRRB,DUSP27
ESRRB,USP16
ESRRB,BRD2
ESRRB,GLI1
ESRRB,ETV4
ESRRB,SLC7A3
ESRRB,QSOX1
ESRRB,HNF1B
ESRRB,EPAS1
ESRRB,TXNDC12
ESRRB,SLC35F5
ESRRB,DUSP9
ESRRB,HELB
ESRRB,RBBP7
ESRRB,RNF2
ESRRB,REEP5
ESRRB,GDPD5
ESRRB,PARD6B
ESRRB,TBRG1
ESRRB,SSR1
ESRRB,IFITM1
ESRRB,TMEM144
ESRRB,ADAM19
ESRRB,POLE4
ESRRB,DPY30
ESRRB,SERPING1
ESRRB,KCTD10
ESRRB,GCNT2
ESRRB,NR4A1
ESRRB,CDH6
ESRRB,1700061G19RIK
ESRRB,RARG
ESRRB,GSTA4
ESRRB,RPP25
ESRRB,DNAJC10
ESRRB,RCN3
ESRRB,SUPT5
ESRRB,ITPK1
ESRRB,ZFHX3
ESRRB,KMT2C
ESRRB,ZFP143
ESRRB,KDELR2
ESRRB,GABARAP
GLI1,KDM4C
HDAC3,RASGRP2
HDAC3,SLC7A3
HDAC3,UPP1
HDAC3,NR5A2
HDAC3,CALU
HDAC3,GCNT2
HDAC3,HSPB1
HDAC3,MYLPF
HDAC3,RBBP7
HDAC3,TEX264
HDAC3,GSTA4
HDAC3,IFITM1
HDAC3,PNP
HDAC3,FNDC3B
HDAC3,MSL2
HDAC3,SLC35F5
HDAC3,BRD2
HDAC3,POU5F1
HDAC3,SMARCA2
HDAC3,MBD3
HDAC3,ETV4
HDAC3,KMT2D
HDAC3,FBLIM1
HDAC3,USP16
HDAC3,ADAM19
HDAC3,KMT2C
HDAC3,TBRG1
HDAC3,GFPT1
HDAC3,MSH6
HDAC3,SH3PXD2B
HDAC3,ZFP57
HDAC3,DUSP9
HDAC3,ZFP143
HDAC3,RNF138
HDAC3,DPPA4
HDAC3,AU018091
HEXIM1,HSP90AA1
HEXIM1,DPY30
HEXIM1,POLE4
HEXIM1,CBX3
HEXIM1,APPBP2
HEXIM1,TAF3
HEXIM1,SLC25A4
HEXIM1,MBD3
HEXIM1,RAD21
HEXIM1,RPN2
HEXIM1,COTL1
HEXIM1,CDC42SE2
HEXIM1,ZFP57
HEXIM1,SUMO2
HEXIM1,ACTL6A
HEXIM1,TDG
HEXIM1,USP16
HEXIM1,PDIA5
HEXIM1,ERP29
HEXIM1,ACBD3
HEXIM1,CREB3
HEXIM1,RBMXL2
HEXIM1,SLC7A6
HEXIM1,MORC3
HEXIM1,ATP6V0A1
HEXIM1,SSR1
HEXIM1,ARFGAP1
HEXIM1,QSOX1
HEXIM1,CALU
HEXIM1,NELFA
HEXIM1,TAF2
HEXIM1,ARFIP1
HEXIM1,MAFK
HEXIM1,TLE4
HEXIM1,CDH6
HEXIM1,MPHOSPH8
HEXIM1,SUPT5
HEXIM1,SEC11A
HEXIM1,TMEM9B
HEXIM1,MPRIP
HEXIM1,FNDC3B
HEXIM1,FUT8
HEXIM1,TBRG1
HEXIM1,PAFAH1B3
HEXIM1,GLO1
HEXIM1,ARID1A
HEXIM1,P3H2
HEXIM1,INO80
HEXIM1,DNAJC10
HEXIM1,SEC23A
HEXIM1,MSL2
HEXIM1,ALDH2
HEXIM1,RRBP1
HEXIM1,COPA
HEXIM1,ZFP143
HEXIM1,OAT
HEXIM1,STARD10
HEXIM1,ZFHX3
HEXIM1,CNOT3
HEXIM1,USP28
HEXIM1,MSH6
HEXIM1,LAMC1
HEXIM1,RYBP
HEXIM1,ADAM19
HEXIM1,LRRC59
HEXIM1,CDC5L
HEXIM1,ZFP322A
HEXIM1,KDM5B
HEXIM1,DRAM1
HEXIM1,SETD1A
HEXIM1,RNF2
HEXIM1,GDPD5
HEXIM1,KLF2
HEXIM1,HSPA4
HEXIM1,ADAM23
HEXIM1,KLF5
HEXIM1,KMT2C
HEXIM1,DDX21
HEXIM1,CAR2
HEXIM1,KDELR2
HEXIM1,SELENOM
HEXIM1,PXDN
HEXIM1,TEX264
HEXIM1,UTF1
HEXIM1,GPC6
HEXIM1,GFPT1
HEXIM1,REEP5
HEXIM1,TBP
HEXIM1,SLC35F5
HEXIM1,PNP
HEXIM1,RPP25
HEXIM1,AFF3
HEXIM1,TIMP2
HEXIM1,KMT2D
HEXIM1,NR5A2
HEXIM1,B4GALNT4
HEXIM1,MAPKAPK2
HEXIM1,COPB1
HEXIM1,KDM4C
HEXIM1,ATF7IP
HEXIM1,PPIB
HEXIM1,CDK9
HEXIM1,TET3
HEXIM1,RXRA
HEXIM1,ITGA6
HEXIM1,EXT2
HEXIM1,SPNS2
HEXIM1,B2M
HEXIM1,PARD6B
HEXIM1,BEND5
HEXIM1,CREB3L2
HEXIM1,RNF138
HEXIM1,MOB3B
HEXIM1,PTPN14
HEXIM1,TET2
HEXIM1,TXNDC12
HEXIM1,NR4A1
HEXIM1,UPP1
HEXIM1,HNF1B
HEXIM1,HELB
HEXIM1,TET1
HEXIM1,HSP90AB1
HEXIM1,PCBD1
HEXIM1,LEO1
HEXIM1,OBSL1
HEXIM1,LDLRAP1
HEXIM1,PCGF2
HEXIM1,EPHA1
HEXIM1,TGIF2
HEXIM1,JUN
HEXIM1,TBX3
HEXIM1,GCNT2
HEXIM1,HSPB1
HEXIM1,HIRIP3
HEXIM1,HDAC3
HEXIM1,DMAP1
HEXIM1,RARG
HEXIM1,FGD1
HEXIM1,KMT2B
HEXIM1,KCTD10
HEXIM1,FAM129B
HEXIM1,RBBP7
HEXIM1,ETV4
INO80,TXNDC12
INO80,KMT2B
INO80,HSP90AB1
INO80,MORC3
INO80,NELFA
INO80,INO80
INO80,BTAF1
INO80,RPN2
INO80,POLE4
INO80,RAD21
INO80,PDIA5
INO80,HSP90AA1
INO80,CNOT3
INO80,KMT2D
INO80,KCTD10
INO80,HSPA4
INO80,APPBP2
INO80,TAF3
INO80,TYRO3
INO80,RNF2
INO80,SSR1
INO80,ZFP384
INO80,LEO1
INO80,ELL
INO80,GNG10
INO80,CBX3
INO80,SUMO2
INO80,ACBD3
INO80,USP28
INO80,KDELR2
INO80,USP16
INO80,PTOV1
INO80,CDC42SE2
INO80,MBD3
INO80,RNF138
INO80,CHMP4B
INO80,CAR2
INO80,TDG
INO80,TLE4
INO80,B4GALNT4
INO80,LAMC1
INO80,ERP29
INO80,ZFP143
INO80,FNDC3B
INO80,KLF2
INO80,MSH6
INO80,SETD1A
INO80,LRRC59
INO80,LDLRAP1
INO80,COPB1
INO80,RYBP
INO80,MYLPF
INO80,TET2
INO80,SUPT5
INO80,ZFP217
INO80,MPRIP
INO80,REST
INO80,KDM5B
INO80,PARD6B
INO80,RBMXL2
INO80,RPP25
INO80,ADAM23
INO80,TMEM9B
INO80,SH3PXD2B
INO80,KLF5
INO80,HSPB1
INO80,SLC7A6
INO80,ITGA6
INO80,ITPK1
INO80,TET3
INO80,MAPKAPK2
INO80,UBQLN2
INO80,FBLIM1
INO80,FAM129B
INO80,EXT2
INO80,TIMP2
INO80,CDC5L
INO80,ZFHX3
INO80,CREB3
INO80,CDK9
INO80,TEX264
INO80,SLC35F5
INO80,TAF2
INO80,ETV4
INO80,RRBP1
INO80,RASGRP2
INO80,DPY30
INO80,ALDH2
INO80,DNAJC10
INO80,HMGA1B
INO80,HMGA1
INO80,GGTA1
INO80,NR4A1
INO80,SLC25A4
INO80,TBP
INO80,MAFK
INO80,TGIF2
INO80,RARG
INO80,STARD10
INO80,FUT8
INO80,GLI1
INO80,RXRA
INO80,MPHOSPH8
INO80,REEP5
INO80,KMT2C
INO80,OBSL1
INO80,MSL2
INO80,BRD2
INO80,RBBP7
INO80,PCGF2
INO80,ATP6V0A1
INO80,AKT1
INO80,OAT
INO80,PPIB
INO80,SPNS2
INO80,GFPT1
INO80,UTF1
INO80,KDM4C
INO80,BEND5
INO80,ARID1A
INO80,TBX3
INO80,PXDN
INO80,CTDSPL
INO80,ACTL6A
INO80,EPHA1
INO80,PTPN14
INO80,ALG13
INO80,AFF3
INO80,SERPING1
INO80,FST
INO80,FGD1
INO80,CREB3L2
INO80,EPAS1
INO80,ESRRB
INO80,GDPD5
INO80,P3H2
INO80,DRAM1
INO80,MOB3B
INO80,PAFAH1B3
INO80,ZFP57
INO80,UPP1
INO80,SEC23A
INO80,QSOX1
INO80,ZIC3
INO80,CDH6
INO80,PRDX4
INO80,HDAC3
INO80,COTL1
INO80,ATF7IP
INO80,JUN
INO80,DUSP9
INO80,ADAM19
INO80,GDF3
INO80,GPC6
INO80,SMARCA2
INO80,ARFIP1
INO80,DDX21
JUN,FBLIM1
KDM4C,DMAP1
KDM4C,COPB1
KDM4C,SLC7A6
KDM4C,INO80
KDM4C,RPN2
KDM4C,ACTL6A
KDM4C,BTAF1
KDM4C,MPRIP
KDM4C,EXT2
KDM4C,KMT2D
KDM4C,NELFA
KDM4C,TMEM9B
KDM4C,TAF2
KDM4C,ACBD3
KDM4C,USP16
KDM4C,CDC42SE2
KDM4C,SSR1
KDM4C,KCTD10
KDM4C,RRBP1
KDM4C,DPY30
KDM4C,PDIA5
KDM4C,LRRC59
KDM4C,DNAJC10
KDM4C,SETD1A
KDM4C,KDELR2
KDM4C,KMT2C
KDM4C,SEC11A
KDM4C,TAF3
KDM4C,FNDC3B
KDM4C,ZFP384
KDM4C,PPIB
KDM4C,MAPKAPK2
KDM4C,PARD6B
KDM4C,QSOX1
KDM4C,ARFIP1
KDM4C,TDG
KDM4C,SLC35F5
KDM4C,OAT
KDM4C,GLO1
KDM4C,RNF2
KDM4C,DDX21
KDM4C,CALU
KDM4C,KDM4C
KDM4C,ITGA6
KDM4C,ZFP322A
KDM4C,GNG10
KDM4C,SUPT5
KDM4C,COPA
KDM4C,TET3
KDM4C,APPBP2
KDM4C,STARD10
KDM4C,CAR2
KDM4C,HELB
KDM4C,CDK9
KDM4C,LEO1
