Gene1,Gene2
BHLHE40,COA5
BHLHE40,GATM
BHLHE40,PRDX3
BHLHE40,MCM5
BHLHE40,TXNL1
BHLHE40,PSMF1
BHLHE40,ATPIF1
BHLHE40,OAT
BHLHE40,SHISA8
BHLHE40,TARS
BHLHE40,EIF3G
BHLHE40,ESYT2
BHLHE40,SPC24
BHLHE40,PSMD7
BHLHE40,TBL3
BHLHE40,EPRS
BHLHE40,4833439L19RIK
BHLHE40,ORC2
BHLHE40,GEMIN5
BHLHE40,ZFP639
BHLHE40,SEPT8
BHLHE40,CNR2
BHLHE40,POLR1B
BHLHE40,NASP
BHLHE40,EPOR
BHLHE40,RFC5
BHLHE40,UGCG
BHLHE40,FBXO5
BHLHE40,NOL9
BHLHE40,PPP1CB
BHLHE40,EYA2
BHLHE40,YPEL3
BHLHE40,SDHD
BHLHE40,PCYT1A
BHLHE40,NUF2
BHLHE40,GOLT1B
BHLHE40,WDR7
BHLHE40,PPOX
BHLHE40,CCT5
BHLHE40,ARHGDIB
BHLHE40,NAE1
BHLHE40,STIP1
BHLHE40,GYPA
BHLHE40,ACAP1
BHLHE40,VIM
BHLHE40,GP5
BHLHE40,TANGO2
BHLHE40,ATP1B2
BHLHE40,UQCRC1
BHLHE40,HSP90AA1
BHLHE40,CES2G
BHLHE40,NOTCH1
BHLHE40,CD53
BHLHE40,CYB5R3
BHLHE40,MTFR1
BHLHE40,TTLL12
BHLHE40,CLIC4
BHLHE40,SPTBN1
BHLHE40,CBX7
BHLHE40,CCT3
BHLHE40,SELENBP1
BHLHE40,PON2
BHLHE40,LSP1
BHLHE40,EIF4ENIF1
BHLHE40,TIMM50
BHLHE40,TLK1
BHLHE40,RAD51
BHLHE40,CCT6A
BHLHE40,CKS1B
BHLHE40,NECAP2
BHLHE40,CRIP2
BHLHE40,MARS
BHLHE40,TENT5A
BHLHE40,ACAA2
BHLHE40,LTB
BHLHE40,KNL1
BHLHE40,USF3
BHLHE40,RFC4
BHLHE40,METAP1
BHLHE40,LPP
BHLHE40,PRMT5
BHLHE40,FEM1B
BHLHE40,ATP5B
BHLHE40,EPS15
BHLHE40,CUL4A
BHLHE40,HMBS
BHLHE40,SLC25A38
BHLHE40,GIMAP8
BHLHE40,CLCA3A1
BHLHE40,PHB2
BHLHE40,COX6B1
BHLHE40,UBE2C
BHLHE40,JUN
BHLHE40,SHCBP1
BHLHE40,KIF11
BHLHE40,SMC4
BHLHE40,MARCH5
BHLHE40,NUP85
BHLHE40,MFSD2B
BHLHE40,ACSL5
BHLHE40,RPN1
BHLHE40,NIF3L1
BHLHE40,ALKBH8
BHLHE40,CDCA5
BHLHE40,TSPO2
BHLHE40,NCAPH
BHLHE40,PPID
BHLHE40,MIS18BP1
BHLHE40,RPS27L
BHLHE40,PTPRC
BHLHE40,DDOST
BHLHE40,MCM7
BHLHE40,PLCB2
BHLHE40,PWP2
BHLHE40,HNRNPAB
BHLHE40,TNFRSF13B
BHLHE40,RNF139
BHLHE40,TSPAN14
BHLHE40,PGLYRP2
BHLHE40,BIRC5
BHLHE40,MAPK9
BHLHE40,CNP
BHLHE40,TUBGCP3
BHLHE40,APLP2
BHLHE40,MOGS
BHLHE40,NUDCD1
BHLHE40,VKORC1L1
BHLHE40,CALCRL
BHLHE40,GBP2
BHLHE40,SATB1
BHLHE40,MYLK3
BHLHE40,FPGS
BHLHE40,RGCC
BHLHE40,SMPD4
BHLHE40,ERMAP
BHLHE40,OPTN
BHLHE40,ABCB4
BHLHE40,PPA1
BHLHE40,PRIM1
BHLHE40,SNCA
BHLHE40,SLC41A3
BHLHE40,GSTM5
BHLHE40,RRM2
BHLHE40,STOM
BHLHE40,SPPL2B
BHLHE40,MKI67
BHLHE40,D1ERTD622E
BHLHE40,SPTA1
BHLHE40,SLC38A5
BHLHE40,CCT7
BHLHE40,TMX1
BHLHE40,COMT
BHLHE40,STRAP
BHLHE40,CD74
BHLHE40,SLC40A1
BHLHE40,GUCD1
BHLHE40,TUBGCP2
BHLHE40,GCLM
BHLHE40,AHCTF1
BHLHE40,BCAP29
BHLHE40,CASP3
BHLHE40,KLF6
BHLHE40,SAPCD2
BHLHE40,PSMG2
BHLHE40,GCNT2
BHLHE40,CCT2
BHLHE40,FASTKD2
BHLHE40,STAT2
BHLHE40,LMNA
BHLHE40,HACD4
BHLHE40,GIMAP1
BHLHE40,DKC1
BHLHE40,IARS2
BHLHE40,EPSTI1
BHLHE40,PIP4K2A
BHLHE40,RHD
BHLHE40,INTS11
BHLHE40,ARL6IP6
BHLHE40,PLAA
BHLHE40,ABCB10
BHLHE40,KEL
BHLHE40,CHRNB1
BHLHE40,INTS13
BHLHE40,PIDD1
BHLHE40,GIMAP6
BHLHE40,RPA2
BHLHE40,MNDAL
BHLHE40,STIL
BHLHE40,SPRYD4
BHLHE40,TMEM64
BHLHE40,BAG2
BHLHE40,SLC25A21
BHLHE40,MYH10
BHLHE40,UQCR11
BHLHE40,ATP8A1
BHLHE40,WDR43
BHLHE40,CCNE1
BHLHE40,RASSF2
BHLHE40,EPB42
BHLHE40,CIP2A
BHLHE40,CDC20
BHLHE40,TCF7
BHLHE40,DDX1
BHLHE40,TUBB4B
BHLHE40,PRKAB1
BHLHE40,ABCE1
BHLHE40,MYC
BHLHE40,BLVRB
BHLHE40,LEPROT
BHLHE40,NDC80
BHLHE40,QARS
BHLHE40,CDCA3
BHLHE40,WDR75
BHLHE40,ZFP36
BHLHE40,CENPI
BHLHE40,UAP1
BHLHE40,USP46
BHLHE40,CD55
BHLHE40,ETS1
BHLHE40,SPC25
BHLHE40,SCRN3
BHLHE40,NCAPD2
BHLHE40,HBA-A1
BHLHE40,CARHSP1
BHLHE40,MAMDC2
BHLHE40,POLE3
BHLHE40,HNRNPLL
BHLHE40,TSPAN8
BHLHE40,TMSB4X
BHLHE40,TAF12
BHLHE40,CCDC137
BHLHE40,LY6A
BHLHE40,ISYNA1
CBFB,MSH6
CBFB,EIF3G
CBFB,GCLM
CBFB,OTUD6B
CBFB,NOP2
CBFB,HJURP
CBFB,SNRNP200
CBFB,PCYT1A
CBFB,NUF2
CBFB,PSMD7
CBFB,ESYT2
CBFB,ARL6IP6
CBFB,ECT2
CBFB,ADGRG1
CBFB,PKM
CBFB,ARMT1
CBFB,PRDX6
CBFB,DCAF13
CBFB,CCT7
CBFB,PGLYRP2
CBFB,ATAD2
CBFB,DDX20
CBFB,TFR2
CBFB,TCP1
CBFB,MIS18BP1
CBFB,EPRS
CBFB,PFKM
CBFB,GMFB
CBFB,POLE3
CBFB,ACAP1
CBFB,EYA2
CBFB,PWP2
CBFB,BIRC5
CBFB,FTH1
CBFB,LRRC59
CBFB,EIF2S1
CBFB,CLIC4
CBFB,RANBP1
CBFB,TOX
CBFB,CALR
CBFB,MRPL20
CBFB,1700017B05RIK
CBFB,NUDT9
CBFB,XRCC6
CBFB,TREML2
CBFB,DYNLL1
CBFB,WDR36
CBFB,DUSP2
CBFB,GTF2H1
CBFB,HDAC7
CBFB,DDOST
CBFB,SLC14A1
CBFB,PSMF1
CBFB,FEM1B
CBFB,NDC80
CBFB,CCT5
CBFB,NIF3L1
CBFB,SCRN3
CBFB,EPS15
CBFB,ELF1
CBFB,CDCA5
CBFB,YPEL3
CBFB,ABHD16A
CBFB,FCHSD2
CBFB,PRKAB1
CBFB,ACSS1
CBFB,HMBS
CBFB,COX6B1
CBFB,METAP1
CBFB,PSMD3
CBFB,HDGF
CBFB,CYB5R3
CBFB,GUCD1
CBFB,NDUFS1
CBFB,PDE4B
CBFB,WDR75
CBFB,BZW1
CBFB,TUBB5
CBFB,GYPA
CBFB,MCM7
CBFB,PDE12
CBFB,KIF11
CBFB,AURKA
CBFB,RPS27L
CBFB,RAD21
CBFB,PRMT5
CBFB,TUBB4B
CBFB,SRSF1
CBFB,NOL9
CBFB,DEK
CBFB,PRMT7
CBFB,HIST1H4D
CBFB,RNF139
CBFB,FASTKD2
CBFB,PPM1L
CBFB,PSME3
CBFB,COA5
CBFB,THUMPD3
CBFB,MOGS
CBFB,CDCA3
CBFB,CCT3
CBFB,MARS
CBFB,TFRC
CBFB,HASPIN
CBFB,SLA2
CBFB,STIP1
CBFB,NUDCD1
CBFB,RFC4
CBFB,RAG1
CBFB,NCAPH
CBFB,ARHGDIB
CBFB,UBR7
CBFB,PPOX
CBFB,VKORC1L1
CBFB,STAT2
CBFB,TBL3
CBFB,SPTBN1
CBFB,GLRX5
CBFB,SATB1
CBFB,INTS11
CBFB,HACD3
CBFB,UAP1
CBFB,CBFB
CBFB,VIM
CBFB,CCNE2
CBFB,NECAP2
CBFB,CNR2
CBFB,USF3
CBFB,HSPA9
CBFB,NDUFV1
CBFB,RRM1
CBFB,CUL4A
CBFB,CCT6A
CBFB,H2AFX
CBFB,NCAPD2
CBFB,EAF1
CBFB,D1ERTD622E
CBFB,CKS1B
CBFB,ALKBH8
CBFB,ASPH
CBFB,RARS
CBFB,PPP1CB
CBFB,EIF3B
CBFB,TIMM50
CBFB,TUBGCP2
CBFB,PSTPIP1
CBFB,NUP155
CBFB,MARCH5
CBFB,PBK
CBFB,AHCTF1
CBFB,PHB2
CBFB,TOMM40
CBFB,E2F8
CBFB,DCK
CBFB,TSPAN14
CBFB,PICALM
CBFB,POLR1B
CBFB,ABCB4
CBFB,SHCBP1
CBFB,CIP2A
CBFB,ATP5G3
CBFB,PPP6C
CBFB,RPN1
CBFB,FKBP1A
CBFB,PSMC2
CBFB,ITIH5
CBFB,TRMT6
CBFB,VPS35
CBFB,ORC6
CBFB,DTL
CBFB,NCAPG2
CBFB,NUP93
CBFB,GTF2F1
CBFB,WDR4
CBFB,LAP3
CBFB,OASL2
CBFB,NCL
CBFB,SMIM5
CBFB,MYLK3
CBFB,RGCC
CBFB,ABCE1
CBFB,OPTN
CBFB,SLC20A1
CBFB,RPA2
CBFB,CRIP2
CBFB,NUP85
CBFB,4833439L19RIK
CBFB,ZFP367
CBFB,GOLT1B
CBFB,GCDH
CBFB,DNAJC9
CBFB,KNL1
CBFB,MCM6
CBFB,AP1B1
CBFB,TMX1
CBFB,RASSF2
CBFB,WDR43
CBFB,FPGS
CBFB,ACAA2
CBFB,TUBA1B
CBFB,LONP1
CBFB,CCNA2
CBFB,STIL
CBFB,HNRNPLL
CBFB,SMC4
CBFB,TARS
CBFB,VDAC1
CBFB,KIF20B
CBFB,FBXO5
CBFB,SLC25A38
CBFB,GOLPH3
CBFB,PITRM1
CBFB,ARCN1
CBFB,UQCRFS1
CBFB,MTHFD1
CBFB,PLAA
CBFB,SPON2
CBFB,HUS1
CBFB,ATP8A1
CBFB,DOCK2
CBFB,NASP
CBFB,HNRNPAB
CBFB,GM2A
CBFB,PRDX2
CBFB,PSMG2
CBFB,PRELID3B
CBFB,SMARCA2
CBFB,UCP2
CBFB,UROD
CBFB,CKAP2L
CBFB,NAE1
CBFB,MRPL37
CBFB,XK
CBFB,PTDSS2
CBFB,LDHA
CBFB,BHLHE40
CBFB,PPID
CBFB,MCM5
CBFB,NCAPG
CBFB,PIP4K2A
CBFB,MT2
CBFB,CAMK2D
CBFB,APLP2
CBFB,PA2G4
CBFB,HSP90AA1
CBFB,TXNL1
CBFB,HAGH
CBFB,SPC25
CBFB,HNRNPDL
CBFB,CASP3
CBFB,METTL8
CBFB,RHOF
CBFB,HMGB2
CBFB,BCAP29
CBFB,OAT
CBFB,STT3B
CBFB,MKI67
CBFB,ATP5G1
CBFB,TTLL12
CBFB,DAPP1
CBFB,TMEM64
CBFB,RRM2
CBFB,GEMIN5
CBFB,MBOAT2
CBFB,ATPIF1
CBFB,INTS8
CBFB,LRRC14
CBFB,MAPK9
CBFB,SDHD
CBFB,CBX7
CBFB,LCP2
CBFB,CCT2
CBFB,TM7SF3
CBFB,WDR7
CBFB,TMEM147
CBFB,TFG
CBFB,RABIF
CBFB,LPP
CBFB,ORC2
CBFB,RPL41
CBFB,LSP1
CBFB,MTCH2
CBFB,CDCA7
CBFB,DDX1
CBFB,RFC5
CBFB,LEPROT
CBFB,TUBGCP3
CBFB,EIF4EBP1
CBFB,CDC20
CBFB,BSG
CBFB,SPC24
CBFB,AK3
CBFB,UBE2C
CBFB,CD55
CBFB,ABCG3
CBFB,INTS13
CBFB,TXNIP
CBFB,GALNS
CBFB,RAD51
CBFB,ATP1B2
CBFB,MTR
CBFB,RACGAP1
CBFB,PRDX3
CBFB,PFAS
CBFB,TXN2
CBFB,YBX1
CBFB,PON2
CBFB,QARS
CBFB,TRIB2
CBFB,GNPDA1
CBFB,SPPL2B
CBFB,GMPS
CBFB,CCDC137
CBFB,COMT
CBFB,TLK1
CBFB,CNP
CBFB,STRAP
CBFB,PPA1
CBFB,NUP88
CBFB,ATP5B
CBFB,DKC1
CBFB,PREP
CBFB,ARHGAP19
CBFB,2210016F16RIK
CBFB,EIF4ENIF1
CBFB,TANGO2
CBFB,IARS2
CBFB,KPNA1
CBFB,G6PDX
CBFB,SEPT8
CBFB,TSPAN33
CBFB,ZFP639
CBFB,PTPRC
CBFB,EPSTI1
CBFB,LTB
CBFB,RAG2
CBFB,CYC1
CBFB,CES2G
CBFB,EPOR
CBFB,RIN3
CBFB,RPA1
CBFB,MPL
CBFB,BLVRB
CBFB,USP46
CBFB,KLF6
CBFB,SPHK1
